coreid,xmpRights:WebStatement,xmp:MetadataDate,exif:PixelXDimension,ac:mediumQualityAccessURI,dc:type,ac:tag,idigbio:uuid,dcterms:description,ac:caption,ac:bestQualityAccessURI,ac:goodQualityAccessURI,ac:provider,idigbio:recordIds,dwc:occurrenceID,ac:metadataLanguageLiteral,idigbio:etag,photoshop:Credit,ac:subjectPart,ac:metadataLanguage,dcterms:creator,dcterms:publisher,ac:goodQualityFormat,ac:providerManagedID,ac:bestQualityFurtherInformationURL,ac:subtype,dc:creator,ac:bestQualityFormat,idigbio:recordId,dcterms:format,ac:hashFunction,dc:format,dcterms:created,dcterms:available,dcterms:source,idigbio:associatedRecordsetReference,ac:metadataCreator,ac:associatedSpecimenReference,dc:rights,idigbio:version,ac:thumbnailAccessURI,dcterms:license,xmpRights:UsageTerms,ac:comments,idigbio:associatedRecordReference,ac:mediumQualityFormat,idigbio:createdBy,dcterms:references,idigbio:dateModified,Iptc4xmpExt:CreditLine,exif:PixelYDimension,ac:metadataProvider,ac:furtherInformationURL,http://ns.adobe.com/exif/1.0/PixelYDimension,dwc:nameAccordingTo,dcterms:type,http://ns.adobe.com/exif/1.0/PixelXDimension,ac:hashValue,dcterms:identifier,ac:goodQualityExtent,ac:subjectOrientation,xmpRights:Owner,ac:licenseLogoURL,ac:attributionLogoURL,ac:bestQualityExtent,dcterms:rightsHolder,ac:captureDevice,ac:variantLiteral,dcterms:rights,dcterms:title,ac:resourceCreationTechnique,ac:accessURI,dcterms:modified,dwc:scientificName,dcterms:provider,ac:thumbnailFormat
bcc09a12-e343-4220-a284-c6352126056b,http://creativecommons.org/licenses/by/4.0/,,,,StillImage,,e8b75823-f718-407b-8501-e70b03a74166,,,,,,,,,8b7cb41c6192732db8789958ca369ef5b5aa9400,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dSTM-02192a.JPG,image/jpeg,MD5,,,,,252a0a12-f114-4fb5-aa9a-678c523d6dcd,,,,,,,CC BY,,bcc09a12-e343-4220-a284-c6352126056b,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:00:53.941Z,,,,,,,,,9e38e2caeb4731cba5c7de0287c90105,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/9e38e2caeb4731cba5c7de0287c90105,2014-05-27 19:19:00.528560,,,
78c27967-b036-4078-9641-3669bcda27a1,http://creativecommons.org/licenses/by/4.0/,,,,StillImage,,d9eb27c5-088e-4aef-b9ab-71d1e9904285,,,,,,,,,5770b33e87976e8420bd64bb0bf8d82ef01f5486,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dSTM-04200a.JPG,image/jpeg,MD5,,,,,252a0a12-f114-4fb5-aa9a-678c523d6dcd,,,,,,,CC BY,,78c27967-b036-4078-9641-3669bcda27a1,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:02:11.268Z,,,,,,,,,8f6c50705fa725611b4b85e699bb1406,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/8f6c50705fa725611b4b85e699bb1406,2014-05-27 19:16:38.718363,,,
92a261bd-2f2b-45e8-854d-73f266eddba2,http://creativecommons.org/licenses/by/4.0/,,,,StillImage,,dc2d08fb-b989-416d-a45c-2a29f326cd68,,,,,,,,,57b1f8107897c23902cbed62db62fc9a06a91a95,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dSTM-01386a.JPG,image/jpeg,MD5,,,,,252a0a12-f114-4fb5-aa9a-678c523d6dcd,,,,,,,CC BY,,92a261bd-2f2b-45e8-854d-73f266eddba2,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:02:10.723Z,,,,,,,,,504090ca036345e6171bef81f7f5c40a,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/504090ca036345e6171bef81f7f5c40a,2014-05-27 19:15:16.951833,,,
d613524a-c130-42e2-815f-f18ef37a9fde,http://creativecommons.org/licenses/by/3.0/,,,,StillImage,,23bf920f-ecd8-4b4d-b10e-31207b249f64,,,,,,,,,125af5c521794ca423dbab3c16f6c63a1030fad9,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dnin09-3381.jpg,image/jpeg,MD5,,,,,6bb853ab-e8ea-43b1-bd83-47318fc4c345,,,,,,,CC BY,,d613524a-c130-42e2-815f-f18ef37a9fde,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:00:38.003Z,,,,,,,,,5dd29dc530b47a899321aef67d375e90,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/5dd29dc530b47a899321aef67d375e90,Thu Nov  5 15:57:11 2009,,,
98915bd4-a2f3-44b8-b4de-429469398176,http://creativecommons.org/licenses/by/4.0/,,,,StillImage,,c21ea71f-97cc-4d1d-b7e3-6d1c06e7bda6,,,,,,,,,d6cbdbfc1b9bf43618d325d4585506fe3b0f615b,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dSTM-03889a.JPG,image/jpeg,MD5,,,,,252a0a12-f114-4fb5-aa9a-678c523d6dcd,,,,,,,CC BY,,98915bd4-a2f3-44b8-b4de-429469398176,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T19:59:40.301Z,,,,,,,,,460f17d3e76116367b20a9e261ea6590,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/460f17d3e76116367b20a9e261ea6590,2014-05-27 19:18:49.554503,,,
92e31fac-d4ce-446d-b92d-048beeb42eb7,http://creativecommons.org/licenses/by/3.0/,,,,StillImage,,ff9b4638-2423-43a7-98e0-54272ae0c18c,,,,,,,,,225f7293f15cfb3d7a88b6df7171f1930aa514aa,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dnin09-1044.jpg,image/jpeg,MD5,,,,,6bb853ab-e8ea-43b1-bd83-47318fc4c345,,,,,,,CC BY,,92e31fac-d4ce-446d-b92d-048beeb42eb7,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:02:10.586Z,,,,,,,,,f80fb1ff48dfe82733bd922726ac2ab6,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/f80fb1ff48dfe82733bd922726ac2ab6,Tue Nov  3 11:42:06 2009,,,
e63ce6da-04a6-43fe-9947-edfcddc6d706,http://creativecommons.org/licenses/by/4.0/,,,,StillImage,,69e44228-69c8-4528-a507-e10ac937faf6,,,,,,,,,c22276b2ffa3fce29543f86f25c03b11f01061d4,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dSTM-02551a.JPG,image/jpeg,MD5,,,,,252a0a12-f114-4fb5-aa9a-678c523d6dcd,,,,,,,CC BY,,e63ce6da-04a6-43fe-9947-edfcddc6d706,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:02:17.654Z,,,,,,,,,d740642df4fb13307dd9d533fb9df21e,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/d740642df4fb13307dd9d533fb9df21e,2014-05-27 19:17:17.351478,,,
0de27bd7-608a-48bb-b1d4-c50ac8369d25,http://creativecommons.org/licenses/by/4.0/,,,,StillImage,,9f1027c2-a4f4-4225-8baa-a5a7884a71b3,,,,,,,,,bdd80b7fd99184fde9570c0d1a7ade9036fb0f32,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dSTM-01685a.JPG,image/jpeg,MD5,,,,,252a0a12-f114-4fb5-aa9a-678c523d6dcd,,,,,,,CC BY,,0de27bd7-608a-48bb-b1d4-c50ac8369d25,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T19:59:32.714Z,,,,,,,,,191d35660af8d7fe4d293a50e960f309,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/191d35660af8d7fe4d293a50e960f309,2014-05-27 19:12:16.100620,,,
25820287-b3a2-46a9-bd4e-e6c993908a73,http://creativecommons.org/licenses/by/4.0/,,,,StillImage,,5ba05bd5-7c0d-4de6-8971-bf944f00b8ef,,,,,,,,,6ecde7a9e4e6af9b5dd76931766739357479fc83,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dSTM-00642a.JPG,image/jpeg,MD5,,,,,252a0a12-f114-4fb5-aa9a-678c523d6dcd,,,,,,,CC BY,,25820287-b3a2-46a9-bd4e-e6c993908a73,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:00:32.844Z,,,,,,,,,7d312f6517f5198d7d25ef01f0253679,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/7d312f6517f5198d7d25ef01f0253679,2014-05-27 19:18:07.182264,,,
4d58f3d5-e11e-4cf4-8e30-92a09a36fa17,http://creativecommons.org/licenses/by/3.0/,,,,StillImage,,adda9374-0ae4-4da1-8eb8-3260a865928b,,,,,,,,,28dd229890a0c2797ad463bf487a1b95df332a11,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dnin09-1941.jpg,image/jpeg,MD5,,,,,6bb853ab-e8ea-43b1-bd83-47318fc4c345,,,,,,,CC BY,,4d58f3d5-e11e-4cf4-8e30-92a09a36fa17,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:02:10.463Z,,,,,,,,,8dd3d8abbbccb8f003e3a841921a8253,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/8dd3d8abbbccb8f003e3a841921a8253,Thu Nov  5 13:16:35 2009,,,
99d875c9-2e7b-4d2e-9ebd-6141539b659d,http://creativecommons.org/licenses/by/3.0/,,,,StillImage,,3563ad0d-757b-4c48-ba1d-66e807206c24,,,,,,,,,ab6dd687895da589fec97cc51177b0b3d9bf25c1,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dnin09-3252.jpg,image/jpeg,MD5,,,,,6bb853ab-e8ea-43b1-bd83-47318fc4c345,,,,,,,CC BY,,99d875c9-2e7b-4d2e-9ebd-6141539b659d,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:01:58.196Z,,,,,,,,,6897744cd07deb355c883a43e08868b6,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/6897744cd07deb355c883a43e08868b6,Thu Nov  5 15:49:36 2009,,,
c8b8fb50-23e9-460f-8686-8402bff01bff,http://creativecommons.org/licenses/by/4.0/,,,,StillImage,,548748e4-ad17-4b66-b91f-152a3edf2bb6,,,,,,,,,9908dbb1bcc93b6b08217c7709e7adfda734c9a5,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dSTM-02877a.JPG,image/jpeg,MD5,,,,,252a0a12-f114-4fb5-aa9a-678c523d6dcd,,,,,,,CC BY,,c8b8fb50-23e9-460f-8686-8402bff01bff,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:01:31.680Z,,,,,,,,,390dda5bd21a1edbca1ae7d3115a4c69,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/390dda5bd21a1edbca1ae7d3115a4c69,2014-05-27 19:12:19.289019,,,
cfad3ff7-81b9-43c8-918c-25fdd4c28fef,http://creativecommons.org/licenses/by/4.0/,,,,StillImage,,a3f0a28c-a64b-4cd2-a8f4-55d449c73529,,,,,,,,,72e9e6010f3c7243a85eb6c38d372da2aed452c8,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dSTM-03101a.JPG,image/jpeg,MD5,,,,,252a0a12-f114-4fb5-aa9a-678c523d6dcd,,,,,,,CC BY,,cfad3ff7-81b9-43c8-918c-25fdd4c28fef,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:00:38.713Z,,,,,,,,,37da53a93134b0dfdbf4e4be647e3aa4,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/37da53a93134b0dfdbf4e4be647e3aa4,2014-05-27 19:12:38.980837,,,
f1881b18-3271-4828-a410-f46758f7bfbd,http://creativecommons.org/licenses/by/3.0/,,,,StillImage,,feedd55f-1f42-4ff5-9942-0ab16f76a17c,,,,,,,,,480cac3a2856754c644aa5c9f0275543c4921e7e,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dnin09-0102.jpg,image/jpeg,MD5,,,,,6bb853ab-e8ea-43b1-bd83-47318fc4c345,,,,,,,CC BY,,f1881b18-3271-4828-a410-f46758f7bfbd,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T20:02:04.415Z,,,,,,,,,0eedd0af69bb0c18285cad53ba1ecf0e,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/0eedd0af69bb0c18285cad53ba1ecf0e,Mon Nov  2 10:58:03 2009,,,
fc3cd561-566f-4d59-ac3c-9b8fc99836a1,http://creativecommons.org/licenses/by/3.0/,,,,StillImage,,411d12ae-4aee-4200-9239-ed61160ba6c7,,,,,,,,,eaefab7964be9dcd988a259b4bfe4784505968a6,,,,,,,,,,,,urn:catalog:flmnh:invertebrate zoology:images:dnin09-3657.jpg,image/jpeg,MD5,,,,,6bb853ab-e8ea-43b1-bd83-47318fc4c345,,,,,,,CC BY,,fc3cd561-566f-4d59-ac3c-9b8fc99836a1,,872733a2-67a3-4c54-aa76-862735a5f334,,2014-07-21T19:59:19.886Z,,,,,,,,,c98bb052de369b56e4505680c36ad895,,,,,http://mirrors.creativecommons.org/presskit/buttons/80x15/png/by.png,,,,,,,,,http://media.idigbio.org/lookup/images/c98bb052de369b56e4505680c36ad895,Thu Nov  5 16:17:05 2009,,,
