id,inhs:dead,inhs:total_Males,dwc:county,dwc:locality,idigbio:tribe,dwc:infraspecificEpithet,dwc:rightsHolder,dwc:lifeStage,idigbio:associatedFamily,inhs:juv_females,inhs:location_Basin,dwc:earliestAgeOrLowestStage,inhs:superfamily,dwc:ownerInstitutionCode,dwc:taxonRank,dwc:bed,dwc:country,dwc:verbatimDepth,inhs:instars_Female,dwc:identificationID,dcterms:source,dwc:maximumElevationInMeters,inhs:instars_Male,dwc:waterBody,dwc:family,idigbio:associateCondition,idigbio:associateAuthor,dwc:identificationReferences,symbiota:verbatimScientificName,dwc:rights,dwc:island,dwc:geodeticDatum,dcterms:bibliographicCitation,dwc:nomenclaturalCode,dcterms:type,inhs:vouchered,idigbio:associateCommonName,dwc:earliestEpochOrLowestSeries,fcc:datePicked,dwc:namePublishedIn,dwc:verbatimCoordinateSystem,dwc:coordinateUncertaintyInMeters,dwc:day,dwc:lithostratigraphicTerms,dwc:identificationRemarks,dwc:verbatimTaxonRank,dwc:individualID,dwc:latestPeriodOrHighestSystem,idigbio:determinationHistory,dwc:recordedBy,dwc:order,dcterms:references,dwc:islandGroup,dcterms:accessRights,dwc:group,dwc:dateIdentified,dwc:informationWithheld,dwc:scientificNameID,dwc:verbatimElevation,dcterms:rightsHolder,dwc:establishmentMeans,dwc:taxonID,dwc:maximumDepthInMeters,inhs:live,dwc:typeStatus,dwc:verbatimLatitude,dwc:occurrenceStatus,fcc:subfamily,dwc:locationID,dwc:basisOfRecord,dwc:taxonRemarks,dwc:latestEpochOrHighestSeries,dwc:dynamicProperties,inhs:relic,dwc:municipality,dwc:previousIdentifications,dwc:latestAgeOrHighestStage,dwc:lowestBiostratigraphicZone,dwc:vernacularName,dwc:fieldNotes,dwc:institutionCode,dwc:samplingEffort,dwc:class,inhs:formII_males,dwc:member,dwc:verbatimLongitude,dwc:minimumDepthInMeters,dwc:verbatimLocality,inhs:juv_males,idigbio:associateNotes,dwc:phylum,dcterms:rights,symbiotaverbatimScientificName,dwc:relatedResourceID,dwc:minimumElevationInMeters,dwc:associatedTaxa,inhs:locationTrs,dwc:samplingProtocol,dwc:originalNameUsage,dwc:startDayOfYear,dwc:verbatimCoordinates,idigbio:substrate,idigbio:etag,idigbio:uuid,dwc:georeferencedDate,inhs:formII_females,dwc:habitat,dwc:scientificNameAuthorship,dwc:occurrenceID,dwc:associatedMedia,dwc:dataGeneralizations,inhs:location_RiverMile,dwc:namePublishedInID,idigbio:createdBy,inhs:location_Stream,idigbio:associateDeterminedBy,dwc:earliestPeriodOrLowestSystem,dwc:subgenus,dwc:decimalLatitude,idigbio:hostFamily,dwc:georeferenceRemarks,dwc:occurrenceRemarks,row number,dwc:preparations,dwc:identificationVerificationStatus,idigbio:subfamily,idigbio:preparationCount,fcc:pickedBy,dwc:eventRemarks,dwc:VerbatimEventDate,dwc:associatedReferences,idigbio:endangeredStatus,dwc:locationAccordingTo,dwc:georeferenceSources,dwc:associatedSequences,dwc:formation,dwc:higherClassification,dwc:catalogNumber,dwc:verbatimSRS,dwc:higherGeography,dwc:individualCount,dwc:decimalLongitude,dwc:datasetName,dwc:month,dwc:georeferencedBy,dwc:eventTime,dwc:identificationQualifier,idigbio:associateRelationship,dwc:behavior,dwc:specificEpithet,dwc:countryCode,idigbio:associateIdentifier,dwc:kingdom,idigbio:recordID,dwc:fieldNumber,dwc:coordinatePrecision,idigbio:recordIds,inhs:juv_undetermined,dcterms:language,dwc:stateProvince,dwc:eventDate,inhs:total_females,dwc:collectionID,idigbio:recordId,dwc:collectionCode,dwc:nameAccordingTo,idigbio:barcodeValue,dwc:georeferenceVerificationStatus,dwc:associatedOccurrences,inhs:formI_males,dwc:recordNumber,dwc:genus,dwc:continent,dwc:sex,dwc:identifiedBy,idigbio:version,http://symbiota.org/terms/verbatimScientificName,dwc:disposition,dwc:preparation,dwc:latestEraOrHighestErathem,idigbio:associatedRelationship,idigbio:dateModified,dwc:accessRights,dwc:institutionID,dwc:locationRemarks,dwc:reproductiveCondition,dwc:eventID,idigbio:subgenus,dwc:endDayOfYear,dwc:scientificName,dwc:nomenclaturalStatus,dwc:otherCatalogNumbers,dwc:verbatimEventDate,dcterms:reference,dwc:earliestEraOrLowestErathem,idigbio:preservative,dwc:georeferenceProtocol,dcterms:modified,fcc:superfamily,dwc:footprintWKT,dwc:datasetID,dwc:year
75d14582-d69b-4fab-ad46-4292bad025dc,,,Viti Levu Island,,,,,,,,,,,,,,Fiji,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,3,,,,,,,,Aspidochirotida,,,,,,,,,,,,,,,,,,BFIJI-372B,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,46575b3684e5270175b6b10f0b9f2594d791b837,75d14582-d69b-4fab-ad46-4292bad025dc,,,,Selenka,65C1C942-653F-42FD-A07A-6F36431A1BEB,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,2007-Echinodermata,,,,,,7,,,,,,rigida,,,,,,,,,,Fiji Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T17:20:56.206Z,,,,,,,,Holothuria rigida,,,,,,,,09/08/2014,,,,1988
5da808fd-0beb-43b9-bda8-165011090ac0,,,,,,,,,,,,,,,,,Oman,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,26,,,,,,,"V. Bonito, M. Claereboudt, G. Paulay",Aspidochirotida,,,,,,,,,,,,,,,,,,GP-Loc-819,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,d79b8562d74bd4aad3522fee4f4a0d1c896ff5cf,5da808fd-0beb-43b9-bda8-165011090ac0,,,,Brandt,C5AC9D02-E4F1-4837-AB32-BF5AF269B076,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,23.626,,,,,,,,,,,,,,,,,,,4262-Echinodermata,,,,58.481,,1,,,,,,cinerascens,,,,,,,,,,,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T17:52:48.994Z,,,,,,,,Holothuria cinerascens,,,,,,,,09/08/2014,,,,2005
274ea9ec-9114-491c-af00-449e88c7acfb,,,Guam Island,,,,,,,,,,,,,,USA,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,,,,,,,,"Paulay, G.",Aspidochirotida,,,,,,,,,,,,,,,,,,BGUAM-099,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,f2594528756c14cd922ee16a8a59593111adbc08,274ea9ec-9114-491c-af00-449e88c7acfb,,,,Forskaal,5142B9F2-574C-419A-8C5A-3C73E3E68A8E,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,13.5403,,,,,,,,,,,,,,,,,,,4737-Echinodermata,,,,144.804831,,,,,,,,impatiens,,,,,,,,,,Mariana Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T18:01:45.624Z,,,,,,,,Holothuria impatiens,,,,,,,,09/08/2014,,,,2003
24ba2aca-0a6a-4ad8-9d95-70e62b6fe2f6,,,Okinawa,,,,,,,,,,,,,,Japan,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,14,,,,,,,"Yoshihisa Fujita, Daisuke Uyeno, Yoshida Ryuta",Aspidochirotida,,,,,,,,,,,,,,,,,,FMOK11-St-21,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,3c51f9ee64da79734a3d058c948eb3f8b75ca636,24ba2aca-0a6a-4ad8-9d95-70e62b6fe2f6,,,,Lesson,B0C7387C-2A9B-4917-9F0C-EEF520F6BD5E,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,26.444199,,,,,,,,,,,,,,,,,,,10965-Echinodermata,,,,127.772746,,5,,,,,,edulis,,,,,,,,,,Ryukyus,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T16:56:39.916Z,,,,,,,,Holothuria edulis,,,,,,,,09/08/2014,,,,2011
a5e325ec-0985-4b82-b256-894c41b12b1d,,,Moorea Island,,,,,,,,,,,,,,French Polynesia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,15,,,,,,,"A. Anker, J. Moore, G. Paulay, G. Hecht",Aspidochirotida,,,,,,,,,,,,,,,,,,MIB_036,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,405127d4eb703f7d0d64192f596e4e9c2827b88e,a5e325ec-0985-4b82-b256-894c41b12b1d,,,,Brandt,AF58E4B7-4DB0-40A6-91C9-93DDDC3FF92B,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-17.49631,,,,,,,,,,,,,,,,,,,7967-Echinodermata,,,,-149.75295,,10,,,,,,leucospilota,,,,,,,,,,Society Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T16:14:11.563Z,,,,,,,,Holothuria leucospilota,,,,,,,,09/08/2014,,,,2008
5a6a177a-87cd-49e0-b8e5-779ac3c491d1,,,Moorea Island,,,,,,,,,,,,,,French Polynesia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,10,,,,,,,"Sarah McPherson, Gustav Paulay, Seabird McKeon, Phillippe Bacchet, Jean Letournaux",Aspidochirotida,,,,,,,,,,,,,,,,,,BIZ-276,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,5c5a566c0fda3f00ac002d4ebbde7f7c2ac658e8,5a6a177a-87cd-49e0-b8e5-779ac3c491d1,,,,Semper,9C926CD1-5A9E-47FA-8BCE-5930053C30E6,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-17.597753,,,,,,,,,,,,,,,,,,,9880-Echinodermata,,,,-149.842083,,12,,,,,,difficilis,,,,,,,,,,Society Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T15:27:43.095Z,,,,,,,,Holothuria difficilis,,,,,,,,09/08/2014,,,,2009
b08a6ee9-d7e7-4744-823f-079bbdb66112,,,,,,,,,,,,,,,,,Australia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,9,,,,,,,Robert Lasley,Aspidochirotida,,,,,,,,,,,,,,,,,,AUST-ST-010,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,b19862502304ed3df6b6c91efc293d8df91a5f24,b08a6ee9-d7e7-4744-823f-079bbdb66112,,,,Forskaal,F1503207-3A95-437A-AD61-5567E8E7D1E2,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,8172-Echinodermata,,,,,,2,,,,,,impatiens,,,,,,,,,,Queensland,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T15:50:44.700Z,,,,,,,,Holothuria impatiens,,,,,,,,09/08/2014,,,,2009
d7ea9dcd-fb48-432d-8080-48c82fff49c6,,,,,,,,,,,,,,,,,Australia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,,,,,,,,,Aspidochirotida,,,,,,,,,,,,,,,,,,AUST-ST-000,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,b45b4236db6bcb6cc6c7d5400e30343bc364fdc3,d7ea9dcd-fb48-432d-8080-48c82fff49c6,,,,Forskaal,3ECAE0DD-4137-4C13-A37A-D005933843FA,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,8574-Echinodermata,,,,,,2,,,,,,impatiens,,,,,,,,,,Queensland,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T17:31:31.646Z,,,,,,,,Holothuria impatiens,,,,,,,,09/08/2014,,,,2009
28c5e2f0-8491-4114-bd72-f74304279627,,,,,,,,,,,,,,,,,New Caledonia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,1,,,,,,,"Paulay, G.",Aspidochirotida,,,,,,,,,,,,,,,,,,BNEC-001,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,d9e112f5c7500780463d21f7f9e3db125cefa0dc,28c5e2f0-8491-4114-bd72-f74304279627,,,,Selenka,F26894FE-D423-4D88-AB9E-C18006361C7B,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,980-Echinodermata,,,,,,1,,,,,,rigida,,,,,,,,,,New Caledonia,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T18:19:20.131Z,,,,,,,,Holothuria rigida,,,,,,,,09/08/2014,,,,1999
ca6530c4-8cd9-447d-8e88-d7b0e9ef77a7,,,Moorea Island,,,,,,,,,,,,,,French Polynesia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,5,,,,,,,Gustav Paulay,Aspidochirotida,,,,,,,,,,,,,,,,,,GP-Loc-899,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,dddfba8536429fbf14d02b72cfdadfb3dc900e19,ca6530c4-8cd9-447d-8e88-d7b0e9ef77a7,,,,Jäger,2F8B9F57-2DCD-4B90-B68C-882F248D5C8F,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-17.475,,,,,,,,,,,,,,,,,,,5314-Echinodermata,,,,-149.8194,,8,,,,,,atra,,,,,,,,,,Society Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T16:00:34.129Z,,,,,,,,Holothuria atra,,,,,,,,09/08/2014,,,,2006
832e17a3-048f-4e12-9bba-2b9e1cde83e2,,,,,,,,,,,,,,,,,Philippines,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,7,,,,,,,Kris Netchy & Alex Kerr,Aspidochirotida,,,,,,,,,,,,,,,,,,SEMP-23,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,c4c587ab59d3d049337d1fded46543881b157309,832e17a3-048f-4e12-9bba-2b9e1cde83e2,,,,Ludwig,DE3E60C5-3137-45F8-A994-25C6F606CBC8,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,10.21124,,,,,,,,,,,,,,,,,,,5632-Echinodermata,,,,123.98523,,6,,,,,,lineata,,,,,,,,,,Cebu,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T17:29:44.643Z,,,,,,,,Holothuria lineata,,,,,,,,09/08/2014,,,,2006
c43e5441-5133-43c4-916b-af2b93154a4f,,,,,,,,,,,,,,,,,Philippines,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,26,,,,,,,Kris Netchy & Alex Kerr,Aspidochirotida,,,,,,,,,,,,,,,,,,SEMP-08,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,12b1238620373220572d0901d7d99f58c6e9ccb6,c43e5441-5133-43c4-916b-af2b93154a4f,,,,Cherbonnier,01FC14C4-5B75-4896-AB7E-AF06A9C1AC5C,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,5680-Echinodermata,,,,,,5,,,,,,fuscogilva,,,,,,,,,,Negros Oriental,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T16:29:49.002Z,,,,,,,,Holothuria fuscogilva,,,,,,,,09/08/2014,,,,2006
7cd1da3d-0030-485b-8a2d-1bc5ddb99c6c,,,Moorea Island,,,,,,,,,,,,,,French Polynesia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,6,,,,,,,"Sarah McPherson, Kristine White, Sharein El-Tourky, Gustav Paulay, Seabird McKeon, Chris Meyer,",Aspidochirotida,,,,,,,,,,,,,,,,,,BIZ-237,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,d3feab8f90ffca6d9953afb42df2362004275177,7cd1da3d-0030-485b-8a2d-1bc5ddb99c6c,,,,Selenka,C4F72250-E5C2-4201-8895-22E7FAF01A4F,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-17.59026,,,,,,,,,,,,,,,,,,,9867-Echinodermata,,,,-149.83972,,12,,,,,,rigida,,,,,,,,,,Society Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T18:11:47.439Z,,,,,,,,Holothuria rigida,,,,,,,,09/08/2014,,,,2009
97978d9e-980f-425c-be48-c4e319e62f69,,,,,,,,,,,,,,,,,Philippines,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,16,,,,,,,,Aspidochirotida,,,,,,,,,,,,,,,,,,0CDN-BM Beach,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,db862c30c3d70f5f4e2bad7ac0c890264336a5f9,97978d9e-980f-425c-be48-c4e319e62f69,,,,Jäger,FEEBE43F-E09E-4FE2-9F2C-92F3ABBF4409,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,9.767833333333334,,,,,,,,,,,,,,,,,,,10666-Echinodermata,,,,118.772,,4,,,,,,scabra,,,,,,,,,,Palawan,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T16:01:09.357Z,,,,,,,,Holothuria scabra,,,,,,,,09/08/2014,,,,1995
d71444f9-d0ce-436e-8bf0-4df39b283384,,,,,,,,,,,,,,,,,Papua New Guinea,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,22,,,,,,,"Hugh Morrison, François Michonneau, Daisuke Uyeno, Inga Meyer-Wachsmuth",Aspidochirotida,,,,,,,,,,,,,,,,,,PR78,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,a5dfb66dd8d0c85a2986e4702fc8d392945efb33,d71444f9-d0ce-436e-8bf0-4df39b283384,,,,Jäger,695EC3E6-9269-43D8-98A6-5012FC5FA962,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-5.133667,,,,,,,,,,,,,,,,,,,15466-Echinodermata,,,,145.820999,,11,,,,,,fuscopunctata,,,,,,,,,,Madang Province,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T17:11:59.115Z,,,,,,,,Holothuria fuscopunctata,,,,,,,,09/08/2014,,,,2012
5e3a3b9f-7df3-4a0a-8aba-48616f457132,,,Europa Island,,,,,,,,,,,,,,France,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,23,,,,,,,"H. Bruggemann, M. Guillaume",Aspidochirotida,,,,,,,,,,,,,,,,,,EURO-7,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,bc3028cbebcae1951937dbb99fb6166f4008d082,5e3a3b9f-7df3-4a0a-8aba-48616f457132,,,,Selenka,2AF4D1AF-052B-4BFA-873E-E5CBC9AEB265,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-22.34656667,,,,,,,,,,,,,,,,,,,9188-Echinodermata,,,,40.33203333,,4,,,,,,pardalis,,,,,,,,,,Scattered Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T14:59:15.917Z,,,,,,,,Holothuria pardalis,,,,,,,,09/08/2014,,,,2009
099c040f-e939-4b42-9339-69605c973095,,,Ua Huka,,,,,,,,,,,,,,French Polynesia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,30,,,,,,,"Nathaniel Evans, Serge Andrefouet, Francesca Benzoni, Jean-Louis Menou, Marco Olivirio, Claude Payri",Aspidochirotida,,,,,,,,,,,,,,,,,,MQ020,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,7aec032740a172d0e5b4dce398af7e049dbd534c,099c040f-e939-4b42-9339-69605c973095,,,,Semper,E16749B4-AF39-44D6-A313-AB3A7E97F641,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-8.93695,,,,,,,,,,,,,,,,,,,11237-Echinodermata,,,,-139.5556,,11,,,,,,difficilis,,,,,,,,,,Marquesas Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T16:10:42.272Z,,,,,,,,Holothuria difficilis,,,,,,,,09/08/2014,,,,2011
105df7e6-d9ce-40df-b9a0-d809e610e83a,,,St. Lucie Co.,,,,,,,,,,,,,,USA,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,5,,,,,,,L. Weigt,Aspidochirotida,,,,,,,,,,,,,,,,,,FTP-13,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,2d13d1d1fbe9667760ba3872f90959b3375b2fd6,105df7e6-d9ce-40df-b9a0-d809e610e83a,,,,Selenka,D62D5C5B-C998-4214-92EA-84A1A4673FC4,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,7828-Echinodermata,,,,,,3,,,,,,grisea,,,,,,,,,,Florida,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T17:28:39.518Z,,,,,,,,Holothuria grisea,,,,,,,,09/08/2014,,,,2008
bcca1dfc-4b7b-4875-b950-6a61274909ec,,,,,,,,,,,,,,,,,USA,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,22,,,,,,,"Snelson, B.",Aspidochirotida,,,,,,,,,,,,,,,,,,FFS-2002-15,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,3f3b338c82945f79cbf900b4aedc3850852673ac,bcca1dfc-4b7b-4875-b950-6a61274909ec,,,,Ludwig,018FC473-9565-4F25-94D0-AD9EAB7FA8A7,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,25.0455,,,,,,,,,,,,,,,,,,,3637-Echinodermata,,,,-83.7903333333333,,6,,,,,,occidentalis,,,,,,,,,,Florida,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T18:24:21.300Z,,,,,,,,Holothuria occidentalis,,,,,,,,09/08/2014,,,,2002
5261d556-983e-4c6c-bb13-980717b089a0,,,,,,,,,,,,,,,,,Djibouti,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,1,,,,,,,Gustav Paulay,Aspidochirotida,,,,,,,,,,,,,,,,,,DJRS-016,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,cc9d49ca6d40244d505e8891c3f4ec2de10d0319,5261d556-983e-4c6c-bb13-980717b089a0,,,,Lesson,603A457A-A6EA-4453-B683-CB97B3CD465B,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,11.51025,,,,,,,,,,,,,,,,,,,12052-Echinodermata,,,,42.67256,,10,,,,,,hilla,,,,,,,,,,,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T13:13:04.389Z,,,,,,,,Holothuria hilla,,,,,,,,09/08/2014,,,,2012
e7b4e5f4-8440-4335-9eed-c80b3640ce58,,,Niue Island,,,,,,,,,,,,,,Niue Island,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,20,,,,,,,"Paulay, G.",Aspidochirotida,,,,,,,,,,,,,,,,,,HNIUE-009,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,c5e59e0e0ee0d9599f4e77be724d6c855a8e5fe1,e7b4e5f4-8440-4335-9eed-c80b3640ce58,,,,Ludwig,C4858531-2D50-4D3A-AD53-40290D1BDE31,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-19.1,,,,,,,,,,,,,,,,,,,1333-Echinodermata,,,,-169.9,,5,,,,,,signata,,,,,,,,,,Niue Island,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T13:10:43.684Z,,,,,,,,Holothuria signata,,,,,,,,09/08/2014,,,,1986
89c564a3-5acf-469a-876a-9fad3a29a82a,,,,,,,,,,,,,,,,,Australia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,,,,,,,,,Aspidochirotida,,,,,,,,,,,,,,,,,,AUST-ST-000,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,bb6572da96731e68eb61e007bd1183078ca944e1,89c564a3-5acf-469a-876a-9fad3a29a82a,,,,Forskaal,C6BFBC41-C2F9-466E-B68E-3343AA4381D3,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,8604-Echinodermata,,,,,,2,,,,,,impatiens,,,,,,,,,,Queensland,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T16:12:09.856Z,,,,,,,,Holothuria impatiens,,,,,,,,09/08/2014,,,,2009
f18d43c8-753d-4b00-9b18-c488925b4c32,,,,,,,,,,,,,,,,,Panama,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,,,,,,,,I. C. Enochs,Aspidochirotida,,,,,,,,,,,,,,,,,,Enochs-2008,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,ea9760d2c011573f6602da398700cdb91ca70194,f18d43c8-753d-4b00-9b18-c488925b4c32,,,,Forskaal,99AD5A98-0622-4BE2-A43E-EB3F3FCF5BCB,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,8.6317,,,,,,,,,,,,,,,,,,,9049-Echinodermata,,,,-79.0299,,,,,,,,impatiens,,,,,,,,,,,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T16:29:29.244Z,,,,,,,,Holothuria impatiens,,,,,,,,09/08/2014,,,,2008
372c8ac9-9647-497e-abd4-9d9229ba681b,,,,,,,,,,,,,,,,,Australia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,15,,,,,,,Robert Lasley,Aspidochirotida,,,,,,,,,,,,,,,,,,NIN09-St-7,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,eb2a712f1cacc65c6d8a75c974d1f5f0eda2b645,372c8ac9-9647-497e-abd4-9d9229ba681b,,,,Cherbonnier & Feral,7D3A0F9A-FB5C-440D-B51D-424B56CD9184,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-22.74152,,,,,,,,,,,,,,,,,,,9428-Echinodermata,,,,113.6836,,5,,,,,,conusalba,,,,,,,,,,Western Australia,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T15:02:37.424Z,,,,,,,,Holothuria conusalba,,,,,,,,09/08/2014,,,,2009
