id,inhs:dead,inhs:total_Males,dwc:county,dwc:locality,idigbio:tribe,dwc:infraspecificEpithet,dwc:rightsHolder,dwc:lifeStage,idigbio:associatedFamily,inhs:juv_females,inhs:location_Basin,dwc:earliestAgeOrLowestStage,inhs:superfamily,dwc:ownerInstitutionCode,dwc:taxonRank,dwc:bed,dwc:country,dwc:verbatimDepth,inhs:instars_Female,dwc:identificationID,dcterms:source,dwc:maximumElevationInMeters,inhs:instars_Male,dwc:waterBody,dwc:family,idigbio:associateCondition,idigbio:associateAuthor,dwc:identificationReferences,symbiota:verbatimScientificName,dwc:rights,dwc:island,dwc:geodeticDatum,dcterms:bibliographicCitation,dwc:nomenclaturalCode,dcterms:type,inhs:vouchered,idigbio:associateCommonName,dwc:earliestEpochOrLowestSeries,fcc:datePicked,dwc:namePublishedIn,dwc:verbatimCoordinateSystem,dwc:coordinateUncertaintyInMeters,dwc:day,dwc:lithostratigraphicTerms,dwc:identificationRemarks,dwc:verbatimTaxonRank,dwc:individualID,dwc:latestPeriodOrHighestSystem,idigbio:determinationHistory,dwc:recordedBy,dwc:order,dcterms:references,dwc:islandGroup,dcterms:accessRights,dwc:group,dwc:dateIdentified,dwc:informationWithheld,dwc:scientificNameID,dwc:verbatimElevation,dcterms:rightsHolder,dwc:establishmentMeans,dwc:taxonID,dwc:maximumDepthInMeters,inhs:live,dwc:typeStatus,dwc:verbatimLatitude,dwc:occurrenceStatus,fcc:subfamily,dwc:locationID,dwc:basisOfRecord,dwc:taxonRemarks,dwc:latestEpochOrHighestSeries,dwc:dynamicProperties,inhs:relic,dwc:municipality,dwc:previousIdentifications,dwc:latestAgeOrHighestStage,dwc:lowestBiostratigraphicZone,dwc:vernacularName,dwc:fieldNotes,dwc:institutionCode,dwc:samplingEffort,dwc:class,inhs:formII_males,dwc:member,dwc:verbatimLongitude,dwc:minimumDepthInMeters,dwc:verbatimLocality,inhs:juv_males,idigbio:associateNotes,dwc:phylum,dcterms:rights,symbiotaverbatimScientificName,dwc:relatedResourceID,dwc:minimumElevationInMeters,dwc:associatedTaxa,inhs:locationTrs,dwc:samplingProtocol,dwc:originalNameUsage,dwc:startDayOfYear,dwc:verbatimCoordinates,idigbio:substrate,idigbio:etag,idigbio:uuid,dwc:georeferencedDate,inhs:formII_females,dwc:habitat,dwc:scientificNameAuthorship,dwc:occurrenceID,dwc:associatedMedia,dwc:dataGeneralizations,inhs:location_RiverMile,dwc:namePublishedInID,idigbio:createdBy,inhs:location_Stream,idigbio:associateDeterminedBy,dwc:earliestPeriodOrLowestSystem,dwc:subgenus,dwc:decimalLatitude,idigbio:hostFamily,dwc:georeferenceRemarks,dwc:occurrenceRemarks,row number,dwc:preparations,dwc:identificationVerificationStatus,idigbio:subfamily,idigbio:preparationCount,fcc:pickedBy,dwc:eventRemarks,dwc:VerbatimEventDate,dwc:associatedReferences,idigbio:endangeredStatus,dwc:locationAccordingTo,dwc:georeferenceSources,dwc:associatedSequences,dwc:formation,dwc:higherClassification,dwc:catalogNumber,dwc:verbatimSRS,dwc:higherGeography,dwc:individualCount,dwc:decimalLongitude,dwc:datasetName,dwc:month,dwc:georeferencedBy,dwc:eventTime,dwc:identificationQualifier,idigbio:associateRelationship,dwc:behavior,dwc:specificEpithet,dwc:countryCode,idigbio:associateIdentifier,dwc:kingdom,idigbio:recordID,dwc:fieldNumber,dwc:coordinatePrecision,idigbio:recordIds,inhs:juv_undetermined,dcterms:language,dwc:stateProvince,dwc:eventDate,inhs:total_females,dwc:collectionID,idigbio:recordId,dwc:collectionCode,dwc:nameAccordingTo,idigbio:barcodeValue,dwc:georeferenceVerificationStatus,dwc:associatedOccurrences,inhs:formI_males,dwc:recordNumber,dwc:genus,dwc:continent,dwc:sex,dwc:identifiedBy,idigbio:version,http://symbiota.org/terms/verbatimScientificName,dwc:disposition,dwc:preparation,dwc:latestEraOrHighestErathem,idigbio:associatedRelationship,idigbio:dateModified,dwc:accessRights,dwc:institutionID,dwc:locationRemarks,dwc:reproductiveCondition,dwc:eventID,idigbio:subgenus,dwc:endDayOfYear,dwc:scientificName,dwc:nomenclaturalStatus,dwc:otherCatalogNumbers,dwc:verbatimEventDate,dcterms:reference,dwc:earliestEraOrLowestErathem,idigbio:preservative,dwc:georeferenceProtocol,dcterms:modified,fcc:superfamily,dwc:footprintWKT,dwc:datasetID,dwc:year
3625c2df-bb2f-4057-8e8a-1e4b4f03cdcf,,,,,,,,,,,,,,,,,Mexico,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,27,,,,,,,"T. A. Ebert, D. M. Dexter",Aspidochirotida,,,,,,,,,,,,,,,,,,Ebert-Los Frailes,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,53adfa2eae644c3d502d548463068f8966ab1bca,3625c2df-bb2f-4057-8e8a-1e4b4f03cdcf,,,,Semper,F8B7224E-3FE2-45B3-BA0A-2392F136CD18,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,23.3827,,,,,,,,,,,,,,,,,,,16130-Echinodermata,,,,-109.4253,,1,,,,,,arenicola,,,,,,,,,,Baja California Sur,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T11:14:09.884Z,,,,,,,,Holothuria arenicola,,,,,,,,09/08/2014,,,,1972
a0b01721-8337-4662-9d91-dd1eae9c5cee,,,,,,,,,,,,,,,,,Panama,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,,,,,,,,I. C. Enochs,Aspidochirotida,,,,,,,,,,,,,,,,,,Enochs-2008,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,1847732bef50eaa75a3e80b989f3a373bfb1b372,a0b01721-8337-4662-9d91-dd1eae9c5cee,,,,Semper,3B56FDF3-83F3-45B5-B50A-66449B2809C0,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,8.6317,,,,,,,,,,,,,,,,,,,9037-Echinodermata,,,,-79.0299,,,,,,,,difficilis,,,,,,,,,,,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T11:14:21.700Z,,,,,,,,Holothuria difficilis,,,,,,,,09/08/2014,,,,2008
68abed86-fce1-4f69-b97f-fa614fe446c2,,,Kosrae Island,,,,,,,,,,,,,,Federated States of Micronesia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,23,,,,,,,"Sun Kim, Alex Kerr, François Michonneau",Aspidochirotida,,,,,,,,,,,,,,,,,,KOSR-01,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,0bbffb4667094b268f9f23b9b6bba212167c246f,68abed86-fce1-4f69-b97f-fa614fe446c2,,,,Bell,5934FE22-1429-406C-883A-3CD8CE3EA8C0,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,5.34222,,,,,,,,,,,,,,,,,,,6950-Echinodermata,,,,163.01986,,2,,,,,,whitmaei,,,,,,,,,,Caroline Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T10:30:50.031Z,,,,,,,,Holothuria whitmaei,,,,,,,,09/08/2014,,,,2008
78bc5be0-0f86-481d-b9c4-55f5a1410043,,,Niue Island,,,,,,,,,,,,,,Niue Island,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,30,,,,,,,"Paulay, G.",Aspidochirotida,,,,,,,,,,,,,,,,,,HNIUE-094C,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,e672bda992d23a923298585785543b83758646fd,78bc5be0-0f86-481d-b9c4-55f5a1410043,,,,Selenka,3403A9ED-5609-44D5-9151-CBC75B7392FA,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-19.1,,,,,,,,,,,,,,,,,,,1658-Echinodermata,,,,-169.9,,9,,,,,,pervicax,,,,,,,,,,Niue Island,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T10:33:52.708Z,,,,,,,,Holothuria pervicax,,,,,,,,09/08/2014,,,,1991
7dd31ced-f4cc-4494-a09b-7a9045c92228,,,,,,,,,,,,,,,,,Madagascar,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,15,,,,,,,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner",Aspidochirotida,,,,,,,,,,,,,,,,,,MGNW-20,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,984c5b72b5d20c91d31b48ee8f90a2d75e4cd4c7,7dd31ced-f4cc-4494-a09b-7a9045c92228,,,,,F7072E44-58CA-4148-9839-EAD5CA817BEC,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-13.4244,,,,,,,,,,,,,,,,,,,6881-Echinodermata,,,,48.3642,,5,,,,,,sp. 24,,,,,,,,,,,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T10:35:39.818Z,,,,,,,,Holothuria sp. 24,,,,,,,,09/08/2014,,,,2008
830525f4-6141-4699-bb51-390a71e16141,,,Yap Island,,,,,,,,,,,,,,Federated States of Micronesia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,25,,,,,,,Emmanuel Tardy,Aspidochirotida,,,,,,,,,,,,,,,,,,Kerr-022,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,b678ab8a61d73cbea9faaa28df88b7e0769b6eea,830525f4-6141-4699-bb51-390a71e16141,,,,Kerr,A71169C3-EDE0-41FD-A273-D00450004824,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,11294-Echinodermata,,,,,,9,,,,,,roseomaculata,,,,,,,,,,Caroline Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T10:41:45.297Z,,,,,,,,Holothuria roseomaculata,,,,,,,,09/08/2014,,,,2009
c9dbc5fe-2700-48f0-8b3c-a4264a66f3eb,,,,,,,,,,,,,,,,,Ecuador,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,4,,,,,,,"Cleveland P. Hickman, Jr.",Aspidochirotida,,,,,,,,,,,,,,,,,,Hickman-011,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,a3f1f7ffb24b92eeab8661912bc65240e955f85f,c9dbc5fe-2700-48f0-8b3c-a4264a66f3eb,,,,Forskaal,30959346-C244-4E49-8F40-700CEEFE18F3,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,9655-Echinodermata,,,,,,5,,,,,,impatiens,,,,,,,,,,Galapagos Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T10:43:19.555Z,,,,,,,,Holothuria impatiens,,,,,,,,09/08/2014,,,,1994
caa7a4cd-90fc-4e2a-9f57-02fbf6604360,,,,,,,,,,,,,,,,,France,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,31,,,,,,,Nathaniel Evans,Aspidochirotida,,,,,,,,,,,,,,,,,,LOF13,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,aec726c203e24d7a08247b100a6244403e4ce954,caa7a4cd-90fc-4e2a-9f57-02fbf6604360,,,,Lesson,6D35A7FB-7C8A-4052-9019-6496E11FF6F7,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-22.5812,,,,,,,,,,,,,,,,,,,15850-Echinodermata,,,,167.309,,10,,,,,,edulis,,,,,,,,,,New Caledonia,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T10:43:50.689Z,,,,,,,,Holothuria edulis,,,,,,,,09/08/2014,,,,2013
b914c81a-4f16-41c2-9a63-686500786bc4,,,,,,,,,,,,,,,,,Madagascar,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,26,,,,,,,"A. Anker, G. Bakary, F. Michonneau, G. Paulay, T. Werner",Aspidochirotida,,,,,,,,,,,,,,,,,,MGNW-51,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,93d73310e6a7b64c92441fea6a6a1a844a889bd7,b914c81a-4f16-41c2-9a63-686500786bc4,,,,,CB53F310-DE47-426B-A4E3-32D79EED6468,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-13.44624,,,,,,,,,,,,,,,,,,,7314-Echinodermata,,,,48.33157,,5,,,,,,sp. 26,,,,,,,,,,,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T10:46:38.296Z,,,,,,,,Holothuria sp. 26,,,,,,,,09/08/2014,,,,2008
8754fe39-6ff6-465e-a91f-d54faf45fab8,,,Hatutaa,,,,,,,,,,,,,,French Polynesia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,25,,,,,,,"Nathaniel Evans, Serge Andrefouet, Francesca Benzoni, Jean-Louis Menou, Marco Olivirio, Claude Payri",Aspidochirotida,,,,,,,,,,,,,,,,,,MQ009,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,6851301e48d4a66a96caa6f7413af36dfb52ed6e,8754fe39-6ff6-465e-a91f-d54faf45fab8,,,,Linnaeus,9DD85FD4-2BB5-4C6E-BA2C-5FFD486F31B0,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-7.90543333333333,,,,,,,,,,,,,,,,,,,11203-Echinodermata,,,,-140.56765,,11,,,,,,,,,,,,,,,,Marquesas Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T10:51:14.218Z,,,,,,,,,,,,,,,,09/08/2014,,,,2011
0f2edbbc-99a7-43b2-abe8-c0f21d376517,,,,,,,,,,,,,,,,,New Caledonia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,22,,,,,,,"Paulay, G.",Aspidochirotida,,,,,,,,,,,,,,,,,,BNEC-010,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,4c67c0e8727fcda3bfac8a3dbf8f2919851627e8,0f2edbbc-99a7-43b2-abe8-c0f21d376517,,,,Linnaeus,9D392F0C-150C-47CA-8CCE-CB35A117A057,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,1746-Echinodermata,,,,,,1,,,,,,,,,,,,,,,,New Caledonia,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T10:51:14.203Z,,,,,,,,,,,,,,,,09/08/2014,,,,1999
8d16b132-ef0b-46af-884c-23982e05289c,,,Guam Island,,,,,,,,,,,,,,USA,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,9,,,,,,,François Michonneau,Aspidochirotida,,,,,,,,,,,,,,,,,,FM-St-GU08-02,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,d925a29cc3340b3275a1c40470d423b07b75c808,8d16b132-ef0b-46af-884c-23982e05289c,,,,Lesson,08036A00-E7BE-4833-9213-BF192BDD6DC8,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,13.479906,,,,,,,,,,,,,,,,,,,6715-Echinodermata,,,,144.726632,,2,,,,,,hilla,,,,,,,,,,Mariana Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:26:36.323Z,,,,,,,,Holothuria hilla,,,,,,,,09/08/2014,,,,2008
bea8b8cd-f2da-4a2f-9c81-499f674e3cf2,,,,,,,,,,,,,,,,,Madagascar,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,15,,,,,,,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner",Aspidochirotida,,,,,,,,,,,,,,,,,,MGNW-20,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,d22576f3eabda07a1c56326d41de2657461d7d10,bea8b8cd-f2da-4a2f-9c81-499f674e3cf2,,,,Semper,9C0D2CA2-1F4D-4B5B-B76E-C4F719CF7729,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-13.4244,,,,,,,,,,,,,,,,,,,7476-Echinodermata,,,,48.3642,,5,,,,,,flavomaculata,,,,,,,,,,,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:27:27.598Z,,,,,,,,Holothuria flavomaculata,,,,,,,,09/08/2014,,,,2008
b4182fd3-faa5-4978-a6d0-f0dfd3314c79,,,,,,,,,,,,,,,,,France,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,31,,,,,,,Nathaniel Evans,Aspidochirotida,,,,,,,,,,,,,,,,,,NEST6,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,4b6ed4fe0f01ee3d9a915a653011f0854cb15a39,b4182fd3-faa5-4978-a6d0-f0dfd3314c79,,,,Forskaal,C4E60E5F-0685-4A1A-8D38-E1462C66C532,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-22.65027,,,,,,,,,,,,,,,,,,,15829-Echinodermata,,,,167.38713,,10,,,,,,impatiens,,,,,,,,,,New Caledonia,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:31:39.230Z,,,,,,,,Holothuria impatiens,,,,,,,,09/08/2014,,,,2013
24309fd2-e1cd-43ca-9abd-c985d5f7a5af,,,,,,,,,,,,,,,,,Madagascar,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,18,,,,,,,A. Anker,Aspidochirotida,,,,,,,,,,,,,,,,,,MGNW-27,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,ad0516d28234913435a09ed4fa837c44d6f3c4b6,24309fd2-e1cd-43ca-9abd-c985d5f7a5af,,,,Brandt,7F4B115D-7540-4DD4-8754-0E418F8384F9,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-13.4069,,,,,,,,,,,,,,,,,,,7572-Echinodermata,,,,48.2917,,5,,,,,,leucospilota,,,,,,,,,,,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:33:09.405Z,,,,,,,,Holothuria leucospilota,,,,,,,,09/08/2014,,,,2008
e0831110-31b1-4d5a-8821-549f2145d92f,,,,,,,,,,,,,,,,,USA,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,6,,,,,,,"Robert Lasley, Arthur Anker, Sun Kim, Patricia Cabezas",Aspidochirotida,,,,,,,,,,,,,,,,,,FLK-St-02,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,c395f9bca159f137f5647d9f3ead8ed46f91969b,e0831110-31b1-4d5a-8821-549f2145d92f,,,,Pourtalès,0A6E0E1E-75EB-4201-96D8-998BC0D9BD2D,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,7804-Echinodermata,,,,,,9,,,,,,floridana,,,,,,,,,,Florida,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:33:34.282Z,,,,,,,,Holothuria floridana,,,,,,,,09/08/2014,,,,2008
709844b9-3d57-495b-828f-231eb755e584,,,Guam Island,,,,,,,,,,,,,,USA,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,18,,,,,,,M. S. Belk,Aspidochirotida,,,,,,,,,,,,,,,,,,UGI-Station-230,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,7100cbe0f25d78d6ba2a64e311f54ed275a62256,709844b9-3d57-495b-828f-231eb755e584,,,,Lesson,C4E3CA13-65CF-4A30-A298-47915C31BB02,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,13.5,,,,,,,,,,,,,,,,,,,12330-Echinodermata,,,,144.8,,6,,,,,,hilla,,,,,,,,,,Mariana Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:34:42.916Z,,,,,,,,Holothuria hilla,,,,,,,,09/08/2014,,,,1970
41c5d1a3-3c67-4e86-b02a-2ee087275a10,,,,,,,,,,,,,,,,,Ecuador,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,29,,,,,,,"Cleveland P. Hickman, Jr. & W.C. Ober",Aspidochirotida,,,,,,,,,,,,,,,,,,Hickman-024,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,ec4b83c62832580afa375d67071fb75d4e8d8fd2,41c5d1a3-3c67-4e86-b02a-2ee087275a10,,,,Deichmann,1181A84A-B064-46D6-8731-C8A724B7F310,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,9652-Echinodermata,,,,,,5,,,,,,theeli,,,,,,,,,,Galapagos Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:41:19.035Z,,,,,,,,Holothuria theeli,,,,,,,,09/08/2014,,,,1995
33a855da-16d7-4d3b-b80f-fb6c1ca19830,,,Aitutaki Island,,,,,,,,,,,,,,Cook Islands,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,18,,,,,,,"Paulay, G.",Aspidochirotida,,,,,,,,,,,,,,,,,,HAIU-015-2,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,1d2cba529542abc6a51a4e27ebf8a2a1600bf28c,33a855da-16d7-4d3b-b80f-fb6c1ca19830,,,,Brandt,5429ABAC-7002-4931-B122-4BD0907F4B71,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-18.9,,,,,,,,,,,,,,,,,,,1331-Echinodermata,,,,-159.8,,10,,,,,,leucospilota,,,,,,,,,,Cook Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:44:59.087Z,,,,,,,,Holothuria leucospilota,,,,,,,,09/08/2014,,,,1986
64ac480a-f05b-437f-9e40-41c5dcd72823,,,,,,,,,,,,,,,,,Algeria,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,7,,,,,,,Karim Mezali,Aspidochirotida,,,,,,,,,,,,,,,,,,Mezali-003,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,4140c2082f2f6cca4bcf288d6e80d1db000f046c,64ac480a-f05b-437f-9e40-41c5dcd72823,,,,Gmelin,E655F242-3364-4049-B18E-9AFA36401887,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,5458-Echinodermata,,,,,,5,,,,,,tubulosa,,,,,,,,,,Division 27,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:48:17.844Z,,,,,,,,Holothuria tubulosa,,,,,,,,09/08/2014,,,,2007
95fed2be-7054-4b04-b660-680abe969549,,,,,,,,,,,,,,,,,Madagascar,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,26,,,,,,,"A. Anker, G. Bakary, F. Michonneau, G. Paulay, T. Werner",Aspidochirotida,,,,,,,,,,,,,,,,,,MGNW-51,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,ff5ff817e73f77596cd44ff14adf4148e4c76340,95fed2be-7054-4b04-b660-680abe969549,,,,Brandt,6E026150-3783-474D-85CA-557A55B31085,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-13.44624,,,,,,,,,,,,,,,,,,,7316-Echinodermata,,,,48.33157,,5,,,,,,cinerascens,,,,,,,,,,,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:48:59.042Z,,,,,,,,Holothuria cinerascens,,,,,,,,09/08/2014,,,,2008
c598763b-3723-4f35-a889-0a4a9193086b,,,Levy County,,,,,,,,,,,,,,USA,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,4,,,,,,,,Aspidochirotida,,,,,,,,,,,,,,,,,,NCI-Ken 3,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,2e521e4dc479ecf8389e6ad623e6857faab8944c,c598763b-3723-4f35-a889-0a4a9193086b,,,,Ludwig,2D17E0DC-3D1F-4116-BE88-C94D6CC1E4E6,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,29.010833333333334,,,,,,,,,,,,,,,,,,,11460-Echinodermata,,,,-83.474,,5,,,,,,mexicana,,,,,,,,,,Florida,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:51:09.845Z,,,,,,,,Holothuria mexicana,,,,,,,,09/08/2014,,,,2008
1faf21e4-0842-458b-8d0d-df04d91ff577,,,Viti Levu Island,,,,,,,,,,,,,,Fiji,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,7,,,,,,,"Kirkendale, L. & Bonito, V.",Aspidochirotida,,,,,,,,,,,,,,,,,,LAK-009,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,0f5bd4dc9a21fe27433d08a1e74afccfd8c2edf3,1faf21e4-0842-458b-8d0d-df04d91ff577,,,,Lesson,CBE7A430-2FB2-4EF1-AA62-07F25E032A79,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,-18.3675333333333,,,,,,,,,,,,,,,,,,,684-Echinodermata,,,,177.973,,10,,,,,,hilla,,,,,,,,,,Fiji Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:50:58.164Z,,,,,,,,Holothuria hilla,,,,,,,,09/08/2014,,,,2001
a34c6388-83db-4743-a437-43bbca3da289,,,Pohnpei Island,,,,,,,,,,,,,,Federated States of Micronesia,,,,,,,,Holothuriidae,,,,,,,,,,,,,,,,,,4,,,,,,,"Ron Clouse, Daniel Janies",Aspidochirotida,,,,,,,,,,,,,,,,,,Clouse-2002-Temwen,PreservedSpecimen,,,,,,,,,,,FLMNH,,Holothuroidea,,,,,,,,,,,,,,,,,,,,8487fd79ba1708e83c2ceb3ee9747089f2ee10b1,a34c6388-83db-4743-a437-43bbca3da289,,,,Lesson,E9C50FC5-0749-419C-AAF0-2BC42CBC21FA,,,,,872733a2-67a3-4c54-aa76-862735a5f334,,,,,,,,,,,,,,,,,,,,,,,,13347-Echinodermata,,,,,,12,,,,,,hilla,,,,,,,,,,Caroline Islands,,,,,Invertebrate Zoology,,,,,,,Holothuria,,,,,,,,,,2014-09-12T12:53:10.241Z,,,,,,,,Holothuria hilla,,,,,,,,09/08/2014,,,,2002
