"","dwc.earliestPeriodOrLowestSystem","dwc.dynamicProperties","dwc.individualCount","dwc.verbatimLongitude","dwc.identificationVerificationStatus","idigbio.hostFamily","dcterms.modified","dwc.continent","dwc.decimalLongitude","dwc.stateProvince","idigbio.recordId","dwc.associatedReferences","dwc.dateIdentified","dwc.catalogNumber","dwc.datasetID","dwc.nomenclaturalStatus","dwc.taxonRemarks","dwc.identificationRemarks","dwc.specificEpithet","dwc.datasetName","dwc.endDayOfYear","dwc.verbatimDepth","dwc.day","dwc.verbatimTaxonRank","dwc.institutionID","dwc.collectionID","idigbio.associateIdentifier","fcc.datePicked","idigbio.associateRelationship","dwc.eventRemarks","dwc.originalNameUsage","dwc.minimumDepthInMeters","dwc.rights","dwc.startDayOfYear","dwc.behavior","dwc.locationAccordingTo","dcterms.bibliographicCitation","dwc.latestEpochOrHighestSeries","dwc.scientificName","dwc.country","dwc.georeferenceProtocol","dwc.latestPeriodOrHighestSystem","dwc.identificationID","dwc.island","dwc.taxonID","dwc.taxonRank","dwc.basisOfRecord","inhs.superfamily","dwc.geodeticDatum","dwc.rightsHolder","dwc.previousIdentifications","dwc.georeferenceRemarks","inhs.formII_males","idigbio.determinationHistory","dwc.lifeStage","idigbio.etag","dwc.phylum","inhs.formII_females","inhs.relic","dwc.identifiedBy","dwc.nomenclaturalCode","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dcterms.accessRights","id","dwc.earliestEpochOrLowestSeries","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","idigbio.createdBy","dwc.occurrenceID","dwc.higherClassification","idigbio.subfamily","inhs.locationTrs","dwc.countryCode","dwc.identificationQualifier","dwc.preparations","symbiota.verbatimScientificName","dwc.associatedTaxa","dwc.formation","fcc.pickedBy","idigbio.associateNotes","dwc.vernacularName","dwc.otherCatalogNumbers","idigbio.associateDeterminedBy","dwc.associatedSequences","idigbio.tribe","idigbio.endangeredStatus","dwc.eventID","idigbio.preparationCount","idigbio.associateCommonName","inhs.juv_females","dwc.dataGeneralizations","dwc.minimumElevationInMeters","dwc.group","inhs.location_RiverMile","dcterms.rightsHolder","http...symbiota.org.terms.verbatimScientificName","dwc.nameAccordingTo","inhs.formI_males","dwc.georeferenceVerificationStatus","inhs.location_Stream","dwc.family","inhs.dead","fcc.subfamily","dwc.islandGroup","fcc.superfamily","dwc.verbatimCoordinateSystem","dwc.reproductiveCondition","dwc.coordinatePrecision","dcterms.reference","dwc.genus","dwc.institutionCode","dwc.kingdom","dwc.collectionCode","dwc.verbatimSRS","idigbio.associateAuthor","idigbio.associatedFamily","dwc.typeStatus","dwc.waterBody","dwc.fieldNotes","dwc.county","inhs.live","dwc.verbatimElevation","row.number","dwc.informationWithheld","idigbio.version","dwc.namePublishedInID","idigbio.associatedRelationship","dwc.month","dcterms.source","dwc.decimalLatitude","dwc.higherGeography","inhs.juv_undetermined","dwc.lowestBiostratigraphicZone","dwc.individualID","dwc.associatedOccurrences","dwc.municipality","dwc.disposition","dwc.verbatimCoordinates","inhs.instars_Female","dcterms.type","dwc.georeferencedBy","dwc.recordNumber","dwc.occurrenceStatus","dwc.lithostratigraphicTerms","dwc.verbatimLatitude","dwc.samplingEffort","dcterms.language","inhs.juv_males","dwc.earliestEraOrLowestErathem","dwc.sex","inhs.location_Basin","dwc.namePublishedIn","idigbio.preservative","dcterms.rights","dwc.occurrenceRemarks","idigbio.dateModified","dwc.footprintWKT","inhs.instars_Male","dwc.eventTime","dwc.order","dwc.bed","dwc.year","idigbio.uuid","dwc.recordedBy","dwc.class","dwc.maximumElevationInMeters","idigbio.associateCondition","inhs.total_Males","dwc.identificationReferences","dwc.maximumDepthInMeters","dcterms.references","dwc.preparation","dwc.VerbatimEventDate","dwc.coordinateUncertaintyInMeters","dwc.habitat","dwc.member","inhs.vouchered","dwc.scientificNameAuthorship","dwc.relatedResourceID","idigbio.recordID","dwc.latestAgeOrHighestStage","dwc.infraspecificEpithet","dwc.accessRights","dwc.samplingProtocol","dwc.scientificNameID","dwc.locality","idigbio.substrate","dwc.locationID","idigbio.subgenus","symbiotaverbatimScientificName","dwc.fieldNumber","dwc.locationRemarks","dwc.ownerInstitutionCode","idigbio.barcodeValue","dwc.georeferencedDate","inhs.total_females","dwc.establishmentMeans","idigbio.recordIds","dwc.eventDate","dwc.subgenus","dwc.verbatimLocality","dwc.associatedMedia"
"1635",NA,"",NA,"","",NA,"09/08/2014","",144.726632,"Mariana Islands",NA,"","","6710-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",6,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"f137a9103d6ba0502160aa8a0c1c02aac3b64676","",NA,NA,"","","",NA,NA,"8458d6e0-5618-48cf-b972-198aea866fff",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","8E989DDB-C9C1-4914-BB03-7280EF41C309","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Guam Island",NA,NA,NA,NA,NA,NA,NA,2,NA,13.479906,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T14:01:49.410Z",NA,NA,NA,"Aspidochirotida",NA,2008,"8458d6e0-5618-48cf-b972-198aea866fff","François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"FM-St-GU08-01",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1671",NA,"",NA,"","",NA,"09/08/2014","",NA,"Galapagos Islands",NA,"","","9114-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",20,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Ecuador","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"b355465028234fd16048bfff957d3589f902b8d9","",NA,NA,"","","",NA,NA,"2e3bb9be-40e3-408e-afcd-672232895dbe",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","923432AB-7220-45BA-8CE6-1540DB4BF64E","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:19:46.454Z",NA,NA,NA,"Aspidochirotida",NA,1998,"2e3bb9be-40e3-408e-afcd-672232895dbe","Cleveland P. Hickman, Jr.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Hickman-019",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1690",NA,"",NA,"","",NA,"09/08/2014","",NA,"Hawaiian Islands",NA,"","","939-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",10,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"7f8d2edb358cbae13c7b46c9f48e90b3b205455f","",NA,NA,"","","",NA,NA,"75c995d1-a5a4-4151-a537-4ccb3a99909c",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","8FAA1735-F14B-464E-8EA0-F6C7660FD4C5","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Maui Island",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T17:24:51.073Z",NA,NA,NA,"Aspidochirotida",NA,2000,"75c995d1-a5a4-4151-a537-4ccb3a99909c","Pittman, C.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"ZZZ-086981",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1728",NA,"",NA,"","",NA,"09/08/2014","",-140.71175,"Marquesas Islands",NA,"","","11200-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",24,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","French Polynesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"94d1350297922a761c4f179b5a698d8c34306ba3","",NA,NA,"","","",NA,NA,"37b2aea6-9884-47b0-b92e-89d317160b93",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","878F3C7C-F947-41BF-88F7-5BCFBEA7E686","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Eiao",NA,NA,NA,NA,NA,NA,NA,11,NA,-7.97956666666667,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T17:08:40.668Z",NA,NA,NA,"Aspidochirotida",NA,2011,"37b2aea6-9884-47b0-b92e-89d317160b93","Nathaniel Evans, Serge Andrefouet, Francesca Benzoni, Jean-Louis Menou, Marco Olivirio, Claude Payri","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"MQ007",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1734",NA,"",NA,"","",NA,"09/08/2014","",NA,"Tuamotu Islands",NA,"","","608-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",10,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","French Polynesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"26d2ae0f5af8badd79dddab9f97fc00daecf0f9b","",NA,NA,"","","",NA,NA,"2c9154b9-0a5b-4f00-bac3-2e2099691c0d",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","8055F23D-7143-44A4-99D5-164247B19117","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Rangiroa Atoll",NA,NA,NA,NA,NA,NA,NA,12,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T16:58:40.895Z",NA,NA,NA,"Aspidochirotida",NA,2001,"2c9154b9-0a5b-4f00-bac3-2e2099691c0d","Paulay, G.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"BRNG-027-2",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1752",NA,"",NA,"","",NA,"09/08/2014","",48.2333,"",NA,"","","7386-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",14,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Madagascar","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"2264c2bcc9001fd6492c7149977466e598c8806b","",NA,NA,"","","",NA,NA,"517fa4b9-f7b0-45e2-888e-8c2c6a68ee71",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","75023D12-BFBD-425D-986E-E2CC38A2BF29","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,-13.4806,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T17:33:44.627Z",NA,NA,NA,"Aspidochirotida",NA,2008,"517fa4b9-f7b0-45e2-888e-8c2c6a68ee71","F. Michonneau, G. Paulay, T. Werner","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"MGNW-19",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1758",NA,"",NA,"","",NA,"09/08/2014","",113.6424,"Western Australia",NA,"","","9627-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Australia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"ca77030a39013c36f55ccdc301c3307a9aa2c0ef","",NA,NA,"","","",NA,NA,"6a0830c1-5b59-438c-b110-86d1036dda95",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","856931D9-B810-4ADB-949A-EBA217E2C5FD","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,-22.72148,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T16:54:38.062Z",NA,NA,NA,"Aspidochirotida",NA,2009,"6a0830c1-5b59-438c-b110-86d1036dda95","François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"NIN09-St-94",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1763",NA,"",NA,"","",NA,"09/08/2014","",167.533,"New Caledonia",NA,"","","15935-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",3,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","France","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"a59f783effd23f0e860fc8c0b18451f523af5b0c","",NA,NA,"","","",NA,NA,"f00b7629-a5d7-4b27-9ac3-f4e2e6586cac",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","60FB03D3-EEF6-4CC1-BAB8-33F848225372","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,-22.5543,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:15:29.847Z",NA,NA,NA,"Aspidochirotida",NA,2013,"f00b7629-a5d7-4b27-9ac3-f4e2e6586cac","Nathaniel Evans","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"LOF20",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1848",NA,"",NA,"","",NA,"09/08/2014","",42.7306,"Scattered Islands",NA,"","","9218-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",26,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","France","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"0b1e4dca589511925ac404c6badc65e85e0e211a","",NA,NA,"","","",NA,NA,"449126a2-4875-4b01-9c46-3f0b994d70f5",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","1DDB9BFB-163E-40F9-AAC4-9C693E84241E","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Juan de Nova Island",NA,NA,NA,NA,NA,NA,NA,4,NA,-17.07825,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:59:29.125Z",NA,NA,NA,"Aspidochirotida",NA,2009,"449126a2-4875-4b01-9c46-3f0b994d70f5","H. Bruggemann, M. Malay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"JDNO-1",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1861",NA,"",NA,"","",NA,"09/08/2014","",-157.4963,"Line Islands",NA,"","","5779-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",7,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Kiribati","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"b6d24e760775e850c32c43c548f38e42548f739b","",NA,NA,"","","",NA,NA,"9cd3dbd2-702b-47bc-82aa-993103a14198",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","B5CB3E4E-7CF5-4EE9-AF0C-F6DE7FE49639","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Kiritimati Atoll",NA,NA,NA,NA,NA,NA,NA,8,NA,1.9393,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:08:16.727Z",NA,NA,NA,"Aspidochirotida",NA,2005,"9cd3dbd2-702b-47bc-82aa-993103a14198","Gustav Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"GP-Loc-830",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1872",NA,"",NA,"","",NA,"09/08/2014","",145.4642,"Queensland",NA,"","","8141-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",8,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Australia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"838e510710fcf482246b8ca61181424a33a8377b","",NA,NA,"","","",NA,NA,"b8ee3e32-91de-4591-b50a-fcd496e853b5",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","888569A5-945E-40BF-9CD1-954F0033E34A","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,-14.6966,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T14:25:35.191Z",NA,NA,NA,"Aspidochirotida",NA,2009,"b8ee3e32-91de-4591-b50a-fcd496e853b5","François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"AUST-ST-006",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1878",NA,"",NA,"","",NA,"09/08/2014","",163.01382,"Caroline Islands",NA,"","","7028-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",28,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Federated States of Micronesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"93fdefe77d970fa4ad31d473451d49a049fc835d","",NA,NA,"","","",NA,NA,"f9505366-f17c-4f9c-ade0-8c819fd0f19a",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","B8787A75-9DD4-4A9E-87EE-17924F5AAE79","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Kosrae Island",NA,NA,NA,NA,NA,NA,NA,2,NA,5.36916,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T14:32:29.692Z",NA,NA,NA,"Aspidochirotida",NA,2008,"f9505366-f17c-4f9c-ade0-8c819fd0f19a","Sun Kim, Alex Kerr, François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"KOSR-11",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1888",NA,"",NA,"","",NA,"09/08/2014","",NA,"Koror State",NA,"","","12280-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",12,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Palau","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"3fa9d9e21f6f65784cbbf93bb7e095315d351e00","",NA,NA,"","","",NA,NA,"e3fca2c6-7ce0-430f-9d52-5a646ccb01b1",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","B28BBE37-21DF-4426-8E8F-9F7E7AFC1E14","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:30:32.184Z",NA,NA,NA,"Aspidochirotida",NA,1976,"e3fca2c6-7ce0-430f-9d52-5a646ccb01b1","S. Ohta","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"UGI-Station-21",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1906",NA,"",NA,"","",NA,"09/08/2014","",55.2213333,"Mascarene Islands",NA,"","","6528-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",12,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","France","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"00c45fb6a2fdb4ca03db93ff8d6b932447486fd7","",NA,NA,"","","",NA,NA,"23ce6928-a009-411a-b057-585aae3ede0b",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","8923995F-453E-4EF0-A46D-326208478689","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Reunion Island",NA,NA,NA,NA,NA,NA,NA,8,NA,-21.0576833,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T09:20:49.115Z",NA,NA,NA,"Aspidochirotida",NA,2007,"23ce6928-a009-411a-b057-585aae3ede0b","Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"SWIO-13",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1922",NA,"",NA,"","",NA,"09/08/2014","",55.2216,"Mascarene Islands",NA,"","","6488-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",9,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","France","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"c021488299cfb8a94d027a47e0bddaa484bc0cc4","",NA,NA,"","","",NA,NA,"12704152-9154-401e-a067-6360ee3decaa",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","B585CD71-8232-4208-8DA1-A28AB0703AF5","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Reunion Island",NA,NA,NA,NA,NA,NA,NA,8,NA,-21.087166,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T09:57:31.843Z",NA,NA,NA,"Aspidochirotida",NA,2007,"12704152-9154-401e-a067-6360ee3decaa","Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"SWIO-9",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
