"","dwc.earliestAgeOrLowestStage","dcterms.reference","dwc.infraspecificEpithet","dwc.VerbatimEventDate","dwc.country","dwc.maximumElevationInMeters","idigbio.endangeredStatus","dwc.occurrenceStatus","dwc.fieldNotes","idigbio.associateCommonName","dwc.scientificName","dwc.identifiedBy","dcterms.modified","dwc.coordinateUncertaintyInMeters","inhs.formI_males","dwc.lithostratigraphicTerms","dwc.datasetName","idigbio.dateModified","dwc.islandGroup","dwc.verbatimTaxonRank","idigbio.preparationCount","inhs.relic","idigbio.hostFamily","dwc.reproductiveCondition","http...symbiota.org.terms.verbatimScientificName","dcterms.rights","dwc.previousIdentifications","dwc.verbatimLocality","fcc.superfamily","dwc.nameAccordingTo","dwc.originalNameUsage","dwc.individualID","dwc.georeferenceProtocol","idigbio.subgenus","dwc.footprintWKT","symbiota.verbatimScientificName","dwc.namePublishedInID","dwc.minimumDepthInMeters","dwc.verbatimDepth","inhs.location_RiverMile","dwc.informationWithheld","dcterms.language","dwc.occurrenceID","dwc.locationID","idigbio.associateIdentifier","dwc.scientificNameAuthorship","dwc.startDayOfYear","inhs.instars_Male","dwc.locality","dwc.ownerInstitutionCode","dwc.locationAccordingTo","idigbio.barcodeValue","row.number","inhs.total_females","dcterms.type","dwc.identificationVerificationStatus","id","dwc.latestEpochOrHighestSeries","dwc.member","inhs.vouchered","dwc.latestEraOrHighestErathem","dwc.associatedSequences","fcc.datePicked","idigbio.createdBy","dwc.associatedOccurrences","dwc.verbatimCoordinates","idigbio.associateRelationship","inhs.superfamily","dwc.lowestBiostratigraphicZone","dwc.countryCode","idigbio.subfamily","idigbio.associatedFamily","idigbio.tribe","dwc.waterBody","dwc.accessRights","inhs.total_Males","dwc.otherCatalogNumbers","dwc.verbatimLatitude","dcterms.rightsHolder","dwc.group","dwc.samplingEffort","dwc.occurrenceRemarks","dwc.verbatimEventDate","dwc.eventID","inhs.instars_Female","dwc.georeferencedBy","dwc.taxonRank","dwc.eventTime","dwc.verbatimLongitude","dwc.collectionCode","dwc.taxonID","dwc.municipality","dwc.specificEpithet","inhs.formII_females","dwc.earliestPeriodOrLowestSystem","dwc.disposition","dwc.decimalLatitude","idigbio.etag","dwc.individualCount","dcterms.source","dwc.recordNumber","dwc.georeferencedDate","dwc.coordinatePrecision","inhs.live","dwc.establishmentMeans","dwc.rights","dwc.latestPeriodOrHighestSystem","dwc.phylum","dwc.dateIdentified","dwc.earliestEraOrLowestErathem","dwc.geodeticDatum","dwc.fieldNumber","dwc.behavior","dwc.earliestEpochOrLowestSeries","dwc.decimalLongitude","dwc.maximumDepthInMeters","dwc.habitat","dwc.class","inhs.juv_males","dwc.county","dwc.samplingProtocol","dwc.relatedResourceID","inhs.formII_males","dwc.dynamicProperties","dwc.catalogNumber","idigbio.substrate","dwc.eventDate","dwc.identificationQualifier","dwc.month","dwc.locationRemarks","dwc.family","dwc.subgenus","dwc.latestAgeOrHighestStage","dwc.kingdom","inhs.juv_undetermined","inhs.locationTrs","dwc.associatedTaxa","dwc.endDayOfYear","dwc.preparations","fcc.pickedBy","dwc.datasetID","idigbio.associateNotes","idigbio.recordId","dwc.collectionID","dcterms.references","dwc.higherGeography","dwc.institutionCode","dwc.rightsHolder","dwc.verbatimSRS","dwc.verbatimElevation","fcc.subfamily","inhs.location_Basin","dwc.georeferenceVerificationStatus","idigbio.recordIds","idigbio.associateCondition","inhs.dead","inhs.location_Stream","dwc.order","dwc.continent","dwc.namePublishedIn","dwc.formation","dwc.preparation","dwc.lifeStage","dwc.identificationReferences","idigbio.preservative","dwc.georeferenceSources","dwc.identificationID","dwc.higherClassification","dwc.bed","dwc.associatedReferences","dwc.stateProvince","dwc.genus","dcterms.bibliographicCitation","idigbio.version","dwc.sex","dwc.day","dwc.recordedBy","dwc.vernacularName","dwc.scientificNameID","dwc.island","dwc.identificationRemarks","dwc.year","idigbio.associatedRelationship","dwc.dataGeneralizations","dwc.georeferenceRemarks","dwc.minimumElevationInMeters","dwc.eventRemarks","symbiotaverbatimScientificName","idigbio.uuid","idigbio.recordID","dcterms.accessRights","dwc.typeStatus","dwc.taxonRemarks","dwc.nomenclaturalCode","idigbio.associateAuthor","dwc.institutionID","dwc.associatedMedia","dwc.nomenclaturalStatus","idigbio.determinationHistory","dwc.basisOfRecord","idigbio.associateDeterminedBy","inhs.juv_females","dwc.verbatimCoordinateSystem"
"511",NA,NA,"",NA,"USA",NA,NA,NA,NA,NA,"Holothuria occidentalis","","09/08/2014",NA,NA,NA,NA,"2014-09-12T18:46:29.362Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"","7E715A8A-4843-4860-9E9B-809096EB571F","FFS-2002-30",NA,"Ludwig",NA,NA,"","",NA,NA,NA,NA,"","","72fe8e8c-8870-4dd8-94a9-afd9920ff365",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,NA,"",NA,NA,"",NA,NA,"","Invertebrate Zoology",NA,NA,"occidentalis",NA,NA,"",25.3673333333333,"caa6dd8b44d81ffb57e10da3a8b615b4190accbf",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,-83.9966666666667,NA,"","Holothuroidea",NA,"","",NA,NA,"","3632-Echinodermata",NA,"",NA,6,"","Holothuriidae",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"","Florida","Holothuria",NA,NA,"",24,"Snelson, B.",NA,NA,NA,"",2002,NA,NA,"",NA,"",NA,"72fe8e8c-8870-4dd8-94a9-afd9920ff365",NA,NA,"",NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,NA,""
"550",NA,NA,"",NA,"USA",NA,NA,NA,NA,NA,"Holothuria occidentalis","","09/08/2014",NA,NA,NA,NA,"2014-09-12T18:24:21.300Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"","018FC473-9565-4F25-94D0-AD9EAB7FA8A7","FFS-2002-15",NA,"Ludwig",NA,NA,"","",NA,NA,NA,NA,"","","bcca1dfc-4b7b-4875-b950-6a61274909ec",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,NA,"",NA,NA,"",NA,NA,"","Invertebrate Zoology",NA,NA,"occidentalis",NA,NA,"",25.0455,"3f3b338c82945f79cbf900b4aedc3850852673ac",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,-83.7903333333333,NA,"","Holothuroidea",NA,"","",NA,NA,"","3637-Echinodermata",NA,"",NA,6,"","Holothuriidae",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"","Florida","Holothuria",NA,NA,"",22,"Snelson, B.",NA,NA,NA,"",2002,NA,NA,"",NA,"",NA,"bcca1dfc-4b7b-4875-b950-6a61274909ec",NA,NA,"",NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,NA,""
