"","dwc.taxonRemarks","idigbio.associateDeterminedBy","dwc.recordedBy","inhs.total_females","dwc.locationRemarks","dwc.startDayOfYear","idigbio.subgenus","dwc.footprintWKT","dwc.verbatimCoordinateSystem","dwc.day","inhs.locationTrs","dcterms.reference","dwc.waterBody","idigbio.recordIds","dwc.nomenclaturalCode","dwc.collectionID","dwc.county","dwc.georeferenceSources","dwc.georeferenceRemarks","dwc.family","dwc.dateIdentified","dwc.phylum","symbiota.verbatimScientificName","dwc.minimumElevationInMeters","row.number","dwc.coordinatePrecision","dwc.coordinateUncertaintyInMeters","idigbio.dateModified","dwc.associatedOccurrences","inhs.instars_Male","dwc.habitat","dwc.earliestEraOrLowestErathem","dwc.maximumDepthInMeters","dwc.infraspecificEpithet","dwc.lithostratigraphicTerms","dwc.georeferencedBy","idigbio.createdBy","idigbio.associatedRelationship","dwc.eventRemarks","idigbio.hostFamily","dwc.group","dwc.earliestEpochOrLowestSeries","dwc.identificationRemarks","dwc.relatedResourceID","dwc.fieldNotes","idigbio.associateCondition","dwc.order","idigbio.preparationCount","inhs.juv_undetermined","dwc.accessRights","dwc.institutionCode","dwc.dataGeneralizations","idigbio.preservative","dwc.scientificNameID","idigbio.associateAuthor","idigbio.recordId","dwc.originalNameUsage","dwc.verbatimElevation","idigbio.substrate","dwc.verbatimTaxonRank","dwc.lifeStage","dwc.earliestAgeOrLowestStage","dwc.bed","symbiotaverbatimScientificName","dwc.continent","dwc.taxonID","dwc.georeferenceVerificationStatus","dwc.identificationQualifier","inhs.vouchered","inhs.instars_Female","inhs.juv_males","dwc.taxonRank","dwc.month","idigbio.recordID","dwc.member","idigbio.etag","dwc.latestPeriodOrHighestSystem","dcterms.rights","dwc.samplingProtocol","dwc.geodeticDatum","dwc.samplingEffort","dwc.VerbatimEventDate","dwc.earliestPeriodOrLowestSystem","inhs.formII_females","dwc.dynamicProperties","dwc.datasetID","idigbio.barcodeValue","dwc.verbatimCoordinates","dwc.associatedReferences","dwc.georeferencedDate","dcterms.type","dwc.rights","dwc.country","dwc.disposition","dwc.endDayOfYear","dwc.fieldNumber","dwc.identificationID","idigbio.associateIdentifier","dwc.genus","dwc.eventTime","inhs.formI_males","dcterms.accessRights","dcterms.modified","dwc.nomenclaturalStatus","dwc.associatedSequences","fcc.superfamily","inhs.dead","dwc.collectionCode","dwc.preparation","dwc.occurrenceRemarks","dwc.subgenus","dwc.verbatimLongitude","dwc.occurrenceStatus","dwc.stateProvince","dwc.sex","dwc.verbatimEventDate","dwc.identificationVerificationStatus","dwc.reproductiveCondition","inhs.location_Stream","dwc.rightsHolder","idigbio.associateRelationship","dwc.higherClassification","idigbio.associateNotes","dwc.individualCount","idigbio.version","inhs.relic","dwc.datasetName","dwc.decimalLatitude","dwc.lowestBiostratigraphicZone","id","inhs.formII_males","dwc.latestAgeOrHighestStage","dcterms.references","dwc.countryCode","idigbio.determinationHistory","dwc.namePublishedIn","dwc.catalogNumber","dwc.nameAccordingTo","fcc.datePicked","dwc.formation","dwc.ownerInstitutionCode","idigbio.subfamily","dwc.identificationReferences","http...symbiota.org.terms.verbatimScientificName","inhs.live","dwc.institutionID","dwc.associatedTaxa","dwc.verbatimLatitude","dwc.year","dwc.establishmentMeans","dcterms.source","idigbio.uuid","dwc.latestEraOrHighestErathem","inhs.superfamily","dwc.verbatimSRS","dwc.georeferenceProtocol","dwc.namePublishedInID","dwc.scientificNameAuthorship","dwc.municipality","dwc.locationID","dwc.specificEpithet","dwc.eventID","fcc.subfamily","inhs.juv_females","dwc.class","dwc.vernacularName","dwc.verbatimDepth","inhs.location_Basin","inhs.total_Males","dwc.maximumElevationInMeters","dwc.occurrenceID","dwc.locality","dwc.preparations","dwc.individualID","dwc.identifiedBy","dwc.associatedMedia","dwc.behavior","dwc.previousIdentifications","idigbio.associatedFamily","dwc.eventDate","dwc.minimumDepthInMeters","dwc.recordNumber","dwc.locationAccordingTo","dcterms.language","dwc.otherCatalogNumbers","dwc.latestEpochOrHighestSeries","dwc.basisOfRecord","idigbio.tribe","dcterms.bibliographicCitation","dwc.scientificName","dwc.decimalLongitude","dwc.informationWithheld","dwc.kingdom","idigbio.associateCommonName","fcc.pickedBy","dwc.verbatimLocality","inhs.location_RiverMile","dwc.islandGroup","dwc.higherGeography","dcterms.rightsHolder","idigbio.endangeredStatus","dwc.island","dwc.typeStatus"
"1288",NA,NA,"François Michonneau, Masami Obuchi",NA,"",NA,NA,NA,"",7,NA,NA,"",NA,"",NA,"Okinawa","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T17:09:16.626Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"98edcd559b6392aa441f581671a562fa156238d6",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Ryukyus","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.444199,NA,"8e028d5d-6dbd-4604-9588-5e9e8db01c07",NA,NA,"",NA,NA,NA,"10926-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2011,NA,NA,"8e028d5d-6dbd-4604-9588-5e9e8db01c07",NA,NA,NA,"",NA,"Lesson",NA,"FMOK11-St-17","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"8B66CB16-E4E7-4D37-8DF0-9969F4707C12","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.772746,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1302",NA,NA,"Kris Netchy & Alex Kerr",NA,"",NA,NA,NA,"",26,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T16:49:38.852Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"3708c868ed29ab3c9d66b444f2637d24001aa277",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Philippines","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Negros Oriental","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"d44dec19-bcc8-42e2-a7fe-bc3827a30028",NA,NA,"",NA,NA,NA,"5649-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2006,NA,NA,"d44dec19-bcc8-42e2-a7fe-bc3827a30028",NA,NA,NA,"",NA,"Lesson",NA,"SEMP-08","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"CCCCF8A0-41D8-4AFB-96AD-7DC63A6980C3","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",NA,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1323",NA,NA,"Nat Evans, Francois Michonneau, Tom Schils, Amanda Devilliers, Daisuke Uyeno",NA,"",NA,NA,NA,"",2,NA,NA,"",NA,"",NA,"Okinawa Island","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T09:30:17.192Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"6607ec61d3a3fe6fa804020a409b105387ab8245",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Okinawa Prefecture","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.503497,NA,"c0643cd3-ae36-4d5d-a9c7-7edde993be91",NA,NA,"",NA,NA,NA,"10443-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2010,NA,NA,"c0643cd3-ae36-4d5d-a9c7-7edde993be91",NA,NA,NA,"",NA,"Lesson",NA,"GUOK10-St-056","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"FE580E08-4432-47E1-8E0F-D124FED69A32","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.843537,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1335",NA,NA,"François Michonneau",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T09:45:11.560Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"1fb83c968e48db242029bc9ba09242b43f5521a2",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Australia","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Western Australia","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-22.40793,NA,"4e9fc65a-37b2-4ee6-94cb-f9a1fdfc4f0b",NA,NA,"",NA,NA,NA,"9631-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2009,NA,NA,"4e9fc65a-37b2-4ee6-94cb-f9a1fdfc4f0b",NA,NA,NA,"",NA,"Lesson",NA,"NIN09-St-101","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"323569FE-797C-4611-B7B6-8FF9874A2AB6","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",113.7073,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1336",NA,NA,"Nathaniel Evans",NA,"",NA,NA,NA,"",8,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T09:52:14.704Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"96f650bca237c6410772c30ea05ac0e6c394a5a3",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"France","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"New Caledonia","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-19.09862,NA,"0fa20beb-bd76-4183-963f-25e28d9acce3",NA,NA,"",NA,NA,NA,"15844-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2013,NA,NA,"0fa20beb-bd76-4183-963f-25e28d9acce3",NA,NA,NA,"",NA,"Lesson",NA,"LOF30","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"FBEA90D9-F551-4A04-A6B5-1DA31AD45B30","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",163.55931,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1341",NA,NA,"Sun Kim",NA,"",NA,NA,NA,"",23,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T10:06:15.210Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"d7d3c0c0745db8c891059f6c4e6df96c13225e86",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"USA","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Wake Island","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,19.3,NA,"0c8afb00-6ab1-4335-919d-b87b4b044f84",NA,NA,"",NA,NA,NA,"11513-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2009,NA,NA,"0c8afb00-6ab1-4335-919d-b87b4b044f84",NA,NA,NA,"",NA,"Lesson",NA,"Kim-WAK-St-04","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"286AA649-6BDB-4DB9-A880-19CA794944C3","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",166.7,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1342",NA,NA,"Yoshihisa Fujita, Daisuke Uyeno, Yoshida Ryuta",NA,"",NA,NA,NA,"",14,NA,NA,"",NA,"",NA,"Okinawa","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T10:07:44.162Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"ac79282b232f7a5dad9da143ecc217d718351435",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Ryukyus","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.444199,NA,"01faef6f-8a42-4393-83af-0e41c40112b5",NA,NA,"",NA,NA,NA,"10975-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2011,NA,NA,"01faef6f-8a42-4393-83af-0e41c40112b5",NA,NA,NA,"",NA,"Lesson",NA,"FMOK11-St-21","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"95D0D49B-658B-425B-AE42-02D51FFF25A7","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.772746,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1343",NA,NA,"John Starmer",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"Saipan Island","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T10:08:53.064Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cc7e4aec7f6cf361dd45e4f9ec16c50bdb7d8b47",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Northern Mariana Islands","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,15.2,NA,"b7192fc2-6d5c-40c5-9684-14e61c816c8b",NA,NA,"",NA,NA,NA,"12532-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"b7192fc2-6d5c-40c5-9684-14e61c816c8b",NA,NA,NA,"",NA,"Lesson",NA,"Starmer-Saipan","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"6971A007-3DBE-4B1D-84AE-03EE50301271","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",145.7,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1375",NA,NA,"Bonito, V.",NA,"",NA,NA,NA,"",23,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T11:40:11.293Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"d8dbeb7f612f0cdfe73454e1408bb59b2711a85d",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"USA","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Wake Island","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,19.27117,NA,"4826fdcd-5de2-4b82-a109-d3619727a4c2",NA,NA,"",NA,NA,NA,"4498-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2005,NA,NA,"4826fdcd-5de2-4b82-a109-d3619727a4c2",NA,NA,NA,"",NA,"Lesson",NA,"Bonito-Wake-09","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"9825A01A-A7EE-4935-A08C-B4B9DD6029F6","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",166.65115,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1395",NA,NA,"François Michonneau, Masami Obuchi",NA,"",NA,NA,NA,"",7,NA,NA,"",NA,"",NA,"Okinawa","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T12:11:36.902Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"e29e08c253b8bf536cc796ce2f225b58272a8e72",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Ryukyus","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.444199,NA,"fbb7a7b3-c45a-4056-abb6-6e7ee566c84d",NA,NA,"",NA,NA,NA,"10925-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2011,NA,NA,"fbb7a7b3-c45a-4056-abb6-6e7ee566c84d",NA,NA,NA,"",NA,"Lesson",NA,"FMOK11-St-17","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"89898DF2-C61B-4F67-B58D-82E729D619EC","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.772746,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1402",NA,NA,"Baptiste Faure, Richard Ibik, Rachel James, Cia-Wei Lin",NA,"",NA,NA,NA,"",11,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T12:21:54.415Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"0d17ba1c6c2515d9d7e800fd823c01b958e1e50f",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Papua New Guinea","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Madang Province","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-5.197267,NA,"6dd54592-30b8-499f-905e-c1c7aa6e982b",NA,NA,"",NA,NA,NA,"14587-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2012,NA,NA,"6dd54592-30b8-499f-905e-c1c7aa6e982b",NA,NA,NA,"",NA,"Lesson",NA,"PB12","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"96ADC37F-0CD0-4353-A8A6-6B97405B778E","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",145.814011,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1410",NA,NA,"John Starmer",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"Maug Islands","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T14:02:05.228Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e6190b792333afe1bc910c3fb796a01eeb31241a",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Northern Mariana Islands","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Mariana Islands","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,20.03,NA,"1aaa4d8a-00bd-48c9-a049-96d821c15100",NA,NA,"",NA,NA,NA,"13156-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",1999,NA,NA,"1aaa4d8a-00bd-48c9-a049-96d821c15100",NA,NA,NA,"",NA,"Lesson",NA,"MAUG-06","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"9AF97669-BB63-4B6A-8D89-BB586049E3A1","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",145.23,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1415",NA,NA,"David Lane et al.",NA,"",NA,NA,NA,"",13,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T14:14:45.648Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"9d0150487df9e2593682c47c2512801ac90c642c",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Vanuatu","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Sanma Province","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"e54b871a-9960-42c5-a361-5c58be80e72c",NA,NA,"",NA,NA,NA,"5573-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2006,NA,NA,"e54b871a-9960-42c5-a361-5c58be80e72c",NA,NA,NA,"",NA,"Lesson",NA,"Vanuatu-001","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"4CA1D5E4-3910-478D-9216-B8BCC61FD268","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",NA,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1423",NA,NA,"Ron Clouse, Daniel Janies",NA,"",NA,NA,NA,"",26,NA,NA,"",NA,"",NA,"Yap Island","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T14:50:56.671Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"b88e599e34597b6792007f47e027e6e53adec828",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Federated States of Micronesia","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Caroline Islands","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"feec8988-c456-46ca-95a5-ba5fed83e930",NA,NA,"",NA,NA,NA,"13362-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2002,NA,NA,"feec8988-c456-46ca-95a5-ba5fed83e930",NA,NA,NA,"",NA,"Lesson",NA,"Clouse-2002-Wanyan","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"BFFB446B-A6DA-4451-94D0-AF61E0DA7960","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",NA,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
