"","dwc.taxonRemarks","idigbio.associateDeterminedBy","dwc.recordedBy","inhs.total_females","dwc.locationRemarks","dwc.startDayOfYear","idigbio.subgenus","dwc.footprintWKT","dwc.verbatimCoordinateSystem","dwc.day","inhs.locationTrs","dcterms.reference","dwc.waterBody","idigbio.recordIds","dwc.nomenclaturalCode","dwc.collectionID","dwc.county","dwc.georeferenceSources","dwc.georeferenceRemarks","dwc.family","dwc.dateIdentified","dwc.phylum","symbiota.verbatimScientificName","dwc.minimumElevationInMeters","row.number","dwc.coordinatePrecision","dwc.coordinateUncertaintyInMeters","idigbio.dateModified","dwc.associatedOccurrences","inhs.instars_Male","dwc.habitat","dwc.earliestEraOrLowestErathem","dwc.maximumDepthInMeters","dwc.infraspecificEpithet","dwc.lithostratigraphicTerms","dwc.georeferencedBy","idigbio.createdBy","idigbio.associatedRelationship","dwc.eventRemarks","idigbio.hostFamily","dwc.group","dwc.earliestEpochOrLowestSeries","dwc.identificationRemarks","dwc.relatedResourceID","dwc.fieldNotes","idigbio.associateCondition","dwc.order","idigbio.preparationCount","inhs.juv_undetermined","dwc.accessRights","dwc.institutionCode","dwc.dataGeneralizations","idigbio.preservative","dwc.scientificNameID","idigbio.associateAuthor","idigbio.recordId","dwc.originalNameUsage","dwc.verbatimElevation","idigbio.substrate","dwc.verbatimTaxonRank","dwc.lifeStage","dwc.earliestAgeOrLowestStage","dwc.bed","symbiotaverbatimScientificName","dwc.continent","dwc.taxonID","dwc.georeferenceVerificationStatus","dwc.identificationQualifier","inhs.vouchered","inhs.instars_Female","inhs.juv_males","dwc.taxonRank","dwc.month","idigbio.recordID","dwc.member","idigbio.etag","dwc.latestPeriodOrHighestSystem","dcterms.rights","dwc.samplingProtocol","dwc.geodeticDatum","dwc.samplingEffort","dwc.VerbatimEventDate","dwc.earliestPeriodOrLowestSystem","inhs.formII_females","dwc.dynamicProperties","dwc.datasetID","idigbio.barcodeValue","dwc.verbatimCoordinates","dwc.associatedReferences","dwc.georeferencedDate","dcterms.type","dwc.rights","dwc.country","dwc.disposition","dwc.endDayOfYear","dwc.fieldNumber","dwc.identificationID","idigbio.associateIdentifier","dwc.genus","dwc.eventTime","inhs.formI_males","dcterms.accessRights","dcterms.modified","dwc.nomenclaturalStatus","dwc.associatedSequences","fcc.superfamily","inhs.dead","dwc.collectionCode","dwc.preparation","dwc.occurrenceRemarks","dwc.subgenus","dwc.verbatimLongitude","dwc.occurrenceStatus","dwc.stateProvince","dwc.sex","dwc.verbatimEventDate","dwc.identificationVerificationStatus","dwc.reproductiveCondition","inhs.location_Stream","dwc.rightsHolder","idigbio.associateRelationship","dwc.higherClassification","idigbio.associateNotes","dwc.individualCount","idigbio.version","inhs.relic","dwc.datasetName","dwc.decimalLatitude","dwc.lowestBiostratigraphicZone","id","inhs.formII_males","dwc.latestAgeOrHighestStage","dcterms.references","dwc.countryCode","idigbio.determinationHistory","dwc.namePublishedIn","dwc.catalogNumber","dwc.nameAccordingTo","fcc.datePicked","dwc.formation","dwc.ownerInstitutionCode","idigbio.subfamily","dwc.identificationReferences","http...symbiota.org.terms.verbatimScientificName","inhs.live","dwc.institutionID","dwc.associatedTaxa","dwc.verbatimLatitude","dwc.year","dwc.establishmentMeans","dcterms.source","idigbio.uuid","dwc.latestEraOrHighestErathem","inhs.superfamily","dwc.verbatimSRS","dwc.georeferenceProtocol","dwc.namePublishedInID","dwc.scientificNameAuthorship","dwc.municipality","dwc.locationID","dwc.specificEpithet","dwc.eventID","fcc.subfamily","inhs.juv_females","dwc.class","dwc.vernacularName","dwc.verbatimDepth","inhs.location_Basin","inhs.total_Males","dwc.maximumElevationInMeters","dwc.occurrenceID","dwc.locality","dwc.preparations","dwc.individualID","dwc.identifiedBy","dwc.associatedMedia","dwc.behavior","dwc.previousIdentifications","idigbio.associatedFamily","dwc.eventDate","dwc.minimumDepthInMeters","dwc.recordNumber","dwc.locationAccordingTo","dcterms.language","dwc.otherCatalogNumbers","dwc.latestEpochOrHighestSeries","dwc.basisOfRecord","idigbio.tribe","dcterms.bibliographicCitation","dwc.scientificName","dwc.decimalLongitude","dwc.informationWithheld","dwc.kingdom","idigbio.associateCommonName","fcc.pickedBy","dwc.verbatimLocality","inhs.location_RiverMile","dwc.islandGroup","dwc.higherGeography","dcterms.rightsHolder","idigbio.endangeredStatus","dwc.island","dwc.typeStatus"
"969",NA,NA,"Cat Brunson",NA,"",NA,NA,NA,"",25,NA,NA,"",NA,"",NA,"Guam Island","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T11:02:46.278Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,"33611e7e5ee5b187d4d70782cabf0cc1ad4f815b",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"USA","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Mariana Islands","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,13.5,NA,"71068a12-dc2b-4df4-a984-91797dda6652",NA,NA,"",NA,NA,NA,"13372-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2011,NA,NA,"71068a12-dc2b-4df4-a984-91797dda6652",NA,NA,NA,"",NA,"Lesson",NA,"Kerr-023","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"362E60BC-BC44-45E9-86D6-35773007CABE","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",144.8,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"998",NA,NA,"Line Le Gall, Cecile Debitus, Anthony Berberian, Pierre Laboutte",NA,"",NA,NA,NA,"",22,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T09:07:04.168Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"37c4e7036cb90c7893777ce2d0d4d136c0a7f340",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Papua New Guinea","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Madang Province","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-5.049467,NA,"dc6d090f-ddfc-4adc-93e9-d67db32638b6",NA,NA,"",NA,NA,NA,"14870-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2012,NA,NA,"dc6d090f-ddfc-4adc-93e9-d67db32638b6",NA,NA,NA,"",NA,"Lesson",NA,"PR79","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"E7AE7D6D-585A-4230-824D-3BE3C66D63A7","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",145.809769,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1003",NA,NA,"Arthur Anker, Patrick Norby, Gustav Paulay",NA,"",NA,NA,NA,"",10,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T09:18:17.411Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"bb2100ccdbd57ab0dc7479c51b5b60e79d755e57",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Saudi Arabia","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,16.79097,NA,"0c9bbfac-e0fc-474d-93fa-077c75ac4199",NA,NA,"",NA,NA,NA,"13988-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2013,NA,NA,"0c9bbfac-e0fc-474d-93fa-077c75ac4199",NA,NA,NA,"",NA,"Lesson",NA,"SAFA-023","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"8ED1E30F-404C-404E-9893-B3EB28FBF5EC","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",42.19865,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1037",NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"Oahu Island","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T10:14:15.444Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,"8eb7b9e48f08879951818a32618790c43d5349d9",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"USA","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Hawaiian Islands","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,21.46278,NA,"dfd156a2-d6d5-44de-a115-caace5e9bf21",NA,NA,"",NA,NA,NA,"11089-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2006,NA,NA,"dfd156a2-d6d5-44de-a115-caace5e9bf21",NA,NA,NA,"",NA,"Lesson",NA,"ZZZ-091845","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"C36BBD6F-4C15-4775-86E9-BE911E2C97AB","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",-157.81028,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1046",NA,NA,"François Michonneau, Masami Obuchi",NA,"",NA,NA,NA,"",7,NA,NA,"",NA,"",NA,"Okinawa","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T18:09:25.866Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"612d393be1d38ad33636ca36d296d2ddea73b6e5",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Ryukyus","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.32577,NA,"996edfd1-b338-4995-aa42-513c5a6956c8",NA,NA,"",NA,NA,NA,"10917-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2011,NA,NA,"996edfd1-b338-4995-aa42-513c5a6956c8",NA,NA,NA,"",NA,"Lesson",NA,"FMOK11-St-16","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"B3A7BD8B-14D9-4A65-AB23-96AF0A6CE30D","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.744874,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1049",NA,NA,"Philippe Archambault, Laure Corbari, Jacques Grall, Cindy Grant, Claude Payri, Selma Pomalak, Anders Waren, François Michonneau, Paula Martin-Lefevre, Delson Opos",NA,"",NA,NA,NA,"",26,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T16:38:23.434Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"08cfacbd2e52343515048c223f08bcddd49a1434",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Papua New Guinea","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Madang Province","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-5.195717,NA,"41e002bf-7377-48e7-b6c8-4a03be6a807f",NA,NA,"",NA,NA,NA,"14931-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2012,NA,NA,"41e002bf-7377-48e7-b6c8-4a03be6a807f",NA,NA,NA,"",NA,"Lesson",NA,"CP3949","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"70624805-F087-488D-B965-15DF6861028A","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",145.84671,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1084",NA,NA,"Paulay, G. & Kinjo",NA,"",NA,NA,NA,"",8,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T15:57:51.964Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"d8102c4905ee85f444358981912d4d0d56fe8579",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Okinawa","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.7391666666667,NA,"cd14168d-30bb-4789-be73-8ad734c4f902",NA,NA,"",NA,NA,NA,"3882-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2004,NA,NA,"cd14168d-30bb-4789-be73-8ad734c4f902",NA,NA,NA,"",NA,"Lesson",NA,"GP-Loc-799","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"B04FFEE1-EFF3-434E-ABB2-1C68EA32825D","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.810083333333,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1091",NA,NA,"Paulay, G. & Claereboudt, M.",NA,"",NA,NA,NA,"",9,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T17:59:58.763Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"caa1a131babb9bd92b239e049eabdffd702da103",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Oman","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,23.6208333333333,NA,"b51650a7-76a0-4edd-99e9-856af339f19c",NA,NA,"",NA,NA,NA,"2065-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2004,NA,NA,"b51650a7-76a0-4edd-99e9-856af339f19c",NA,NA,NA,"",NA,"Lesson",NA,"GP-Loc-777","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"FF053951-924B-4ED9-97A5-3BD7E94B9581","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",58.6002777777778,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1115",NA,NA,"François Michonneau, Masami Obuchi",NA,"",NA,NA,NA,"",7,NA,NA,"",NA,"",NA,"Okinawa","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T18:03:36.234Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"f8539aed3bc959d9c2160d823ef772c9b061f774",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Ryukyus","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.32577,NA,"ddb7fea5-f316-45ae-b353-e5fc9d18e8c9",NA,NA,"",NA,NA,NA,"10931-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2011,NA,NA,"ddb7fea5-f316-45ae-b353-e5fc9d18e8c9",NA,NA,NA,"",NA,"Lesson",NA,"FMOK11-St-16","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"F60A46D9-5143-4A2D-8380-FE82077AC382","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.744874,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1156",NA,NA,"François Michonneau & Sun Kim",NA,"",NA,NA,NA,"",4,NA,NA,"",NA,"",NA,"Majuro Atoll","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T14:06:10.389Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"bc4c59abba12b21b4e9504fcd3c295ef40129160",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Republic of the Marshall Islands","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Marshall Islands","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,7.08709,NA,"bbc042a3-bca6-4ab7-a9fb-e67971640bc1",NA,NA,"",NA,NA,NA,"9028-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2008,NA,NA,"bbc042a3-bca6-4ab7-a9fb-e67971640bc1",NA,NA,NA,"",NA,"Lesson",NA,"FM-St-MAJ08-03","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"E1729A1E-909C-46A1-8474-DB5C0C623FDD","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",171.37581,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1180",NA,NA,"C. Piotrowski and R. Van Syoc",NA,"sand, stony coral",262,NA,NA,"",19,NA,NA,"",NA,"",NA,"","","","Holothuriidae","2006-09-19 00:00:00.0","ECHINODERMATA",NA,NA,NA,NA,NA,"2014-03-20T20:15:35.065Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"CAS Palmyra Expedition 2006",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"CAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,"67d524c1c415f72bc23e3c59a777adceb14d5063",NA,NA,"SCUBA","",NA,NA,NA,NA,"",NA,NA,"5° 52.291' N, 162° 6.409' W","",NA,"PhysicalObject",NA,"","",NA,"CP-38",NA,NA,"Holothuria",NA,NA,NA,"",NA,NA,NA,NA,"IZ",NA,NA,NA,"162°6.409'W",NA,"","","19 Sep 2006","",NA,NA,NA,NA,"Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae",NA,1,NA,NA,NA,5.8715167,NA,"eb9b6967-2bb2-46b6-995b-d1332c492e17",NA,NA,"",NA,NA,NA,"174575.0",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"5°52.291'N",2006,NA,NA,"eb9b6967-2bb2-46b6-995b-d1332c492e17",NA,NA,NA,"",NA,"Lesson, 1830",NA,"","edulis",NA,NA,NA,"",NA,"",NA,NA,NA,"urn:catalog:CAS:IZ:174575","kayak buoy off Sand Island at night","75% EtOH",NA,"C. Piotrowski","",NA,NA,NA,"2006-09-19 00:00:00.0",NA,"",NA,"en","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",-162.1068167,NA,"Animalia",NA,NA,NA,NA,NA,"PACIFIC OCEAN: Line Islands: Palmyra Atoll: Penguin Spit","",NA,NA,""
"1255",NA,NA,"Arthur Anker, Patrick Norby, Gustav Paulay",NA,"",NA,NA,NA,"",9,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T13:35:29.247Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"805fb722de74a7f86affe1008fc9e7e5d7785501",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Saudi Arabia","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,16.4892,NA,"535ba09a-06b6-4a48-a2fc-609e222de0f9",NA,NA,"",NA,NA,NA,"13971-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2013,NA,NA,"535ba09a-06b6-4a48-a2fc-609e222de0f9",NA,NA,NA,"",NA,"Lesson",NA,"SAFA-019","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"BED9F209-AF21-47E8-9862-FA21652D0146","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",41.94432,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1267",NA,NA,"Sun Kim",NA,"",NA,NA,NA,"",23,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T16:16:40.530Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"561c40d8177f9a84b23c8b1432f45f36ab2d7058",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"USA","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Wake Island","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,19.3,NA,"c1c3e9a0-9ca7-435c-b624-fd94f27bd276",NA,NA,"",NA,NA,NA,"11509-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2009,NA,NA,"c1c3e9a0-9ca7-435c-b624-fd94f27bd276",NA,NA,NA,"",NA,"Lesson",NA,"Kim-WAK-St-04","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"F5DE7C62-C061-4015-A1CC-45DA7E58A232","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",166.7,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1269",NA,NA,"Fredrik Leliaert, Xavier Desmier, Vanessa Knutson, François Michonneau, Eric Pante",NA,"",NA,NA,NA,"",30,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T18:39:44.495Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"a00171a9352d2c320f2ff439ae1ae71d71021be3",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Papua New Guinea","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Madang Province","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-5.151,NA,"9a11b03d-e928-4158-9ed0-33e00bf5e8a6",NA,NA,"",NA,NA,NA,"15015-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2012,NA,NA,"9a11b03d-e928-4158-9ed0-33e00bf5e8a6",NA,NA,NA,"",NA,"Lesson",NA,"PR136","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"2261B6D0-688E-4A58-B29E-685789AE4EAF","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",145.818665,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
