"","idigbio.associatedRelationship","idigbio.determinationHistory","dwc.scientificNameAuthorship","dwc.scientificNameID","dwc.identificationVerificationStatus","dcterms.reference","dwc.typeStatus","inhs.location_Stream","dwc.verbatimLongitude","dcterms.rights","dwc.collectionCode","idigbio.associateAuthor","dwc.verbatimCoordinateSystem","dwc.countryCode","dwc.verbatimLocality","dwc.originalNameUsage","dwc.locationAccordingTo","fcc.superfamily","dwc.collectionID","dwc.associatedSequences","inhs.formII_males","dwc.earliestEraOrLowestErathem","dwc.bed","dwc.country","dwc.institutionID","idigbio.preservative","dcterms.accessRights","dwc.endDayOfYear","dwc.taxonRemarks","idigbio.createdBy","dwc.identificationQualifier","dcterms.modified","dwc.verbatimLatitude","dwc.group","inhs.instars_Male","dwc.georeferenceProtocol","dwc.occurrenceID","dwc.associatedMedia","dwc.continent","inhs.superfamily","dwc.establishmentMeans","idigbio.uuid","idigbio.associateNotes","dwc.rightsHolder","dwc.occurrenceRemarks","dwc.verbatimSRS","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","dwc.preparation","dwc.ownerInstitutionCode","dwc.lowestBiostratigraphicZone","dwc.class","dwc.occurrenceStatus","dwc.catalogNumber","dwc.informationWithheld","fcc.pickedBy","idigbio.preparationCount","dwc.kingdom","dwc.verbatimDepth","dwc.associatedOccurrences","dwc.taxonID","dcterms.source","idigbio.endangeredStatus","symbiotaverbatimScientificName","idigbio.version","dwc.coordinatePrecision","dwc.day","fcc.subfamily","dwc.municipality","dwc.month","dwc.lifeStage","dwc.county","row.number","dwc.nomenclaturalStatus","dwc.phylum","dwc.specificEpithet","dwc.locality","dwc.islandGroup","dwc.geodeticDatum","dwc.genus","dwc.latestEpochOrHighestSeries","inhs.location_Basin","dwc.family","dwc.island","dwc.nameAccordingTo","dwc.minimumDepthInMeters","dwc.earliestPeriodOrLowestSystem","idigbio.associateCondition","dwc.samplingEffort","dwc.associatedTaxa","dwc.higherGeography","dwc.formation","idigbio.associateCommonName","inhs.live","dcterms.bibliographicCitation","idigbio.subgenus","dwc.dataGeneralizations","dwc.identifiedBy","inhs.locationTrs","dwc.earliestAgeOrLowestStage","dwc.associatedReferences","dwc.eventTime","dwc.georeferenceRemarks","dwc.habitat","idigbio.dateModified","dwc.namePublishedIn","dwc.verbatimCoordinates","dwc.previousIdentifications","dwc.identificationReferences","idigbio.subfamily","idigbio.recordID","inhs.location_RiverMile","dwc.preparations","idigbio.hostFamily","id","dwc.scientificName","inhs.juv_females","dwc.vernacularName","dwc.locationID","inhs.formII_females","dwc.behavior","dwc.latestAgeOrHighestStage","dwc.sex","dwc.relatedResourceID","inhs.relic","dwc.identificationRemarks","dwc.reproductiveCondition","dwc.verbatimElevation","dwc.startDayOfYear","dwc.basisOfRecord","dwc.georeferenceSources","idigbio.associateDeterminedBy","dwc.maximumElevationInMeters","dwc.locationRemarks","idigbio.associateRelationship","inhs.dead","dwc.individualID","dwc.waterBody","dwc.eventRemarks","dwc.decimalLatitude","dwc.fieldNotes","dwc.eventDate","dwc.coordinateUncertaintyInMeters","idigbio.etag","symbiota.verbatimScientificName","dwc.samplingProtocol","inhs.vouchered","dwc.georeferencedDate","inhs.total_Males","dwc.stateProvince","idigbio.substrate","dwc.disposition","idigbio.recordIds","dwc.recordedBy","idigbio.tribe","dwc.latestPeriodOrHighestSystem","dcterms.references","idigbio.associatedFamily","fcc.datePicked","dwc.accessRights","idigbio.recordId","dwc.eventID","dwc.lithostratigraphicTerms","dwc.nomenclaturalCode","dwc.rights","dwc.dynamicProperties","dcterms.rightsHolder","dwc.datasetID","dwc.infraspecificEpithet","dwc.minimumElevationInMeters","dwc.taxonRank","idigbio.associateIdentifier","idigbio.barcodeValue","dwc.member","inhs.instars_Female","dwc.georeferenceVerificationStatus","dwc.namePublishedInID","dwc.fieldNumber","dwc.recordNumber","dwc.higherClassification","dcterms.language","dwc.order","dwc.VerbatimEventDate","dwc.institutionCode","dwc.datasetName","dwc.individualCount","inhs.formI_males","dwc.subgenus","dwc.footprintWKT","dcterms.type","dwc.year","http...symbiota.org.terms.verbatimScientificName","inhs.juv_males","dwc.earliestEpochOrLowestSeries","inhs.total_females","dwc.otherCatalogNumbers","dwc.identificationID","dwc.verbatimTaxonRank","dwc.maximumDepthInMeters","dwc.georeferencedBy","dwc.decimalLongitude","dwc.dateIdentified","inhs.juv_undetermined"
"1373",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","567BC80D-5014-4F90-92CF-AAD486B08DB1","","",NA,NA,"d3bea166-6409-49f9-b4fd-a748b8b7d65b",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"996-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,16,NA,NA,5,NA,"Maui Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T11:36:28.338Z",NA,"",NA,NA,NA,NA,NA,"",NA,"d3bea166-6409-49f9-b4fd-a748b8b7d65b","Holothuria atra",NA,NA,"ZZZ-087069",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"b6c8e79be4404ef77ac2f6e1b65d7e9ca032ad98",NA,"",NA,NA,NA,"Hawaiian Islands",NA,"",NA,"Pittman, C.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2002,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"1429",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","EEB72D7B-4939-4981-9D63-B9A446E06215","","",NA,NA,"067a3255-2c89-4242-9c1b-f8621c1503b4",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"9606-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T16:54:02.546Z",NA,"",NA,NA,NA,NA,NA,"",NA,"067a3255-2c89-4242-9c1b-f8621c1503b4","Holothuria atra",NA,NA,"NIN09-St-17",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-22.76027,NA,"",NA,"a35de140ed691541034eb9e4ded54b0292fd99bb",NA,"",NA,NA,NA,"Western Australia",NA,"",NA,"François Michonneau",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",113.6433,"",NA
"1440",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federated States of Micronesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","4F09EA2A-E503-4712-BABC-9AC90FDD2E29","","",NA,NA,"d57a37c7-e4e3-4a8f-8b70-a8a3bfa8ef73",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"11402-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,11,NA,NA,12,NA,"Yap Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T16:13:22.664Z",NA,"",NA,NA,NA,NA,NA,"",NA,"d57a37c7-e4e3-4a8f-8b70-a8a3bfa8ef73","Holothuria atra",NA,NA,"Kim-YAP-St-02",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",9.3329,NA,"",NA,"dabf1cf3320a74d2690a0c84f54faf6d20f5fa85",NA,"",NA,NA,NA,"Caroline Islands",NA,"",NA,"Sun Kim",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",138.0557,"",NA
"1469",NA,NA,"Jaeger, 1833",NA,"",NA,"",NA,"162°5.504'W",NA,"IZ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"","5°53.333'N",NA,NA,"","urn:catalog:CAS:IZ:173067","","",NA,NA,"f6f40998-d487-4db0-9006-9905ffbff858",NA,NA,NA,NA,"15 Sep 2006",NA,NA,"",NA,"",NA,"173067.0",NA,NA,NA,"Animalia","2-3 ft","",NA,NA,NA,NA,NA,NA,15,NA,NA,9,NA,"",NA,NA,"ECHINODERMATA","atra","Cooper Island, in coral rubble and spongy algal clumps on sand flat at old pier site NW of ripple wharf",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,0.6096,NA,NA,NA,NA,"PACIFIC OCEAN: Line Islands: Palmyra Atoll: West Lagoon",NA,NA,NA,NA,NA,NA,"R. Van Syoc",NA,NA,"",NA,"","Intertidal.","2014-03-20T20:27:34.375Z",NA,"5° 53.333' N, 162° 5.504' W",NA,NA,NA,NA,NA,"75% EtOH",NA,"f6f40998-d487-4db0-9006-9905ffbff858","Holothuria atra",NA,NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,258,"PreservedSpecimen","",NA,NA,"algal clumps, coral rubble",NA,NA,NA,"","CAS Palmyra Expedition 2006",5.8888833,NA,"2006-09-15 00:00:00.0",NA,"b82d511006c3d0c37c37ea50e009b853a29c8165",NA,"hand",NA,NA,NA,"",NA,"",NA,"C. Piotrowski",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"CP-28","","Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae","en","",NA,"CAS",NA,1,NA,NA,NA,"PhysicalObject",2006,NA,NA,NA,NA,"",NA,NA,0.9144,"",-162.0917333,"2006-09-15 00:00:00.0",NA
"1527",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saudi Arabia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","D58AB051-0FEB-4E0F-BE06-2AE9AC4ECD2F","","",NA,NA,"7c88953b-859d-4789-adf5-617d23cedf82",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12183-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:12:31.173Z",NA,"",NA,NA,NA,NA,NA,"",NA,"7c88953b-859d-4789-adf5-617d23cedf82","Holothuria atra",NA,NA,"DJRS-039",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",22.2740833333333,NA,"",NA,"f090c00efa013ac489090135a5591c30bad10484",NA,"",NA,NA,NA,"",NA,"",NA,"Mike Berumen, Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2012,NA,NA,NA,NA,"",NA,NA,NA,"",39.0512,"",NA
"1528",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Polynesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","8219CD5D-08C3-4586-8FCB-03FFE7F42977","","",NA,NA,"119e7904-3d8d-4af4-a3b3-ee884e41708b",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"5113-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,30,NA,NA,4,NA,"Moorea Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:14:21.228Z",NA,"",NA,NA,NA,NA,NA,"",NA,"119e7904-3d8d-4af4-a3b3-ee884e41708b","Holothuria atra",NA,NA,"MMOOR-18",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-17.533333,NA,"",NA,"b6b7114365424826a4af943db066e5590be7786d",NA,"",NA,NA,NA,"Society Islands",NA,"",NA,"Machel Malay & Esther Emmanuelli",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2006,NA,NA,NA,NA,"",NA,NA,NA,"",-149.833333,"",NA
"1560",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vanuatu","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","C40D7DBA-9B94-46B2-9000-4235124F9825","","",NA,NA,"eed2f604-a7b0-4eae-b54e-89341e8d149a",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"4328-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,8,NA,NA,1,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T10:55:07.491Z",NA,"",NA,NA,NA,NA,NA,"",NA,"eed2f604-a7b0-4eae-b54e-89341e8d149a","Holothuria atra",NA,NA,"CPM-VAN-002",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-16.5961111111111,NA,"",NA,"d92dd847f98a0e5333edda08cedd8c1c39a9eb8b",NA,"",NA,NA,NA,"Shefa Province",NA,"",NA,"Meyer, C.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2005,NA,NA,NA,NA,"",NA,NA,NA,"",168.1675,"",NA
"1638",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federated States of Micronesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","C6A317C0-07B7-4880-801B-6924730EA324","","",NA,NA,"fabde5f0-3240-4031-baeb-94af3c87926b",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"13360-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,26,NA,NA,11,NA,"Yap Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:11:33.027Z",NA,"",NA,NA,NA,NA,NA,"",NA,"fabde5f0-3240-4031-baeb-94af3c87926b","Holothuria atra",NA,NA,"Clouse-2002-Wanyan",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"4a3fe198b898fb2c55455566fadefa4b9e78406f",NA,"",NA,NA,NA,"Caroline Islands",NA,"",NA,"Ron Clouse, Daniel Janies",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2002,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"1639",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","03530435-D181-4512-9910-BDE806B51BFC","","",NA,NA,"0fbe9167-68cf-48e8-8ed0-b1690dd5da2e",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"6122-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,13,NA,NA,10,NA,"French Frigate Shoals",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:14:13.581Z",NA,"",NA,NA,NA,NA,NA,"",NA,"0fbe9167-68cf-48e8-8ed0-b1690dd5da2e","Holothuria atra",NA,NA,"FFS-0033",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",23.6662,NA,"",NA,"7ae6b59d121502b31f690da9ae19ee72b2db8d73",NA,"",NA,NA,NA,"Hawaiian Islands",NA,"",NA,"Rusty Brainard, Brian Zgliczynski, Gustav Paulay, Sea McKeon, Emmanuel Soto, Jim Maragos, Scott Godwin & John Starmer",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2006,NA,NA,NA,NA,"",NA,NA,NA,"",-166.079,"",NA
"1640",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","5E3AF8FC-69B2-439E-BD40-1BDA64BB1C77","","",NA,NA,"1a9f8288-49f6-447a-8af0-2456dcd6280c",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"4538-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,26,NA,NA,12,NA,"Oahu Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:15:07.558Z",NA,"",NA,NA,NA,NA,NA,"",NA,"1a9f8288-49f6-447a-8af0-2456dcd6280c","Holothuria atra",NA,NA,"JAS-JHAW-07",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",21.67,NA,"",NA,"8f23551f1194a0a5638072b6a3605ce2a26f811c",NA,"",NA,NA,NA,"Hawaiian Islands",NA,"",NA,"Starmer, J.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2004,NA,NA,NA,NA,"",NA,NA,NA,"",-157.93889,"",NA
"1642",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federated States of Micronesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","F69D8295-A520-48B1-8F47-5151D7DA4EAC","","",NA,NA,"471a5ff5-0c31-4a41-a456-51af6cfeb2c4",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"3301-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pohnpei Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:19:29.896Z",NA,"",NA,NA,NA,NA,NA,"",NA,"471a5ff5-0c31-4a41-a456-51af6cfeb2c4","Holothuria atra",NA,NA,"JAS-PON-088",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",7,NA,"",NA,"74ec843e8d98a52626907e03adb40d1261b8b6f5",NA,"",NA,NA,NA,"Caroline Islands",NA,"",NA,"Starmer, J.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",158.2,"",NA
"1645",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","BBA33BB6-021B-499A-BECE-9A20629F4A91","","",NA,NA,"c4b96d45-f8e5-4755-b723-f82217b747a3",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"15781-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,6,NA,NA,11,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:22:50.260Z",NA,"",NA,NA,NA,NA,NA,"",NA,"c4b96d45-f8e5-4755-b723-f82217b747a3","Holothuria atra",NA,NA,"NEST14",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-18.58507,NA,"",NA,"0f415ae7414bd5b382b6e8b05ccac3d9bad6e352",NA,"",NA,NA,NA,"New Caledonia",NA,"",NA,"Nathaniel Evans",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2013,NA,NA,NA,NA,"",NA,NA,NA,"",163.19933,"",NA
"1674",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federated States of Micronesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","CBB6693D-1C60-4587-B57B-2B2D6BA2F80E","","",NA,NA,"4124415c-29fb-4e3c-8564-c1509dd0dafd",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"3239-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pohnpei Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T18:36:17.511Z",NA,"",NA,NA,NA,NA,NA,"",NA,"4124415c-29fb-4e3c-8564-c1509dd0dafd","Holothuria atra",NA,NA,"JAS-PON-086",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",7,NA,"",NA,"36efc036021b14e6f54a486b44762ff68e5c0feb",NA,"",NA,NA,NA,"Caroline Islands",NA,"",NA,"Starmer, J.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",158.2,"",NA
"1677",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Polynesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","C20F30C4-4A5C-43CA-A59F-74BE997DDE64","","",NA,NA,"2b57229f-9912-4445-bdb7-b4b39d7fc93b",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"14087-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T18:22:35.012Z",NA,"",NA,NA,NA,NA,NA,"",NA,"2b57229f-9912-4445-bdb7-b4b39d7fc93b","Holothuria atra",NA,NA,"MQ-01",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-8.93692,NA,"",NA,"6936a8080b266cf0ce45b8b01542076d61201f2d",NA,"",NA,NA,NA,"Marquesas Islands",NA,"",NA,"John Starmer",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2012,NA,NA,NA,NA,"",NA,NA,NA,"",-140.09083,"",NA
