"","dwc.eventRemarks","dwc.decimalLongitude","dwc.decimalLatitude","inhs.locationTrs","dwc.nameAccordingTo","dwc.county","dwc.samplingProtocol","fcc.superfamily","dcterms.references","idigbio.recordId","dwc.scientificNameID","dwc.identificationID","dwc.stateProvince","dwc.recordedBy","inhs.formII_females","dwc.latestPeriodOrHighestSystem","inhs.relic","symbiota.verbatimScientificName","id","inhs.vouchered","dwc.vernacularName","idigbio.subgenus","dwc.georeferenceRemarks","dwc.associatedOccurrences","dcterms.type","dwc.nomenclaturalCode","dwc.VerbatimEventDate","dwc.geodeticDatum","dwc.institutionCode","dwc.higherGeography","dwc.verbatimElevation","idigbio.associateCommonName","dwc.coordinatePrecision","dwc.individualID","dwc.endDayOfYear","http...symbiota.org.terms.verbatimScientificName","idigbio.endangeredStatus","dwc.continent","dwc.dateIdentified","dwc.individualCount","dwc.earliestEraOrLowestErathem","dwc.associatedSequences","row.number","dwc.accessRights","dwc.georeferenceVerificationStatus","dwc.subgenus","idigbio.uuid","dwc.identificationVerificationStatus","dwc.lifeStage","idigbio.tribe","dwc.member","inhs.juv_males","dwc.municipality","dcterms.modified","dwc.earliestEpochOrLowestSeries","dwc.verbatimCoordinateSystem","fcc.pickedBy","dwc.collectionCode","dwc.latestEraOrHighestErathem","dwc.occurrenceStatus","dwc.coordinateUncertaintyInMeters","dwc.scientificNameAuthorship","inhs.juv_undetermined","dwc.datasetID","inhs.location_Stream","idigbio.associateNotes","dcterms.reference","dwc.taxonRank","idigbio.preservative","dwc.locationID","inhs.total_Males","dwc.eventTime","dwc.countryCode","inhs.live","dcterms.language","dcterms.accessRights","dcterms.source","dwc.lithostratigraphicTerms","dwc.dynamicProperties","dwc.group","inhs.dead","dcterms.rights","dwc.locationRemarks","dwc.locationAccordingTo","dwc.rightsHolder","dwc.associatedTaxa","dwc.occurrenceRemarks","dwc.associatedMedia","dwc.taxonID","inhs.instars_Male","dwc.bed","inhs.total_females","dwc.disposition","inhs.location_Basin","dwc.preparation","dwc.startDayOfYear","dwc.family","dwc.otherCatalogNumbers","dwc.associatedReferences","dwc.earliestAgeOrLowestStage","dwc.day","dwc.verbatimLatitude","dwc.maximumElevationInMeters","inhs.location_RiverMile","dwc.habitat","symbiotaverbatimScientificName","dwc.latestEpochOrHighestSeries","idigbio.createdBy","dwc.previousIdentifications","dwc.taxonRemarks","dwc.rights","dwc.ownerInstitutionCode","dwc.catalogNumber","dwc.verbatimCoordinates","idigbio.determinationHistory","dwc.lowestBiostratigraphicZone","dwc.samplingEffort","dwc.relatedResourceID","dwc.namePublishedIn","idigbio.associateCondition","idigbio.subfamily","dwc.fieldNumber","dwc.verbatimLongitude","dwc.year","dwc.verbatimEventDate","dwc.scientificName","idigbio.dateModified","dwc.earliestPeriodOrLowestSystem","dwc.minimumElevationInMeters","idigbio.etag","dwc.georeferenceProtocol","idigbio.associateDeterminedBy","dwc.country","dwc.nomenclaturalStatus","idigbio.version","dwc.collectionID","dwc.genus","dwc.originalNameUsage","idigbio.substrate","fcc.datePicked","idigbio.recordIds","dwc.locality","dwc.occurrenceID","dwc.typeStatus","dcterms.bibliographicCitation","idigbio.hostFamily","dcterms.rightsHolder","dwc.establishmentMeans","idigbio.associateAuthor","dwc.informationWithheld","inhs.formI_males","dwc.georeferencedDate","dwc.verbatimSRS","inhs.superfamily","dwc.identificationReferences","dwc.eventID","dwc.verbatimDepth","dwc.specificEpithet","dwc.formation","dwc.behavior","dwc.sex","dwc.verbatimTaxonRank","dwc.georeferencedBy","dwc.identifiedBy","idigbio.barcodeValue","idigbio.preparationCount","dwc.footprintWKT","dwc.kingdom","idigbio.recordID","dwc.infraspecificEpithet","dwc.dataGeneralizations","dwc.higherClassification","dwc.verbatimLocality","dwc.reproductiveCondition","inhs.formII_males","dwc.georeferenceSources","dwc.phylum","dwc.identificationQualifier","fcc.subfamily","dwc.datasetName","dwc.minimumDepthInMeters","dwc.class","idigbio.associateIdentifier","dwc.namePublishedInID","dwc.identificationRemarks","dwc.fieldNotes","idigbio.associatedFamily","dwc.waterBody","dwc.recordNumber","inhs.juv_females","dwc.latestAgeOrHighestStage","dwc.institutionID","dwc.order","dwc.month","dwc.basisOfRecord","dwc.maximumDepthInMeters","dwc.islandGroup","dwc.preparations","idigbio.associatedRelationship","dwc.island","idigbio.associateRelationship","dwc.eventDate","inhs.instars_Female"
"208","",168.3147,-17.7628333333333,NA,NA,"","",NA,"",NA,NA,NA,"","Francis R. Hickey",NA,NA,NA,NA,"84224832-8ab2-4b71-ae1d-b0a546299dc8",NA,NA,NA,"","","","",NA,"","FLMNH","",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"84224832-8ab2-4b71-ae1d-b0a546299dc8","",NA,NA,NA,NA,NA,"09/08/2014",NA,"",NA,"Invertebrate Zoology",NA,NA,NA,"Semper",NA,NA,NA,NA,NA,NA,NA,"FRH-001",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"Holothuriidae","","",NA,21,"",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"","10945-Echinodermata","",NA,NA,NA,NA,NA,NA,NA,"","",2011,"","Holothuria erinaceus","2014-09-12T12:37:35.040Z",NA,NA,"0b7d41a3984b1ecaba8d3a09884b7e977739ec50","",NA,"Vanuatu",NA,NA,NA,"Holothuria",NA,NA,NA,NA,"","A875376B-657C-4A15-9269-8D3611EE5B7F","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","erinaceus",NA,NA,"",NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,NA,"","",NA,NA,"","Aspidochirotida",5,"PreservedSpecimen",NA,NA,"",NA,NA,NA,"",NA
"2280","",128.060533,26.551582,NA,NA,"Okinawa","",NA,"",NA,NA,NA,"Ryukyus","François Michonneau, Masami Obuchi",NA,NA,NA,NA,"6e99c9a4-4eb5-4a68-8313-39983baf21b5",NA,NA,NA,"","","","",NA,"","FLMNH","",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"6e99c9a4-4eb5-4a68-8313-39983baf21b5","",NA,NA,NA,NA,NA,"09/08/2014",NA,"",NA,"Invertebrate Zoology",NA,NA,NA,"Semper",NA,NA,NA,NA,NA,NA,NA,"FMOK11-St-35",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"Holothuriidae","","",NA,20,"",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"","11027-Echinodermata","",NA,NA,NA,NA,NA,NA,NA,"","",2011,"","Holothuria erinaceus","2014-09-12T10:28:37.081Z",NA,NA,"fc0e02e0380f00949400db7599592cb2a553afbd","",NA,"Japan",NA,NA,NA,"Holothuria",NA,NA,NA,NA,"","F356D80D-5397-4F5B-B6A3-D47F58406839","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","erinaceus",NA,NA,"",NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,NA,"","",NA,NA,"","Aspidochirotida",5,"PreservedSpecimen",NA,NA,"",NA,NA,NA,"",NA
