"","dwc.behavior","dwc.county","idigbio.associateCommonName","dwc.country","dwc.disposition","dwc.group","dwc.lowestBiostratigraphicZone","dwc.endDayOfYear","dwc.rights","dwc.georeferenceSources","dwc.georeferencedDate","dwc.occurrenceID","idigbio.substrate","idigbio.etag","dwc.month","dcterms.modified","dwc.islandGroup","dwc.namePublishedInID","dwc.identificationRemarks","dwc.verbatimSRS","dwc.georeferenceRemarks","dwc.family","dwc.eventTime","dwc.fieldNotes","idigbio.associatedFamily","inhs.formII_males","fcc.superfamily","idigbio.dateModified","inhs.location_RiverMile","dwc.preparations","dwc.recordNumber","inhs.dead","dwc.scientificName","dwc.locationRemarks","dwc.continent","dwc.day","dwc.higherGeography","dwc.nomenclaturalStatus","idigbio.endangeredStatus","dwc.earliestEpochOrLowestSeries","idigbio.tribe","dwc.minimumElevationInMeters","dwc.phylum","dwc.identifiedBy","dwc.identificationQualifier","dwc.verbatimLatitude","dwc.lifeStage","dwc.waterBody","dwc.typeStatus","inhs.juv_undetermined","dwc.institutionID","dwc.eventDate","dwc.accessRights","dwc.locality","dwc.island","idigbio.recordIds","dwc.recordedBy","idigbio.preservative","dwc.earliestAgeOrLowestStage","dwc.vernacularName","dcterms.accessRights","dwc.associatedOccurrences","row.number","dwc.relatedResourceID","dwc.fieldNumber","inhs.locationTrs","dwc.verbatimTaxonRank","dwc.formation","dwc.specificEpithet","idigbio.associateDeterminedBy","inhs.live","dwc.bed","dwc.earliestPeriodOrLowestSystem","dwc.member","dwc.informationWithheld","dwc.coordinatePrecision","idigbio.version","dwc.taxonID","dwc.decimalLatitude","dwc.stateProvince","dwc.individualID","dwc.locationAccordingTo","symbiota.verbatimScientificName","dwc.eventRemarks","dwc.ownerInstitutionCode","dwc.rightsHolder","idigbio.barcodeValue","dwc.dynamicProperties","dwc.identificationID","inhs.formI_males","idigbio.hostFamily","dwc.otherCatalogNumbers","dwc.collectionCode","inhs.formII_females","idigbio.associatedRelationship","dwc.samplingEffort","inhs.vouchered","dwc.latestEpochOrHighestSeries","dwc.namePublishedIn","idigbio.createdBy","dwc.order","dwc.infraspecificEpithet","dwc.georeferenceVerificationStatus","dwc.municipality","idigbio.associateAuthor","dwc.dataGeneralizations","dwc.latestAgeOrHighestStage","dwc.eventID","dwc.scientificNameAuthorship","inhs.relic","dwc.individualCount","dwc.identificationReferences","dwc.coordinateUncertaintyInMeters","dwc.countryCode","dwc.class","dwc.originalNameUsage","dwc.maximumDepthInMeters","dwc.dateIdentified","dwc.previousIdentifications","dwc.kingdom","dwc.scientificNameID","dwc.catalogNumber","idigbio.associateIdentifier","fcc.subfamily","dwc.verbatimLocality","dcterms.rights","dwc.year","dwc.occurrenceStatus","idigbio.associateCondition","dwc.decimalLongitude","idigbio.associateNotes","dwc.lithostratigraphicTerms","dwc.latestEraOrHighestErathem","fcc.pickedBy","dwc.verbatimEventDate","dwc.VerbatimEventDate","dwc.georeferenceProtocol","dwc.associatedMedia","inhs.superfamily","idigbio.recordID","fcc.datePicked","dwc.geodeticDatum","dwc.reproductiveCondition","dcterms.reference","dcterms.source","idigbio.subgenus","dwc.subgenus","dcterms.references","dwc.identificationVerificationStatus","dwc.sex","dcterms.language","idigbio.determinationHistory","http...symbiota.org.terms.verbatimScientificName","dwc.taxonRemarks","dwc.nameAccordingTo","idigbio.recordId","inhs.location_Stream","idigbio.associateRelationship","dwc.locationID","idigbio.preparationCount","dcterms.type","inhs.instars_Female","dwc.establishmentMeans","dwc.taxonRank","dwc.basisOfRecord","dwc.associatedSequences","dwc.verbatimLongitude","inhs.instars_Male","symbiotaverbatimScientificName","dwc.verbatimDepth","dwc.footprintWKT","dwc.verbatimElevation","dwc.samplingProtocol","idigbio.subfamily","dwc.verbatimCoordinates","dwc.habitat","dwc.institutionCode","dwc.associatedTaxa","dwc.maximumElevationInMeters","dwc.startDayOfYear","inhs.location_Basin","dwc.georeferencedBy","dwc.occurrenceRemarks","dwc.nomenclaturalCode","dwc.datasetID","inhs.total_females","inhs.total_Males","dwc.genus","dwc.preparation","dwc.associatedReferences","dwc.earliestEraOrLowestErathem","idigbio.uuid","dwc.latestPeriodOrHighestSystem","dwc.verbatimCoordinateSystem","dcterms.bibliographicCitation","inhs.juv_males","dwc.minimumDepthInMeters","dwc.collectionID","dwc.higherClassification","dcterms.rightsHolder","inhs.juv_females","dwc.datasetName","id"
"885",NA,"",NA,"","not applicable",NA,NA,NA,NA,"unknown",NA,"MCZ:IZ:HOL-661",NA,"64e8c06976886aa39264c920b1a35956930ade23",NA,"2014-05-22 10:17:08.0",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-06-18T07:40:15.220Z",NA,"whole animal (70% ethanol)","",NA,"Holothuria pardalis","","Pacific Ocean",NA,"Pacific Ocean, Pacific, Eastern Central",NA,NA,NA,NA,NA,"Echinodermata","[no agent data]",NA,"5d 32m 45s N",NA,"","",NA,"b4640710-8e03-11d8-b956-b8a03c50a862","1891-02-28",NA,"Costa Rica, near Cocos Island",NA,NA,"USFC Steamer Albatross",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5458333333,"",NA,NA,NA,"","Museum of Comparative Zoology, Harvard University",NA,NA,"",NA,NA,NA,"station number=3368","IZ",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka, 1867",NA,1,NA,NA,NA,"Holothuroidea",NA,120.7008,"",NA,"Animalia",NA,"HOL-661",NA,NA,NA,NA,NA,NA,NA,-86.9083333333,NA,NA,NA,NA,"February 28, 1891",NA,"unknown","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-661",NA,NA,NA,"unknown",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-661","unknown","","en",NA,NA,NA,NA,NA,NA,NA,"",NA,"PhysicalObject",NA,NA,NA,"PreservedSpecimen",NA,"86d 54m 30s W",NA,NA,"",NA,NA,"",NA,"","","MCZ",NA,NA,0,NA,"Unknown",NA,"ICZN",NA,NA,NA,"Holothuria",NA,"",NA,"f606861b-16ac-482b-ac84-0fa5819dfd40",NA,"deg. min. sec.",NA,NA,120.7008,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria pardalis","President and Fellows of Harvard College",NA,NA,"f606861b-16ac-482b-ac84-0fa5819dfd40"
"945",NA,"Moorea Island",NA,"French Polynesia","",NA,NA,NA,NA,"",NA,"109AA345-1A6F-436A-8162-0820B8818E00",NA,"70a2f04b6e20f30a63d675e8048c36a4542bde0d",12,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T12:56:09.347Z",NA,"","",NA,"Holothuria pardalis","","",8,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Arthur Anker",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.487298,"Society Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"9875-Echinodermata",NA,NA,NA,NA,2009,NA,NA,-149.824919,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"BIZ-254",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"5873d3e5-5fb3-4464-bf9d-be1afa716670",NA,"",NA,NA,NA,NA,"","",NA,NA,"5873d3e5-5fb3-4464-bf9d-be1afa716670"
"1008",NA,"Europa Island",NA,"France","",NA,NA,NA,NA,"",NA,"D1BBB1B1-81EB-46B5-B84A-A4528117D708",NA,"ac0d5c7aaa832e80810d160f252e89ebcb825f65",4,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T09:28:28.735Z",NA,"","",NA,"Holothuria pardalis","","",23,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"H. Bruggemann, M. Guillaume",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.34656667,"Scattered Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"9193-Echinodermata",NA,NA,NA,NA,2009,NA,NA,40.33203333,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"EURO-7",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"3855ed52-0a4c-4ae1-a028-90cfba4935fa",NA,"",NA,NA,NA,NA,"","",NA,NA,"3855ed52-0a4c-4ae1-a028-90cfba4935fa"
"1057",NA,"Moorea Island",NA,"French Polynesia","",NA,NA,NA,NA,"",NA,"01FF8FAC-8411-4064-B401-00F1F69F9B6D",NA,"179acb7904d1ae38bbd5a8daeddfc2ce8e575eaa",7,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T16:19:35.303Z",NA,"","",NA,"Holothuria pardalis","","",NA,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Christian McKeon, Gustav Paulay",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.4772,"Society Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"5214-Echinodermata",NA,NA,NA,NA,2006,NA,NA,-149.8306,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"GP-Loc-874",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"d347c2b1-c8ca-45d6-a5c9-e9251186f3b0",NA,"",NA,NA,NA,NA,"","",NA,NA,"d347c2b1-c8ca-45d6-a5c9-e9251186f3b0"
"1119",NA,"",NA,"Palau","",NA,NA,NA,NA,"",NA,"E553AAF1-2138-48F7-A570-D5D80B09F0E6",NA,"8b5b8abcf96ecad06e9340361615802dafb41355",3,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T16:28:40.529Z",NA,"","",NA,"Holothuria pardalis","","",7,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Paulay, G.",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25616666666667,"",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"1631-Echinodermata",NA,NA,NA,NA,2003,NA,NA,134.452833333333,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"BPAL-103",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"aa2fcfbb-7da6-4139-9fc9-4842d5e8591b",NA,"",NA,NA,NA,NA,"","",NA,NA,"aa2fcfbb-7da6-4139-9fc9-4842d5e8591b"
"1294",NA,"Mayotte Island",NA,"France","",NA,NA,NA,NA,"",NA,"D58BD39D-65DC-41DB-9DBC-4D4F13DEFE92",NA,"f86151cbee266477d0a7260257f9a486b3443096",6,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T17:36:05.829Z",NA,"","",NA,"Holothuria pardalis","","",2,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Arthur Anker, François Michonneau",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.859323,"Comoros Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"7005-Echinodermata",NA,NA,NA,NA,2008,NA,NA,45.268639,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"MAY08-St5",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"bdc518f5-d3cc-4aa2-8935-ed810f6aa8c8",NA,"",NA,NA,NA,NA,"","",NA,NA,"bdc518f5-d3cc-4aa2-8935-ed810f6aa8c8"
"1300",NA,"Oahu Island",NA,"USA","",NA,NA,NA,NA,"",NA,"A94D3EAE-7894-4BEC-8D9F-2940BBA36483",NA,"2768a45f9ddb7f0347c40f6b1b78602b3c84e546",2,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T18:37:10.332Z",NA,"","",NA,"Holothuria pardalis","","",25,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"J. Earle, J. Hoover, G. Paulay",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2971333333333,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"4803-Echinodermata",NA,NA,NA,NA,2006,NA,NA,-157.929,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"GP-Loc-854",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"fb2c6bda-6e19-4d59-af2a-f432050ef14d",NA,"",NA,NA,NA,NA,"","",NA,NA,"fb2c6bda-6e19-4d59-af2a-f432050ef14d"
"1332",NA,"",NA,"Madagascar","",NA,NA,NA,NA,"",NA,"EC93D669-A0D6-4802-84CB-E8E30B67102E",NA,"86b2ff91ab8eb42c70d6c736713dc4520f47768c",5,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T09:42:11.178Z",NA,"","",NA,"Holothuria pardalis","","",26,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"A. Anker, G. Bakary, F. Michonneau, G. Paulay, T. Werner",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.44624,"",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"7313-Echinodermata",NA,NA,NA,NA,2008,NA,NA,48.33157,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"MGNW-51",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"14e7588b-48bc-4d1e-ad70-7b2555106c80",NA,"",NA,NA,NA,NA,"","",NA,NA,"14e7588b-48bc-4d1e-ad70-7b2555106c80"
"1334",NA,"Oahu Island",NA,"USA","",NA,NA,NA,NA,"",NA,"C671C4D4-3431-4DC1-96CB-D02871B2834F",NA,"e4c7a9d16d8f66544ed502b5b1f392a200e41601",10,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T09:44:05.975Z",NA,"","",NA,"Holothuria pardalis","","",NA,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"6052-Echinodermata",NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"FFS-OAHU-site 2 hand",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"2b78fad4-faa2-41b6-9494-d75b46fbd969",NA,"",NA,NA,NA,NA,"","",NA,NA,"2b78fad4-faa2-41b6-9494-d75b46fbd969"
"1350",NA,"Mayotte Island",NA,"France","",NA,NA,NA,NA,"",NA,"FDC7E94E-2B27-4ABE-B4F4-3BBB803F80D4",NA,"78e0f78dbf5c43f2d254976674a3599c9e4cd94b",6,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T10:33:52.803Z",NA,"","",NA,"Holothuria pardalis","","",1,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Arthur Anker, François Michonneau",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.865208,"Comoros Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"7003-Echinodermata",NA,NA,NA,NA,2008,NA,NA,45.110542,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"MAY08-St4",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"b79bcf91-1f55-4a79-a36f-4b90721a07f5",NA,"",NA,NA,NA,NA,"","",NA,NA,"b79bcf91-1f55-4a79-a36f-4b90721a07f5"
"1398",NA,"",NA,"Australia","",NA,NA,NA,NA,"",NA,"79F073E8-2EFB-4116-A7D3-B3F0F671A249",NA,"e77818ed90d2e874be259f2927a6c75c56707dde",2,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T12:14:09.721Z",NA,"","",NA,"Holothuria pardalis","","",12,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Arthur Anker",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Queensland",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"8625-Echinodermata",NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"AUST-ST-027",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"e371406b-7d23-41a7-b53d-a3e7224f31e9",NA,"",NA,NA,NA,NA,"","",NA,NA,"e371406b-7d23-41a7-b53d-a3e7224f31e9"
"1445",NA,"Moorea Island",NA,"French Polynesia","",NA,NA,NA,NA,"",NA,"C7BAA34D-9E2A-4D2D-8F68-74D99B5795AC",NA,"a949caba54a7a73b1c5663eae96aeb3e1c2aa512",10,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T15:03:54.870Z",NA,"","",NA,"Holothuria pardalis","","",17,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Chris Meyer, Sarah McPherson, Steve Stones-Havas, Seabird McKeon, Meaghan Parker, Phil Bock, John Deck",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.47812,"Society Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"9710-Echinodermata",NA,NA,NA,NA,2009,NA,NA,-149.84009,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"BIZ-004",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"9b4b6257-5e58-4a9f-a8e0-9eabbce3a260",NA,"",NA,NA,NA,NA,"","",NA,NA,"9b4b6257-5e58-4a9f-a8e0-9eabbce3a260"
"1673",NA,"Guam Island",NA,"USA","",NA,NA,NA,NA,"",NA,"8E428862-7DAC-48C4-AD18-975FF913C26E",NA,"261ae6f5a5142faea8030dd516c2f9ab05adebf8",1,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T16:48:40.500Z",NA,"","",NA,"Holothuria pardalis","","",19,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Gustav Paulay",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,"Mariana Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"12629-Echinodermata",NA,NA,NA,NA,1997,NA,NA,144.8,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"Paulay-1997-01-19",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"1a3368d5-0d29-4d4e-90ae-46445f95589c",NA,"",NA,NA,NA,NA,"","",NA,NA,"1a3368d5-0d29-4d4e-90ae-46445f95589c"
"1849",NA,"Ile du Lys",NA,"France","",NA,NA,NA,NA,"",NA,"9B92735E-0FC0-4900-B833-10CC5E3D5A1B",NA,"b217c3943f71027ca04aaa1b06cbf89b4f1ebbe1",5,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T13:59:13.429Z",NA,"","",NA,"Holothuria pardalis","","",7,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"M. Guillaume, H. Bruggemann, M. Malay, V. Denis, A. Chauvin, D. Ringler, K. Coustaut",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.51576667,"Scattered Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"9341-Echinodermata",NA,NA,NA,NA,2009,NA,NA,47.37331667,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"GLOR-12",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"f0412a70-0614-4590-982a-c464e0c2b994",NA,"",NA,NA,NA,NA,"","",NA,NA,"f0412a70-0614-4590-982a-c464e0c2b994"
