"","dwc.scientificName","dwc.bed","dwc.habitat","idigbio.hostFamily","dwc.georeferencedBy","dwc.order","idigbio.substrate","inhs.juv_males","inhs.superfamily","dwc.day","dwc.dynamicProperties","idigbio.associateAuthor","symbiota.verbatimScientificName","inhs.formII_males","dwc.earliestAgeOrLowestStage","dwc.dataGeneralizations","dwc.verbatimLatitude","idigbio.barcodeValue","idigbio.preparationCount","dwc.georeferenceRemarks","dwc.countryCode","dwc.municipality","dwc.verbatimDepth","idigbio.version","inhs.total_Males","inhs.juv_undetermined","dwc.verbatimLongitude","inhs.location_Stream","dwc.fieldNotes","inhs.formI_males","dwc.establishmentMeans","idigbio.associateIdentifier","dwc.lifeStage","dwc.nameAccordingTo","http...symbiota.org.terms.verbatimScientificName","dwc.typeStatus","dwc.verbatimSRS","dwc.samplingEffort","dwc.minimumElevationInMeters","dwc.namePublishedInID","idigbio.associateCondition","dwc.family","dwc.associatedReferences","idigbio.tribe","dwc.identificationID","dcterms.language","inhs.vouchered","dwc.identificationReferences","dwc.occurrenceID","dwc.vernacularName","inhs.dead","dwc.namePublishedIn","dwc.institutionID","dwc.verbatimCoordinates","dwc.associatedTaxa","dwc.eventDate","dwc.endDayOfYear","dwc.kingdom","dwc.VerbatimEventDate","dwc.scientificNameAuthorship","dwc.island","dwc.disposition","dwc.lithostratigraphicTerms","dwc.month","dwc.decimalLongitude","dwc.coordinateUncertaintyInMeters","dwc.verbatimLocality","dwc.startDayOfYear","dwc.locationAccordingTo","dwc.recordedBy","dwc.continent","dwc.latestEpochOrHighestSeries","inhs.instars_Female","dwc.identificationRemarks","dwc.earliestEraOrLowestErathem","dwc.identificationQualifier","inhs.location_RiverMile","inhs.formII_females","inhs.relic","dwc.associatedMedia","fcc.subfamily","idigbio.createdBy","dwc.taxonID","dwc.verbatimEventDate","dwc.georeferenceVerificationStatus","dwc.reproductiveCondition","idigbio.recordIds","dwc.basisOfRecord","dcterms.bibliographicCitation","dwc.footprintWKT","fcc.datePicked","dcterms.accessRights","inhs.live","idigbio.subfamily","dwc.preparation","dwc.eventRemarks","dwc.latestEraOrHighestErathem","dwc.class","dwc.nomenclaturalCode","dwc.rights","dwc.maximumElevationInMeters","dwc.specificEpithet","dwc.preparations","idigbio.associatedFamily","idigbio.etag","dwc.occurrenceRemarks","fcc.pickedBy","dcterms.modified","dwc.sex","idigbio.recordId","dwc.individualID","dwc.georeferenceSources","dcterms.rights","dwc.locality","dwc.relatedResourceID","dwc.rightsHolder","idigbio.uuid","id","dwc.behavior","dwc.verbatimElevation","dwc.group","dwc.formation","dwc.subgenus","dwc.ownerInstitutionCode","inhs.location_Basin","dwc.accessRights","dwc.genus","dwc.taxonRank","idigbio.associatedRelationship","dcterms.type","dcterms.source","dwc.islandGroup","dwc.earliestEpochOrLowestSeries","dwc.collectionID","dwc.eventID","fcc.superfamily","dwc.waterBody","dwc.individualCount","dwc.phylum","inhs.instars_Male","dwc.coordinatePrecision","dwc.georeferenceProtocol","dwc.datasetID","idigbio.associateRelationship","dwc.lowestBiostratigraphicZone","idigbio.associateCommonName","idigbio.associateNotes","idigbio.preservative","idigbio.dateModified","row.number","dwc.collectionCode","dwc.member","dwc.latestAgeOrHighestStage","dwc.stateProvince","inhs.total_females","dcterms.rightsHolder","dwc.previousIdentifications","dwc.higherClassification","dwc.dateIdentified","dwc.associatedSequences","dwc.higherGeography","inhs.juv_females","dwc.occurrenceStatus","idigbio.determinationHistory","dwc.earliestPeriodOrLowestSystem","idigbio.associateDeterminedBy","dwc.associatedOccurrences","dwc.eventTime","dwc.locationID","symbiotaverbatimScientificName","dwc.datasetName","dwc.locationRemarks","dwc.geodeticDatum","dwc.year","idigbio.endangeredStatus","dwc.georeferencedDate","dwc.taxonRemarks","dwc.infraspecificEpithet","dwc.otherCatalogNumbers","idigbio.subgenus","dwc.verbatimCoordinateSystem","inhs.locationTrs","dwc.identificationVerificationStatus","dwc.latestPeriodOrHighestSystem","dwc.recordNumber","dwc.catalogNumber","dwc.samplingProtocol","dwc.maximumDepthInMeters","dwc.institutionCode","dwc.nomenclaturalStatus","dwc.country","dwc.minimumDepthInMeters","dwc.originalNameUsage","dwc.county","dcterms.references","idigbio.recordID","dwc.informationWithheld","dwc.verbatimTaxonRank","dwc.fieldNumber","dwc.scientificNameID","dwc.identifiedBy","dwc.decimalLatitude","dcterms.reference"
"2344","Holothuria rigida",NA,"",NA,"","",NA,NA,NA,4,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"en",NA,NA,"urn:catalog:CAS:IZ:118000",NA,NA,NA,"","",NA,"1966-04-04 00:00:00.0",NA,"Animalia",NA,"(Selenka, 1867)",NA,"",NA,4,NA,NA,NA,94,NA,"with SCIBR colln. ?","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"4 Apr 1966",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,"rigida","75% EtOH",NA,"e4071fffdc471c1bd53e81c05155ec80a77579e1",NA,NA,"","",NA,NA,"",NA,"Puertecitos Bay",NA,NA,"8e7bb7ec-9bb6-4dd2-a64a-2a2ba416ecda","8e7bb7ec-9bb6-4dd2-a64a-2a2ba416ecda",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,"",1,"ECHINODERMATA",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-03-20T21:01:25.340Z",NA,"IZ",NA,NA,"",NA,"",NA,"Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae","1999-07-24 00:00:00.0",NA,"MEXICO: Baja California: Gulf of California",NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","",1966,NA,NA,NA,"","",NA,"",NA,"",NA,"","118000.0","",NA,"CAS",NA,"Mexico",NA,NA,"","",NA,NA,NA,"",NA,"Francisco Solis-Marin",NA,NA
"2468","Holothuria rigida",NA,"",NA,"","Aspidochirotida",NA,NA,NA,7,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"",NA,NA,"CDDFFFD7-AD35-44AA-BB47-DA4711FAFBF7",NA,NA,NA,"","",NA,"",NA,"",NA,"Selenka",NA,"",NA,10,-169.9,NA,NA,NA,NA,"Holthuis, B. & Paulay, G.","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"Holothuroidea","",NA,NA,"rigida","",NA,"96cb8b29f9a03278e6f174f48dcc4fbb12613c9c",NA,NA,"09/08/2014","",NA,NA,"",NA,"",NA,NA,"950bb811-66ae-43eb-b0cb-e906abf99c5d","950bb811-66ae-43eb-b0cb-e906abf99c5d",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-09-12T14:32:11.442Z",NA,"Invertebrate Zoology",NA,NA,"Niue Island",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,"BNIUE-340",NA,NA,"","",91,NA,NA,NA,"","",NA,"",NA,"",NA,"","1983-Echinodermata","",NA,"FLMNH",NA,"Niue Island",NA,NA,"Niue Island","",NA,NA,NA,"",NA,"",-19.1,NA
"2478","Holothuria rigida",NA,"",NA,"","Aspidochirotida",NA,NA,NA,11,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"",NA,NA,"4E7CE2FC-952F-413E-B8A0-6F15DE4C30ED",NA,NA,NA,"","",NA,"",NA,"",NA,"Selenka",NA,"",NA,2,-159.8,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"Holothuroidea","",NA,NA,"rigida","",NA,"a74cb10e9062629b10813ba8c1b6d4df408c9211",NA,NA,"09/08/2014","",NA,NA,"",NA,"",NA,NA,"03f8fadf-da93-4583-9d5c-70cb207428e0","03f8fadf-da93-4583-9d5c-70cb207428e0",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-09-12T09:07:35.341Z",NA,"Invertebrate Zoology",NA,NA,"Cook Islands",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,"HAIU-021",NA,NA,"","",1986,NA,NA,NA,"","",NA,"",NA,"",NA,"","1992-Echinodermata","",NA,"FLMNH",NA,"Cook Islands",NA,NA,"Aitutaki Island","",NA,NA,NA,"",NA,"",-18.9,NA
"2519","Holothuria rigida",NA,"",NA,"","Aspidochirotida",NA,NA,NA,12,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"",NA,NA,"F6D2AF81-6860-4849-841D-5BC50A7AB5CA",NA,NA,NA,"","",NA,"",NA,"",NA,"Selenka",NA,"",NA,6,-149.8264,NA,NA,NA,NA,"Gustav Paulay","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"Holothuroidea","",NA,NA,"rigida","",NA,"6d7852ebefe6f9587a28164b1096e12e88d8db64",NA,NA,"09/08/2014","",NA,NA,"",NA,"",NA,NA,"3d23598d-9985-4088-87a0-aaf8c1b77faf","3d23598d-9985-4088-87a0-aaf8c1b77faf",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-09-12T10:07:19.432Z",NA,"Invertebrate Zoology",NA,NA,"Society Islands",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,"GP-Loc-858",NA,NA,"","",2006,NA,NA,NA,"","",NA,"",NA,"",NA,"","5249-Echinodermata","",NA,"FLMNH",NA,"French Polynesia",NA,NA,"Moorea Island","",NA,NA,NA,"",NA,"",-17.4875,NA
"2531","Holothuria rigida",NA,"",NA,"","Aspidochirotida",NA,NA,NA,2,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"",NA,NA,"A983FA5F-7B0B-4CFC-BC7B-0544570C7D04",NA,NA,NA,"","",NA,"",NA,"",NA,"Selenka",NA,"",NA,2,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"Holothuroidea","",NA,NA,"rigida","",NA,"9d74d916a4173a91e203f897fd0ef0633d3762fb",NA,NA,"09/08/2014","",NA,NA,"",NA,"",NA,NA,"6a775503-0fea-46e5-9723-b31b961d5f22","6a775503-0fea-46e5-9723-b31b961d5f22",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-09-12T11:05:56.405Z",NA,"Invertebrate Zoology",NA,NA,"Fiji Islands",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,"BFIJI-418A",NA,NA,"","",1989,NA,NA,NA,"","",NA,"",NA,"",NA,"","2018-Echinodermata","",NA,"FLMNH",NA,"Fiji",NA,NA,"Viti Levu Island","",NA,NA,NA,"",NA,"",NA,NA
"2534","Holothuria rigida",NA,"",NA,"","Aspidochirotida",NA,NA,NA,14,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"",NA,NA,"2A44DA0C-2829-4D8B-B54E-549DFE826B8B",NA,NA,NA,"","",NA,"",NA,"",NA,"Selenka",NA,"",NA,10,-166.1857,NA,NA,NA,NA,"Rusty Brainard, Gustav Paulay, Sea McKeon, Brian Zgliczynski, Tito Lotufo, Jim Maragos, Scott Godwin & John Starmer","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"Holothuroidea","",NA,NA,"rigida","",NA,"29f1773c9c6c8e67a80aa45fb0c827793cdbdb0a",NA,NA,"09/08/2014","",NA,NA,"",NA,"",NA,NA,"28c56fa6-9630-461b-8a77-2eeb9f116b31","28c56fa6-9630-461b-8a77-2eeb9f116b31",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-09-12T10:22:28.288Z",NA,"Invertebrate Zoology",NA,NA,"Hawaiian Islands",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,"FFS-0050",NA,NA,"","",2006,NA,NA,NA,"","",NA,"",NA,"",NA,"","6105-Echinodermata","",NA,"FLMNH",NA,"USA",NA,NA,"French Frigate Shoals","",NA,NA,NA,"",NA,"",23.6347,NA
"2553","Holothuria rigida",NA,"",NA,"","Aspidochirotida",NA,NA,NA,15,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"",NA,NA,"B1A14698-BF0D-4E9F-9A79-8A48FAE8C106",NA,NA,NA,"","",NA,"",NA,"",NA,"Selenka",NA,"",NA,2,NA,NA,NA,NA,NA,"François Michonneau, Molly Timmers","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"Holothuroidea","",NA,NA,"rigida","",NA,"52bb46940f81c3911fec9f250c5325ecc05ff45e",NA,NA,"09/08/2014","",NA,NA,"",NA,"",NA,NA,"296a6d89-c544-4472-ac4b-1fa75d5bfc15","296a6d89-c544-4472-ac4b-1fa75d5bfc15",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-09-12T13:04:31.662Z",NA,"Invertebrate Zoology",NA,NA,"Queensland",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,"AUST-ST-045",NA,NA,"","",2009,NA,NA,NA,"","",NA,"",NA,"",NA,"","8323-Echinodermata","",NA,"FLMNH",NA,"Australia",NA,NA,"","",NA,NA,NA,"",NA,"",NA,NA
"2562","Holothuria rigida",NA,"",NA,"","Aspidochirotida",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"",NA,NA,"A9E15278-F7CB-47E9-91A8-3E72C8DB735B",NA,NA,NA,"","",NA,"",NA,"",NA,"Selenka",NA,"",NA,NA,NA,NA,NA,NA,NA,"Starmer, J.","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"Holothuroidea","",NA,NA,"rigida","",NA,"fda0c694e0363b1faf87fd544d4b97d2c709decf",NA,NA,"09/08/2014","",NA,NA,"",NA,"",NA,NA,"0329061f-4eda-442f-ad6d-7815012fc302","0329061f-4eda-442f-ad6d-7815012fc302",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-09-12T18:43:38.436Z",NA,"Invertebrate Zoology",NA,NA,"",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,"JAS-BEL-554",NA,NA,"","",NA,NA,NA,NA,"","",NA,"",NA,"",NA,"","3640-Echinodermata","",NA,"FLMNH",NA,"Palau",NA,NA,"","",NA,NA,NA,"",NA,"",NA,NA
"2647","Holothuria rigida",NA,"",NA,"","",NA,NA,NA,16,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"en",NA,NA,"urn:catalog:CAS:IZ:117978",NA,NA,NA,"","",NA,"1972-11-16 00:00:00.0",NA,"Animalia",NA,"(Selenka, 1867)",NA,"",NA,11,NA,NA,NA,321,NA,"A.J. Ferreira","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"16 Nov 1972",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,"rigida","75% EtOH",NA,"8d5442082efe1ec2cd866dc18335f3c1d93007e6",NA,NA,"","",NA,NA,"",NA,"",NA,NA,"74e1ca37-9a07-496d-a8b4-a335895ee3fd","74e1ca37-9a07-496d-a8b4-a335895ee3fd",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"PhysicalObject",NA,NA,NA,NA,NA,NA,"",1,"ECHINODERMATA",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-03-20T21:07:12.109Z",NA,"IZ",NA,NA,"",NA,"",NA,"Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae","1999-06-24 00:00:00.0",NA,"MEXICO: Baja California Sur: Pulmo Reef",NA,NA,NA,NA,NA,"",NA,"",NA,NA,"","",1972,NA,NA,NA,"","",NA,"",NA,"",NA,"","117978.0","",NA,"CAS",NA,"Mexico",NA,NA,"","",NA,NA,NA,"",NA,"Francisco Solis-Marin",NA,NA
"2748","Holothuria rigida",NA,"",NA,"","Aspidochirotida",NA,NA,NA,15,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"",NA,NA,"F1A05396-413E-4970-9967-D1E99565E7CB",NA,NA,NA,"","",NA,"",NA,"",NA,"Selenka",NA,"",NA,11,145.798438,NA,NA,NA,NA,"Yasunori Kano, Pierre Lozouet, John Slapcinsky, Timea Neusser, Bastian Brenzinger, Audrey Espalieu, Ken Ganzik, Dave Anan, Graham Kaina, Mande Holford","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"Holothuroidea","",NA,NA,"rigida","",NA,"0b44e642358ce6369b8ed5344f9998d239b0745a",NA,NA,"09/08/2014","",NA,NA,"",NA,"",NA,NA,"fc0e6655-4cb5-4083-9a6e-6f17762dfe8e","fc0e6655-4cb5-4083-9a6e-6f17762dfe8e",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-09-12T13:50:18.378Z",NA,"Invertebrate Zoology",NA,NA,"Madang Province",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,"PM25",NA,NA,"","",2012,NA,NA,NA,"","",NA,"",NA,"",NA,"","14799-Echinodermata","",NA,"FLMNH",NA,"Papua New Guinea",NA,NA,"","",NA,NA,NA,"",NA,"",-5.019131,NA
"2760","Holothuria rigida",NA,"",NA,"","Aspidochirotida",NA,NA,NA,13,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"",NA,NA,"D3E855F2-A2CD-47F8-A1C5-7804179A8B43",NA,NA,NA,"","",NA,"",NA,"",NA,"Selenka",NA,"",NA,10,-166.0738,NA,NA,NA,NA,"Rusty Brainard, Brian Zgliczynski, Gustav Paulay, Sea McKeon, Emmanuel Soto, Jim Maragos, Scott Godwin & John Starmer","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"Holothuroidea","",NA,NA,"rigida","",NA,"53617b35fc391c29a8bf73eddeb772a06c3613fb",NA,NA,"09/08/2014","",NA,NA,"",NA,"",NA,NA,"9e923c22-7c9d-41a7-95f2-7175149b6b80","9e923c22-7c9d-41a7-95f2-7175149b6b80",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-09-12T17:35:47.918Z",NA,"Invertebrate Zoology",NA,NA,"Hawaiian Islands",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,"FFS-0034",NA,NA,"","",2006,NA,NA,NA,"","",NA,"",NA,"",NA,"","6085-Echinodermata","",NA,"FLMNH",NA,"USA",NA,NA,"French Frigate Shoals","",NA,NA,NA,"",NA,"",23.6577,NA
"2902","Holothuria rigida",NA,"",NA,"","Aspidochirotida",NA,NA,NA,19,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae","",NA,NA,"",NA,NA,"809959FB-4005-41F1-A595-411D02F0C6FD",NA,NA,NA,"","",NA,"",NA,"",NA,"Selenka",NA,"",NA,10,-166.0778,NA,NA,NA,NA,"Scott Godwin, Elizabeth Keenan, Rusty Brainard & Brian Zgliczynski","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,NA,NA,"",NA,"Holothuroidea","",NA,NA,"rigida","",NA,"068fef0a9b554aa7bdaf2a2a2e9407f8d72140f7",NA,NA,"09/08/2014","",NA,NA,"",NA,"",NA,NA,"4e30502b-baf6-4871-9f05-1f53086a83f6","4e30502b-baf6-4871-9f05-1f53086a83f6",NA,NA,NA,NA,NA,"",NA,NA,"Holothuria",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"2014-09-12T17:33:14.837Z",NA,"Invertebrate Zoology",NA,NA,"Hawaiian Islands",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"",NA,"FFS-0119",NA,NA,"","",2006,NA,NA,NA,"","",NA,"",NA,"",NA,"","6187-Echinodermata","",NA,"FLMNH",NA,"USA",NA,NA,"French Frigate Shoals","",NA,NA,NA,"",NA,"",23.6565,NA
