"","dwc.identificationQualifier","dwc.verbatimDepth","dwc.locationRemarks","inhs.vouchered","dwc.preparations","dwc.minimumElevationInMeters","dwc.samplingEffort","dwc.individualCount","dwc.collectionCode","idigbio.subgenus","dwc.catalogNumber","fcc.superfamily","inhs.total_Males","dwc.institutionID","dcterms.type","dwc.bed","idigbio.determinationHistory","idigbio.barcodeValue","dwc.dynamicProperties","dwc.associatedReferences","dwc.taxonRemarks","dwc.occurrenceRemarks","dwc.associatedTaxa","idigbio.createdBy","dwc.month","dwc.georeferenceVerificationStatus","inhs.formII_females","dwc.earliestEpochOrLowestSeries","fcc.pickedBy","inhs.location_RiverMile","dwc.recordNumber","dwc.georeferenceSources","idigbio.associateRelationship","idigbio.recordId","dwc.samplingProtocol","idigbio.etag","idigbio.recordID","dwc.rightsHolder","dwc.dateIdentified","dwc.higherGeography","dwc.nameAccordingTo","inhs.juv_females","dwc.verbatimLongitude","dwc.municipality","dwc.eventTime","dwc.country","inhs.relic","inhs.live","dwc.relatedResourceID","idigbio.associateIdentifier","dwc.recordedBy","dwc.islandGroup","dwc.occurrenceID","idigbio.dateModified","dwc.ownerInstitutionCode","dwc.rights","dwc.reproductiveCondition","dwc.namePublishedInID","dwc.namePublishedIn","inhs.dead","dwc.lifeStage","inhs.formI_males","dwc.verbatimElevation","idigbio.associateCondition","dwc.typeStatus","symbiotaverbatimScientificName","dwc.waterBody","dwc.preparation","dwc.georeferencedBy","dwc.scientificNameID","dwc.identificationVerificationStatus","idigbio.associateAuthor","dwc.VerbatimEventDate","dwc.year","idigbio.subfamily","dwc.locationAccordingTo","dwc.verbatimSRS","dwc.group","dwc.decimalLatitude","idigbio.substrate","dwc.latestEpochOrHighestSeries","dwc.verbatimLatitude","fcc.subfamily","dwc.latestAgeOrHighestStage","dwc.datasetName","dwc.dataGeneralizations","dwc.endDayOfYear","dwc.lithostratigraphicTerms","dwc.habitat","dwc.formation","dwc.associatedSequences","dwc.infraspecificEpithet","dcterms.rights","dwc.georeferenceProtocol","dwc.nomenclaturalStatus","dwc.geodeticDatum","dwc.verbatimTaxonRank","dwc.specificEpithet","dcterms.references","dwc.scientificNameAuthorship","inhs.location_Stream","inhs.locationTrs","dwc.order","dcterms.language","dwc.member","inhs.juv_undetermined","dwc.associatedMedia","idigbio.hostFamily","idigbio.associateDeterminedBy","dwc.genus","dwc.class","dwc.identificationRemarks","dwc.otherCatalogNumbers","dwc.collectionID","idigbio.tribe","dwc.locality","inhs.formII_males","dwc.eventID","dwc.earliestAgeOrLowestStage","dwc.vernacularName","dwc.sex","dwc.associatedOccurrences","dwc.family","idigbio.associateCommonName","dcterms.source","idigbio.associateNotes","dwc.verbatimLocality","inhs.location_Basin","idigbio.associatedRelationship","dwc.verbatimEventDate","dwc.earliestEraOrLowestErathem","symbiota.verbatimScientificName","fcc.datePicked","idigbio.endangeredStatus","dwc.county","dcterms.bibliographicCitation","dwc.countryCode","row.number","dwc.previousIdentifications","dwc.fieldNotes","dwc.coordinateUncertaintyInMeters","dwc.verbatimCoordinates","dwc.fieldNumber","inhs.superfamily","inhs.instars_Female","dwc.continent","dwc.individualID","dcterms.modified","dwc.taxonID","dwc.locationID","dwc.day","dwc.footprintWKT","dcterms.reference","dwc.eventRemarks","dwc.eventDate","dwc.verbatimCoordinateSystem","idigbio.associatedFamily","id","idigbio.recordIds","dwc.earliestPeriodOrLowestSystem","dwc.stateProvince","dwc.identificationID","dwc.maximumDepthInMeters","dcterms.accessRights","dwc.occurrenceStatus","dwc.georeferencedDate","dwc.disposition","dwc.originalNameUsage","dwc.coordinatePrecision","dwc.accessRights","dwc.higherClassification","dwc.nomenclaturalCode","dwc.informationWithheld","http...symbiota.org.terms.verbatimScientificName","dwc.minimumDepthInMeters","inhs.total_females","dcterms.rightsHolder","dwc.datasetID","dwc.lowestBiostratigraphicZone","dwc.identificationReferences","inhs.instars_Male","dwc.island","dwc.startDayOfYear","dwc.phylum","inhs.juv_males","dwc.behavior","dwc.taxonRank","dwc.latestPeriodOrHighestSystem","idigbio.uuid","dwc.institutionCode","dwc.subgenus","dwc.kingdom","dwc.maximumElevationInMeters","idigbio.version","dwc.scientificName","idigbio.preparationCount","dwc.identifiedBy","dwc.basisOfRecord","dwc.latestEraOrHighestErathem","dwc.georeferenceRemarks","dwc.decimalLongitude","dwc.establishmentMeans","idigbio.preservative"
"1329",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"8433-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",2,NA,NA,NA,NA,NA,"","",NA,NA,"","189489bd5fc06627371d51f0e82b10f57e6a13ff",NA,NA,"","",NA,NA,"",NA,NA,"Australia",NA,NA,NA,NA,"François Michonneau, Robert Lasley",NA,"DC237C3A-D5AE-4830-885A-6F4A4BF88DC5","2014-09-12T09:38:18.151Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2009,NA,NA,NA,NA,-14.6652,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"AUST-ST-063",20,NA,NA,"","","",NA,"331baed1-6854-433c-82e3-7a931f042660",NA,NA,"Queensland",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"331baed1-6854-433c-82e3-7a931f042660","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",145.45,NA,NA
"1557",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"8258-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",2,NA,NA,NA,NA,NA,"","",NA,NA,"","68dac7538d83beac06d5d6b348ebd807b4cac744",NA,NA,"","",NA,NA,"",NA,NA,"Australia",NA,NA,NA,NA,"Arthur Anker, Robert Lasley",NA,"A28FBE6C-9EC8-4635-B3CD-A8D226B9FC08","2014-09-12T12:20:02.424Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"AUST-ST-028",12,NA,NA,"","","",NA,"e28e0c83-942a-4866-845e-5ecf79e96d3f",NA,NA,"Queensland",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"e28e0c83-942a-4866-845e-5ecf79e96d3f","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",NA,NA,NA
"1626",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"8434-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",2,NA,NA,NA,NA,NA,"","",NA,NA,"","a38c1bb3f44200156279aa6e7cc6933f25135214",NA,NA,"","",NA,NA,"",NA,NA,"Australia",NA,NA,NA,NA,"François Michonneau, Robert Lasley",NA,"0C55E2F8-85BA-4AD3-A20C-E33202035936","2014-09-12T18:14:20.564Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2009,NA,NA,NA,NA,-14.6652,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"AUST-ST-063",20,NA,NA,"","","",NA,"bc385ad0-6eb9-48d9-aa20-42efaed2fb51",NA,NA,"Queensland",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"bc385ad0-6eb9-48d9-aa20-42efaed2fb51","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",145.45,NA,NA
"1672",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"8933-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",8,NA,NA,NA,NA,NA,"","",NA,NA,"","8b4f9d8dbda7c96a93a2fb290b9a67342a722395",NA,NA,"","",NA,NA,"",NA,NA,"Tanzania",NA,NA,NA,NA,"Tim Werner",NA,"B9BFF467-6B0E-45BA-AAF0-338A4B94B951","2014-09-12T13:50:18.409Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2009,NA,NA,NA,NA,-6.38733,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"Werner-Zanzibar-3",16,NA,NA,"","","",NA,"0dce3b55-f05d-4eb3-9f55-390ebc36fc9b",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"0dce3b55-f05d-4eb3-9f55-390ebc36fc9b","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",39.28727,NA,NA
"1696",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"1985-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",11,NA,NA,NA,NA,NA,"","",NA,NA,"","ca51e9adecc0a9e97bb6d836d225550231f127ab",NA,NA,"","",NA,NA,"",NA,NA,"Oman",NA,NA,NA,NA,"Paulay, G.",NA,"E19A224E-7499-47C7-982D-A7D718249942","2014-09-12T17:22:39.740Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,1999,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"GP-Loc-669",11,NA,NA,"","","",NA,"aa1fd722-9498-42ed-b0aa-c2826c80e0ac",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"aa1fd722-9498-42ed-b0aa-c2826c80e0ac","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",NA,NA,NA
"1698",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"8858-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",4,NA,NA,NA,NA,NA,"","",NA,NA,"","9d004d925df81f66fb921cb30ae7062ef157a9f5",NA,NA,"","",NA,NA,"",NA,NA,"Japan",NA,NA,NA,NA,"Yasunori Kano",NA,"E7E63FE2-39F3-45C5-98B4-A2B86FA1FABF","2014-09-12T16:57:39.835Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2009,NA,NA,NA,NA,31.4111111111111,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Kagoshima Prefecture",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"ZZZ-093528",26,NA,NA,"","","",NA,"c9b0b8ed-2031-4eab-ba97-8fbc21cfcc3f",NA,NA,"Kyushu Island",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"c9b0b8ed-2031-4eab-ba97-8fbc21cfcc3f","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",130.192222222222,NA,NA
"2141",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"2364-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",11,NA,NA,NA,NA,NA,"","",NA,NA,"","f7ae14c2b7d1ad73c191651f93ee9afbb455de63",NA,NA,"","",NA,NA,"",NA,NA,"Oman",NA,NA,NA,NA,"Paulay, G.",NA,"4AFF10D5-6153-41B7-9FA4-C70D0FAE94FE","2014-09-12T09:40:26.080Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,1999,NA,NA,NA,NA,20.0111111111111,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"GP-Loc-653",1,NA,NA,"","","",NA,"f98b581b-9d75-49ad-a321-45313184840e",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"f98b581b-9d75-49ad-a321-45313184840e","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",58.6333333333333,NA,NA
"2194",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"1375-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",10,NA,NA,NA,NA,NA,"","",NA,NA,"","6e619e18c537a81ece01bd4fbf891adc9a10ecce",NA,NA,"","",NA,NA,"",NA,NA,"Oman",NA,NA,NA,NA,"Paulay, G.",NA,"0220A387-A92B-40FE-8FC1-EC9981B855AE","2014-09-12T16:36:26.256Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,1999,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"GP-Loc-651",31,NA,NA,"","","",NA,"03b6d014-8fc5-4205-9d89-b465e7b2cd60",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"03b6d014-8fc5-4205-9d89-b465e7b2cd60","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",NA,NA,NA
"2242",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"8259-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",2,NA,NA,NA,NA,NA,"","",NA,NA,"","1ba6e2f74c24794f4256959d3a42ace4f70c307c",NA,NA,"","",NA,NA,"",NA,NA,"Australia",NA,NA,NA,NA,"Arthur Anker, Robert Lasley",NA,"A19907E6-FB28-4DFA-91FF-2D87E4229369","2014-09-12T13:53:06.279Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"AUST-ST-028",12,NA,NA,"","","",NA,"29753956-986e-4c1d-ba93-b2029442c189",NA,NA,"Queensland",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"29753956-986e-4c1d-ba93-b2029442c189","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",NA,NA,NA
"2249",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"13534-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",3,NA,NA,NA,NA,NA,"","",NA,NA,"","e6a88e7635af5d188eb48f68e08ae11df7e24222",NA,NA,"","",NA,NA,"",NA,NA,"Saudi Arabia",NA,NA,NA,NA,"Arthur Anker, Patrick Norby, Gustav Paulay",NA,"62BE489F-C13A-463C-B6BB-CAE29032E0E9","2014-09-12T14:14:20.047Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2013,NA,NA,NA,NA,16.79097,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"SAFA-023",10,NA,NA,"","","",NA,"bc4589bf-b422-4572-867b-b24245964867",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"bc4589bf-b422-4572-867b-b24245964867","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",42.19865,NA,NA
"2338",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"6884-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",5,NA,NA,NA,NA,NA,"","",NA,NA,"","8d5c7b529054594f617c0fbe94adb63ff79d7f32",NA,NA,"","",NA,NA,"",NA,NA,"Madagascar",NA,NA,NA,NA,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner",NA,"331634F9-142D-4675-9783-43BD96C05672","2014-09-12T17:05:39.062Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2008,NA,NA,NA,NA,-13.4139,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"MGNW-23",16,NA,NA,"","","",NA,"015e36db-4c7f-4be4-ae8c-5d4fc4931460",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"015e36db-4c7f-4be4-ae8c-5d4fc4931460","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",48.3056,NA,NA
"2438",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"8290-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",2,NA,NA,NA,NA,NA,"","",NA,NA,"","a4225d8f548a1437cbbd36bb252eef4fa561cc96",NA,NA,"","",NA,NA,"",NA,NA,"Australia",NA,NA,NA,NA,"Robert Lasley, François Michonneau",NA,"B260FEA9-8746-439E-AABD-C32E9946DD96","2014-09-12T13:56:06.224Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2009,NA,NA,NA,NA,-14.6805,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"AUST-ST-012",10,NA,NA,"","","",NA,"2d37e3a3-67bc-45c0-9547-9c4b93918adf",NA,NA,"Queensland",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"2d37e3a3-67bc-45c0-9547-9c4b93918adf","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",145.4714,NA,NA
"2486",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"8286-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",2,NA,NA,NA,NA,NA,"","",NA,NA,"","74295d9f4edc236b206fe9d58ef4cfba8134c222",NA,NA,"","",NA,NA,"",NA,NA,"Australia",NA,NA,NA,NA,"Robert Lasley, François Michonneau",NA,"34CBCBF1-8030-4AE0-8835-0483BDD3CFD6","2014-09-12T11:42:42.134Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2009,NA,NA,NA,NA,-14.6805,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"AUST-ST-012",10,NA,NA,"","","",NA,"145b3a4b-0384-4009-bb9b-591f3e8976ae",NA,NA,"Queensland",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"145b3a4b-0384-4009-bb9b-591f3e8976ae","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",145.4714,NA,NA
"2488",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"8398-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",2,NA,NA,NA,NA,NA,"","",NA,NA,"","88165b6a3732695c35a7e579601ed8822374d9d7",NA,NA,"","",NA,NA,"",NA,NA,"Australia",NA,NA,NA,NA,"Robert Lasley",NA,"203D0469-8A9A-4F7C-B48D-07CB29FA3BC2","2014-09-12T11:46:05.996Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"AUST-ST-055",18,NA,NA,"","","",NA,"7bd94bfd-18af-4d5a-9702-f83b947c496a",NA,NA,"Queensland",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"7bd94bfd-18af-4d5a-9702-f83b947c496a","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",NA,NA,NA
"2614",NA,"","",NA,"",NA,NA,NA,"Invertebrate Zoology",NA,"8260-Echinodermata",NA,NA,"","",NA,NA,NA,"","",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",2,NA,NA,NA,NA,NA,"","",NA,NA,"","f42f5ef52b78524866e693be9acce6d86c1abf60",NA,NA,"","",NA,NA,"",NA,NA,"Australia",NA,NA,NA,NA,"Arthur Anker, Robert Lasley",NA,"E812B836-5B47-4BB2-BD22-D1B0A56B2017","2014-09-12T18:35:01.595Z","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,"insignis","","Ludwig",NA,NA,"Aspidochirotida","",NA,NA,"",NA,NA,"Holothuria","Holothuroidea","","",NA,NA,"",NA,NA,NA,NA,"","","Holothuriidae",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,"09/08/2014",NA,"AUST-ST-028",12,NA,NA,"","","",NA,"7cd85db6-b599-41e0-b2e7-8db3975d998b",NA,NA,"Queensland",NA,NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"7cd85db6-b599-41e0-b2e7-8db3975d998b","FLMNH",NA,"",NA,NA,"Holothuria insignis",NA,"","PreservedSpecimen",NA,"",NA,NA,NA
