"","row.number","dwc.individualID","dwc.taxonRemarks","dwc.coordinateUncertaintyInMeters","idigbio.tribe","dwc.endDayOfYear","dwc.scientificNameID","dwc.rights","idigbio.preparationCount","dwc.identificationVerificationStatus","dwc.verbatimTaxonRank","fcc.datePicked","dwc.datasetName","idigbio.recordID","dwc.nameAccordingTo","dwc.samplingEffort","dwc.waterBody","dwc.reproductiveCondition","dwc.nomenclaturalStatus","dwc.dynamicProperties","dwc.group","dwc.typeStatus","dwc.occurrenceRemarks","dcterms.source","dwc.VerbatimEventDate","dwc.identificationRemarks","dwc.associatedMedia","fcc.pickedBy","dwc.minimumDepthInMeters","inhs.formI_males","dwc.year","inhs.vouchered","inhs.location_Stream","inhs.total_females","dcterms.rightsHolder","dwc.vernacularName","dwc.scientificNameAuthorship","dwc.decimalLongitude","dwc.verbatimCoordinateSystem","dwc.identificationQualifier","dwc.kingdom","inhs.superfamily","inhs.location_RiverMile","idigbio.version","dwc.collectionID","dcterms.type","dwc.continent","dwc.verbatimLocality","dwc.bed","dwc.decimalLatitude","inhs.formII_males","dwc.locationRemarks","dwc.stateProvince","dwc.georeferenceVerificationStatus","idigbio.associatedRelationship","dwc.earliestPeriodOrLowestSystem","dwc.locationAccordingTo","dwc.verbatimSRS","dwc.nomenclaturalCode","idigbio.uuid","dwc.associatedSequences","idigbio.endangeredStatus","dwc.minimumElevationInMeters","dwc.georeferenceSources","dwc.footprintWKT","dwc.recordNumber","dwc.associatedOccurrences","dwc.geodeticDatum","dwc.locality","dwc.basisOfRecord","dwc.preparations","dwc.latestAgeOrHighestStage","http...symbiota.org.terms.verbatimScientificName","dwc.recordedBy","dwc.dateIdentified","inhs.live","dwc.ownerInstitutionCode","idigbio.hostFamily","dwc.fieldNotes","dwc.lowestBiostratigraphicZone","idigbio.createdBy","dwc.verbatimCoordinates","dwc.namePublishedIn","idigbio.subfamily","dwc.habitat","idigbio.etag","dwc.occurrenceID","dwc.sex","dwc.institutionID","dwc.latestEpochOrHighestSeries","dwc.informationWithheld","inhs.juv_females","dwc.georeferencedDate","dwc.latestEraOrHighestErathem","dwc.earliestEpochOrLowestSeries","dwc.fieldNumber","dwc.countryCode","idigbio.substrate","dcterms.modified","dwc.taxonID","symbiota.verbatimScientificName","inhs.total_Males","dcterms.rights","dwc.eventID","dcterms.bibliographicCitation","idigbio.subgenus","dwc.catalogNumber","dwc.order","dwc.verbatimDepth","dwc.verbatimLongitude","dwc.verbatimEventDate","dwc.taxonRank","idigbio.barcodeValue","dwc.coordinatePrecision","dwc.locationID","inhs.formII_females","inhs.juv_males","dwc.day","idigbio.associateAuthor","idigbio.preservative","dwc.preparation","dwc.relatedResourceID","inhs.instars_Female","dwc.phylum","dwc.occurrenceStatus","idigbio.associateDeterminedBy","idigbio.associateRelationship","idigbio.associateCommonName","dwc.islandGroup","dwc.infraspecificEpithet","dwc.municipality","idigbio.recordId","idigbio.associateCondition","dwc.identifiedBy","dwc.lithostratigraphicTerms","dcterms.language","dwc.class","inhs.location_Basin","dwc.earliestEraOrLowestErathem","dwc.samplingProtocol","dwc.otherCatalogNumbers","dwc.maximumDepthInMeters","idigbio.associateNotes","dwc.identificationReferences","idigbio.dateModified","dwc.eventTime","inhs.locationTrs","dwc.accessRights","dwc.identificationID","dwc.member","dwc.country","dwc.eventDate","idigbio.recordIds","idigbio.determinationHistory","symbiotaverbatimScientificName","inhs.dead","inhs.instars_Male","dwc.specificEpithet","idigbio.associatedFamily","inhs.juv_undetermined","dwc.latestPeriodOrHighestSystem","dwc.associatedReferences","id","dwc.namePublishedInID","dcterms.reference","dwc.maximumElevationInMeters","dwc.lifeStage","dwc.rightsHolder","dcterms.references","dwc.month","dwc.originalNameUsage","dwc.family","fcc.superfamily","dwc.georeferenceRemarks","fcc.subfamily","dwc.behavior","dwc.previousIdentifications","dwc.eventRemarks","dwc.disposition","dwc.georeferencedBy","dwc.individualCount","inhs.relic","idigbio.associateIdentifier","dwc.earliestAgeOrLowestStage","dwc.genus","dwc.higherGeography","dwc.startDayOfYear","dwc.formation","dcterms.accessRights","dwc.higherClassification","dwc.verbatimLatitude","dwc.subgenus","dwc.georeferenceProtocol","dwc.institutionCode","dwc.dataGeneralizations","dwc.datasetID","dwc.associatedTaxa","dwc.island","dwc.collectionCode","dwc.scientificName","dwc.establishmentMeans","dwc.verbatimElevation","dwc.county"
"1620",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,1986,NA,NA,NA,"",NA,"Brandt",-159.8,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-18.9,NA,"","Cook Islands",NA,NA,NA,NA,NA,"","b8c403ce-ccee-4de2-9e79-0ceab4c37971",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","fd551c487200d19643f51bfb4c72d03ef48648a2","2FA6A159-217B-4D19-AEE9-83783B9908A4","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"1896-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"HAIU-025A",NA,NA,18,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T13:05:26.623Z",NA,NA,NA,NA,NA,"Cook Islands","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","b8c403ce-ccee-4de2-9e79-0ceab4c37971",NA,NA,NA,NA,NA,"",11,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Aitutaki Island"
"1692",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2007,NA,NA,NA,"",NA,"Brandt",55.341389,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-20.9225,NA,"","Mascarene Islands",NA,NA,NA,NA,NA,"","5c0de2db-53c1-4446-a18a-9439ee7e698d",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","9fbb5c137c3116b027d97a5447e7ec668bba7282","E85083CD-34A9-4C67-A276-E49FC851CC8A","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"6422-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"SWIO-5",NA,NA,7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T17:18:26.823Z",NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","5c0de2db-53c1-4446-a18a-9439ee7e698d",NA,NA,NA,NA,NA,"",8,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Reunion Island"
"1719",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2008,NA,NA,NA,"",NA,"Brandt",171.28292,"",NA,"",NA,NA,NA,NA,"","",NA,NA,7.14932,NA,"","Marshall Islands",NA,NA,NA,NA,NA,"","27dd7f98-7bdd-4049-9ebc-7c541c8b4ae7",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"François Michonneau & Sun Kim","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","98f04a55acb6b7841c0afe166ab471f38bdfdf58","0786F836-E77C-4E0B-9A80-329AF7C57C58","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"6753-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"FM-St-MAJ08-06",NA,NA,6,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T18:05:27.814Z",NA,NA,NA,NA,NA,"Republic of the Marshall Islands","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","27dd7f98-7bdd-4049-9ebc-7c541c8b4ae7",NA,NA,NA,NA,NA,"",4,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Majuro Atoll"
"1761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2008,NA,NA,NA,"",NA,"Brandt",144.796052,"",NA,"",NA,NA,NA,NA,"","",NA,NA,13.426695,NA,"","Mariana Islands",NA,NA,NA,NA,NA,"","773f9cb3-8a8d-49e8-b911-e8a939a5fd87",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"François Michonneau","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","7bf5ab592655e0b56c6b8830448650dbd1f31b92","BA2A71E6-CF64-43B3-B7EF-8C77B89ED08D","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"6725-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"FM-St-GU08-03",NA,NA,14,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T13:16:00.279Z",NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","773f9cb3-8a8d-49e8-b911-e8a939a5fd87",NA,NA,NA,NA,NA,"",2,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Guam Island"
"1857",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2007,NA,NA,NA,"",NA,"Brandt",-169.7,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-14.2,NA,"","Samoa Islands",NA,NA,NA,NA,NA,"","98930789-6a0d-4fd0-8cb6-c8e3982daab4",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Sea McKeon","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","48008eac167fba7eb913eec8642a1f56c2a8b1e7","53E4B173-A278-48D8-BA0C-00E1D2CF8B66","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"5033-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"SMOFU-001",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T11:54:18.547Z",NA,NA,NA,NA,NA,"American Samoa","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","98930789-6a0d-4fd0-8cb6-c8e3982daab4",NA,NA,NA,NA,NA,"",2,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Ofu Island"
"1864",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2013,NA,NA,NA,"",NA,"Brandt",41.94432,"",NA,"",NA,NA,NA,NA,"","",NA,NA,16.4892,NA,"","",NA,NA,NA,NA,NA,"","69755ff8-fe35-4f48-b2c6-750397bbbf84",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Arthur Anker, Patrick Norby, Gustav Paulay","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","87a1f818e3572ff81187f4c93c9a2073aa6ebe03","83568202-395F-414A-BB77-D1649D52167A","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"13517-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"SAFA-019",NA,NA,9,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T11:34:45.618Z",NA,NA,NA,NA,NA,"Saudi Arabia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","69755ff8-fe35-4f48-b2c6-750397bbbf84",NA,NA,NA,NA,NA,"",3,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"1870",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2009,NA,NA,NA,"",NA,"Brandt",-149.778576,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-17.473121,NA,"","Society Islands",NA,NA,NA,NA,NA,"","f8db9e42-a156-42bc-8da0-9b2c8637c588",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Sarah McPherson","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","60943b0d53ddbb9867f35212de63693b1568b575","E1C7A726-1B8C-46E5-8E24-F6060EA10080","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"9858-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"BIZ-226",NA,NA,4,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T11:49:09.170Z",NA,NA,NA,NA,NA,"French Polynesia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","f8db9e42-a156-42bc-8da0-9b2c8637c588",NA,NA,NA,NA,NA,"",12,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Moorea Island"
"1916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2009,NA,NA,NA,"",NA,"Brandt",113.7258,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-22.49297,NA,"","Western Australia",NA,NA,NA,NA,NA,"","e587fdd8-244f-436b-afe5-aff5faddccd5",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"François Michonneau","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","3d80e3a46ffb0e6149ac7a7b6b76263ce6f634ef","FB759A71-6CBA-4723-B758-F1257E88487B","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"9542-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"NIN09-St-53",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T09:42:17.071Z",NA,NA,NA,NA,NA,"Australia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","e587fdd8-244f-436b-afe5-aff5faddccd5",NA,NA,NA,NA,NA,"",5,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"1928",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2009,NA,NA,NA,"",NA,"Brandt",166.457452,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-22.313203,NA,"","Province Sud",NA,NA,NA,NA,NA,"","699583f9-a91f-48c7-8bc7-c19c2633ca27",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"François Michonneau","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","2215030648e1b8e6eddb17ffb97f88665a83ae1e","459D9E3C-776C-445F-96F7-8CFF0240FB52","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"8667-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"NC09-St-5",NA,NA,8,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T10:21:18.140Z",NA,NA,NA,NA,NA,"New Caledonia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","699583f9-a91f-48c7-8bc7-c19c2633ca27",NA,NA,NA,NA,NA,"",3,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2001,NA,NA,NA,"",NA,"Brandt",NA,"",NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Tuamotu Islands",NA,NA,NA,NA,NA,"","a6d56c34-ef50-462e-8c42-06abfc7c2d9d",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Meyer, C. P.","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","b3d161b18887fb5d6138777af601ea038ba52e39","586FF869-318F-4F29-A70E-1742A997F1B2","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"326-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"BRNG-045",NA,NA,26,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T16:55:08.559Z",NA,NA,NA,NA,NA,"French Polynesia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","a6d56c34-ef50-462e-8c42-06abfc7c2d9d",NA,NA,NA,NA,NA,"",10,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Rangiroa Atoll"
"2029",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2008,NA,NA,NA,"",NA,"Brandt",162.96682,"",NA,"",NA,NA,NA,NA,"","",NA,NA,5.36173,NA,"","Caroline Islands",NA,NA,NA,NA,NA,"","5e2f2878-f859-4b3c-b109-32829abb834b",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Sun Kim, Alex Kerr, François Michonneau","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","af9e3fd27c271e2b8f810e1f1b7d9d690900618e","706E4CB9-4D01-4871-B983-00A2BFF1C868","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"7029-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"KOSR-08",NA,NA,27,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T17:35:12.041Z",NA,NA,NA,NA,NA,"Federated States of Micronesia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","5e2f2878-f859-4b3c-b109-32829abb834b",NA,NA,NA,NA,NA,"",2,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Kosrae Island"
"2137",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2008,NA,NA,NA,"",NA,"Brandt",163.01986,"",NA,"",NA,NA,NA,NA,"","",NA,NA,5.34222,NA,"","Caroline Islands",NA,NA,NA,NA,NA,"","7c094cdd-b56e-4601-8065-42ffc23e80ec",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Sun Kim, Alex Kerr, François Michonneau","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","b972cb76bb1c4ce864390ead93bc3690cb2ecc7b","778925B0-6DC7-41EA-8EF2-783314001C93","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"6955-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"KOSR-05",NA,NA,25,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T09:25:18.964Z",NA,NA,NA,NA,NA,"Federated States of Micronesia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","7c094cdd-b56e-4601-8065-42ffc23e80ec",NA,NA,NA,NA,NA,"",2,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Kosrae Island"
"2205",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2013,NA,NA,NA,"",NA,"Brandt",103.851316666667,"",NA,"",NA,NA,NA,NA,"","",NA,NA,1.2186,NA,"","",NA,NA,NA,NA,NA,"","961bdc35-70a6-4d6f-b8e7-10a3293c5eca",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Nathaniel Evans","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","64c351ec43a366571c5933672e7fecc356d7ef07","E47E99BF-CEC0-4624-B5DA-253DE6C5FC85","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"13668-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"SW13",NA,NA,21,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T15:57:03.647Z",NA,NA,NA,NA,NA,"Singapore","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","961bdc35-70a6-4d6f-b8e7-10a3293c5eca",NA,NA,NA,NA,NA,"",5,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"2287",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2008,NA,NA,NA,"",NA,"Brandt",163.01986,"",NA,"",NA,NA,NA,NA,"","",NA,NA,5.34222,NA,"","Caroline Islands",NA,NA,NA,NA,NA,"","fd0802b0-e981-4de3-b3af-b19b56006e33",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Sun Kim, Alex Kerr, François Michonneau","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","df9f5295e35c0745f7856ed3dc843e0cbfbc5357","F206AA59-EDFB-4CEE-B0A4-8C8E4874F37D","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"6946-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"KOSR-05",NA,NA,25,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T10:39:00.254Z",NA,NA,NA,NA,NA,"Federated States of Micronesia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","fd0802b0-e981-4de3-b3af-b19b56006e33",NA,NA,NA,NA,NA,"",2,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Kosrae Island"
"2292",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2008,NA,NA,NA,"",NA,"Brandt",171.15209,"",NA,"",NA,NA,NA,NA,"","",NA,NA,7.08353,NA,"","Marshall Islands",NA,NA,NA,NA,NA,"","7def9a60-587f-4a8a-8b94-7b0008e2656a",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"François Michonneau & Sun Kim","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","96132b0030ab18748d9562c745ef8829294049cc","9BEB02D1-8FF0-485A-900A-F90D6EB4146E","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"6772-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"FM-St-MAJ08-04",NA,NA,5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T12:52:57.100Z",NA,NA,NA,NA,NA,"Republic of the Marshall Islands","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","7def9a60-587f-4a8a-8b94-7b0008e2656a",NA,NA,NA,NA,NA,"",4,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Majuro Atoll"
