"","dwc.collectionID","inhs.formII_females","dwc.higherClassification","idigbio.associateIdentifier","inhs.vouchered","dwc.earliestEraOrLowestErathem","dwc.institutionCode","fcc.datePicked","dwc.collectionCode","dwc.rightsHolder","idigbio.dateModified","fcc.subfamily","inhs.formII_males","dwc.typeStatus","dwc.namePublishedIn","dwc.verbatimCoordinateSystem","dwc.scientificName","inhs.instars_Female","dcterms.rights","inhs.location_Stream","dwc.relatedResourceID","dwc.member","dwc.identificationRemarks","dwc.lowestBiostratigraphicZone","dwc.coordinatePrecision","dwc.georeferenceRemarks","idigbio.hostFamily","inhs.juv_undetermined","dcterms.accessRights","dwc.georeferenceVerificationStatus","dwc.latestEpochOrHighestSeries","dcterms.source","dwc.taxonID","fcc.pickedBy","idigbio.barcodeValue","inhs.relic","inhs.live","dwc.verbatimLocality","inhs.dead","dwc.startDayOfYear","idigbio.tribe","dwc.basisOfRecord","dwc.dataGeneralizations","dwc.institutionID","dwc.informationWithheld","dwc.disposition","idigbio.preservative","dwc.associatedOccurrences","idigbio.recordIds","dwc.vernacularName","dwc.nameAccordingTo","dwc.family","dwc.identifiedBy","dwc.georeferencedDate","dwc.waterBody","inhs.location_Basin","dwc.minimumDepthInMeters","dwc.reproductiveCondition","inhs.formI_males","dwc.lithostratigraphicTerms","dwc.samplingEffort","dwc.verbatimElevation","dwc.specificEpithet","idigbio.recordId","dwc.locationAccordingTo","dwc.locationRemarks","inhs.juv_females","dwc.earliestEpochOrLowestSeries","dwc.associatedMedia","id","idigbio.associateAuthor","idigbio.subfamily","dcterms.rightsHolder","dwc.fieldNotes","dwc.latestAgeOrHighestStage","dwc.phylum","dwc.taxonRank","idigbio.associateRelationship","inhs.total_females","dwc.kingdom","dwc.municipality","dwc.minimumElevationInMeters","dwc.behavior","dwc.endDayOfYear","dwc.verbatimDepth","dwc.class","dwc.associatedTaxa","dwc.associatedReferences","dwc.previousIdentifications","dwc.identificationReferences","dwc.scientificNameID","symbiota.verbatimScientificName","dwc.eventID","dwc.verbatimLongitude","idigbio.associateCondition","dwc.day","dwc.taxonRemarks","dwc.VerbatimEventDate","dwc.infraspecificEpithet","idigbio.associateDeterminedBy","idigbio.associateNotes","idigbio.etag","dwc.preparation","dwc.verbatimLatitude","fcc.superfamily","dwc.bed","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dwc.island","dwc.identificationID","dwc.higherGeography","dcterms.modified","dwc.month","dwc.scientificNameAuthorship","dwc.originalNameUsage","idigbio.determinationHistory","dwc.decimalLongitude","dwc.order","dwc.identificationVerificationStatus","dwc.earliestPeriodOrLowestSystem","dwc.locality","dwc.occurrenceRemarks","dwc.datasetName","dwc.accessRights","dwc.year","inhs.juv_males","dwc.georeferencedBy","dwc.samplingProtocol","idigbio.uuid","http...symbiota.org.terms.verbatimScientificName","dcterms.reference","inhs.total_Males","dwc.latestEraOrHighestErathem","dwc.ownerInstitutionCode","dwc.establishmentMeans","dcterms.type","dcterms.bibliographicCitation","dwc.subgenus","dwc.decimalLatitude","dwc.dateIdentified","idigbio.subgenus","dwc.geodeticDatum","dwc.stateProvince","row.number","idigbio.version","dwc.occurrenceStatus","dwc.datasetID","dwc.eventDate","idigbio.recordID","idigbio.endangeredStatus","dwc.maximumDepthInMeters","inhs.location_RiverMile","dwc.coordinateUncertaintyInMeters","dwc.identificationQualifier","dwc.namePublishedInID","dwc.associatedSequences","dwc.rights","inhs.superfamily","dwc.recordedBy","dwc.nomenclaturalStatus","idigbio.substrate","symbiotaverbatimScientificName","inhs.instars_Male","dwc.locationID","dwc.nomenclaturalCode","dwc.group","dwc.individualCount","dcterms.references","idigbio.createdBy","inhs.locationTrs","dwc.sex","dwc.verbatimCoordinates","dwc.otherCatalogNumbers","dwc.county","dwc.continent","idigbio.associateCommonName","dwc.eventTime","dwc.maximumElevationInMeters","dcterms.language","dwc.habitat","idigbio.associatedRelationship","dwc.georeferenceProtocol","dwc.lifeStage","dwc.catalogNumber","dwc.occurrenceID","dwc.eventRemarks","dwc.latestPeriodOrHighestSystem","dwc.countryCode","dwc.individualID","idigbio.associatedFamily","dwc.recordNumber","dwc.verbatimEventDate","dwc.formation","dwc.islandGroup","dwc.genus","dwc.dynamicProperties","dwc.preparations","dwc.country","dwc.verbatimTaxonRank","dwc.fieldNumber","idigbio.preparationCount","dwc.footprintWKT","dwc.verbatimSRS"
"2160",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T11:50:28.308Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","43f81edc-9a21-4a05-a2a0-93c799871c07",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,11,NA,NA,"",NA,NA,"b038a5964100bf153c809b4c568a8cda4848d1ab",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",12,"Selenka",NA,NA,138.0557,"Aspidochirotida","",NA,"",NA,NA,NA,2009,NA,"","","43f81edc-9a21-4a05-a2a0-93c799871c07",NA,NA,NA,NA,"",NA,"",NA,NA,9.332,"",NA,"","Caroline Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sun Kim",NA,NA,NA,NA,"Kim-YAP-St-03","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Yap Island","",NA,NA,NA,"","",NA,"",NA,"11425-Echinodermata","D3CCA682-3D34-4E51-A0B2-B79D1C3100CD","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Federated States of Micronesia",NA,"",NA,NA,NA
"2163",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:02:41.469Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","abddc147-11a5-489f-9662-cc544c2ad808",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,22,NA,NA,"",NA,NA,"2e93d233e51cdbfcdf11a6453e0808b3f2b9fcc0",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,145.820999,"Aspidochirotida","",NA,"",NA,NA,NA,2012,NA,"","","abddc147-11a5-489f-9662-cc544c2ad808",NA,NA,NA,NA,"",NA,"",NA,NA,-5.133667,"",NA,"","Madang Province",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hugh Morrison, François Michonneau, Daisuke Uyeno, Inga Meyer-Wachsmuth",NA,NA,NA,NA,"PR78","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"14877-Echinodermata","9F34E122-EBB0-4F3F-9052-F3D60E0C56ED","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Papua New Guinea",NA,"",NA,NA,NA
"2218",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T16:22:06.875Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","713a5fc8-d23d-468d-92ed-5da99131880a",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,9,NA,NA,"",NA,NA,"4da6b05532b77dbe0b89ebe4209ccd503bb34604",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",8,"Selenka",NA,NA,55.2216,"Aspidochirotida","",NA,"",NA,NA,NA,2007,NA,"","","713a5fc8-d23d-468d-92ed-5da99131880a",NA,NA,NA,NA,"",NA,"",NA,NA,-21.087166,"",NA,"","Mascarene Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,NA,NA,NA,"SWIO-9","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Reunion Island","",NA,NA,NA,"","",NA,"",NA,"6619-Echinodermata","2260D1FC-112A-42B6-9648-A2C6A7EE6535","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"2238",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T17:34:53.002Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","51a7f8d5-c79f-4e7f-999e-8175f68f2314",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"5aff7660f19997002e275eb8603b833ca384a330",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",1,"Selenka",NA,NA,-140.12067,"Aspidochirotida","",NA,"",NA,NA,NA,2012,NA,"","","51a7f8d5-c79f-4e7f-999e-8175f68f2314",NA,NA,NA,NA,"",NA,"",NA,NA,-8.93718,"",NA,"","Marquesas Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Starmer",NA,NA,NA,NA,"MQ-02","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"14027-Echinodermata","356F92DF-C4BD-4E13-9889-DDA6FF95646D","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","French Polynesia",NA,"",NA,NA,NA
"2273",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T09:07:47.197Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","90802e16-96c2-4bdb-9d82-0149e5325133",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,6,NA,NA,"",NA,NA,"ff9b19493fe1641c050ca3915ec792700db9b65f",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",8,"Selenka",NA,NA,55.248889,"Aspidochirotida","",NA,"",NA,NA,NA,2007,NA,"","","90802e16-96c2-4bdb-9d82-0149e5325133",NA,NA,NA,NA,"",NA,"",NA,NA,-21.107222,"",NA,"","Mascarene Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau, Gustav Paulay & John Slapcinsky",NA,NA,NA,NA,"SWIO-2","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Reunion Island","",NA,NA,NA,"","",NA,"",NA,"6398-Echinodermata","6FDCA89C-6FB5-4A90-8AEA-A8CD9F7067EA","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"2288",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:39:47.741Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","69e259d9-c719-44e0-81c6-a43bdbcc8be0",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,10,NA,NA,"",NA,NA,"1b07ae54df59bfd23366dc4661728da44110298a",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",7,"Selenka",NA,NA,123.802599,"Aspidochirotida","",NA,"",NA,NA,NA,2010,NA,"","","69e259d9-c719-44e0-81c6-a43bdbcc8be0",NA,NA,NA,NA,"",NA,"",NA,NA,24.421202,"",NA,"","Okinawa Prefecture",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nat Evans, Francois Michonneau",NA,NA,NA,NA,"GUOK10-St-067","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Iriomote Island","",NA,NA,NA,"","",NA,"",NA,"10532-Echinodermata","81AFE970-EF9C-49CE-8609-9F98DA8E7257","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Japan",NA,"",NA,NA,NA
"2290",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:46:53.250Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","d6a10a35-5ff6-47d9-99cd-73d96be7f12d",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,8,NA,NA,"",NA,NA,"74cfdd11356e4edac4158b430c77f4db5eca3f9e",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",10,"Selenka",NA,NA,177.972266666667,"Aspidochirotida","",NA,"",NA,NA,NA,2001,NA,"","","d6a10a35-5ff6-47d9-99cd-73d96be7f12d",NA,NA,NA,NA,"",NA,"",NA,NA,-18.3725333333333,"",NA,"","Fiji Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bonito, V.",NA,NA,NA,NA,"LAK-012A","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Viti Levu Island","",NA,NA,NA,"","",NA,"",NA,"450-Echinodermata","2C426C83-E189-4E2B-8479-2700B20CFF76","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Fiji",NA,"",NA,NA,NA
"2465",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:52:31.963Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","fbc75d6d-bb4a-403c-b9a8-b62d9147ae47",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,2,NA,NA,"",NA,NA,"f7bdce512eed77f40caa9537ac850287310697b1",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",3,"Selenka",NA,NA,-157.788783333333,"Aspidochirotida","",NA,"",NA,NA,NA,2006,NA,"","","fbc75d6d-bb4a-403c-b9a8-b62d9147ae47",NA,NA,NA,NA,"",NA,"",NA,NA,21.4352833333333,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. Meyer, G. Paulay, L. Rocha",NA,NA,NA,NA,"GP-Loc-855","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Oahu Island","",NA,NA,NA,"","",NA,"",NA,"4821-Echinodermata","D5E40032-4195-4BF7-AB50-6E7243EE6E9E","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"2500",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:05:05.244Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","98825f11-613f-4048-89c4-7ebeaee53174",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,30,NA,NA,"",NA,NA,"929b4a1b819ee1f9767c6eed7bffc9ede1bd7d6c",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,NA,"Aspidochirotida","",NA,"",NA,NA,NA,2006,NA,"","","98825f11-613f-4048-89c4-7ebeaee53174",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","Cebu",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laurie Raymundo",NA,NA,NA,NA,"SEMP-12","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"5696-Echinodermata","83DCFD3A-EC0A-479E-9446-1BC477F144D4","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Philippines",NA,"",NA,NA,NA
"2507",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T09:34:45.358Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","9ae8a2fb-21cf-4df0-8e66-ad7bca7dcf7f",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,4,NA,NA,"",NA,NA,"d660d764641e5f65095eb83b2a024022a0851958",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",4,"Selenka",NA,NA,171.03608,"Aspidochirotida","",NA,"",NA,NA,NA,2008,NA,"","","9ae8a2fb-21cf-4df0-8e66-ad7bca7dcf7f",NA,NA,NA,NA,"",NA,"",NA,NA,7.16517,"",NA,"","Marshall Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"François Michonneau & Sun Kim",NA,NA,NA,NA,"FM-St-MAJ08-02","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Majuro Atoll","",NA,NA,NA,"","",NA,"",NA,"6788-Echinodermata","BB445FC0-238B-4F02-8917-7F11042BFB52","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Republic of the Marshall Islands",NA,"",NA,NA,NA
"2522",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:16:11.984Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","ec876461-2a5f-4f99-8911-3d3064e628b6",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,29,NA,NA,"",NA,NA,"2807d7d17aed9ec73de5c345bbcf9500979bf148",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,-169.9,"Aspidochirotida","",NA,"",NA,NA,NA,1985,NA,"","","ec876461-2a5f-4f99-8911-3d3064e628b6",NA,NA,NA,NA,"",NA,"",NA,NA,-19.1,"",NA,"","Niue Island",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulay, G.",NA,NA,NA,NA,"HNIUE-020","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Niue Island","",NA,NA,NA,"","",NA,"",NA,"1496-Echinodermata","3BE1FC27-F090-46EA-A927-584041497AB5","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Niue Island",NA,"",NA,NA,NA
"2523",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:20:18.806Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","65cadde3-5abe-4728-83fe-3c0f8201bbc7",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,14,NA,NA,"",NA,NA,"250c2928e2caa158e192485a58cbaa6a4136e287",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,120.8167,"Aspidochirotida","",NA,"",NA,NA,NA,2005,NA,"","","65cadde3-5abe-4728-83fe-3c0f8201bbc7",NA,NA,NA,NA,"",NA,"",NA,NA,21.9333,"",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Netchy, K. & Lasley, R.",NA,NA,NA,NA,"KNRL-030","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"4102-Echinodermata","E43DBC5C-1A95-41AF-8799-D817E1C70690","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Taiwan",NA,"",NA,NA,NA
"2537",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:30:56.302Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","b353a5a1-16f1-440c-922d-f953f51674bc",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,14,NA,NA,"",NA,NA,"ea00297e363c47198df34aa7f80ffd78a19c7b12",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",8,"Selenka",NA,NA,55.229444,"Aspidochirotida","",NA,"",NA,NA,NA,2007,NA,"","","b353a5a1-16f1-440c-922d-f953f51674bc",NA,NA,NA,NA,"",NA,"",NA,NA,-21.090833,"",NA,"","Mascarene Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,NA,NA,NA,"SWIO-18","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Reunion Island","",NA,NA,NA,"","",NA,"",NA,"6559-Echinodermata","2DA89B6C-2252-4BCB-9F3B-87B6C0B5B580","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"2546",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T13:23:49.094Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","25e458dd-12c3-4afc-94aa-22a1afff4bf0",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,23,NA,NA,"",NA,NA,"0e441ce08535839a3247beb4fafd3afdb4f2ebb4",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",4,"Selenka",NA,NA,NA,"Aspidochirotida","",NA,"",NA,NA,NA,1999,NA,"","","25e458dd-12c3-4afc-94aa-22a1afff4bf0",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pittman, C.",NA,NA,NA,NA,"ZZZ-088994","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Maui Island","",NA,NA,NA,"","",NA,"",NA,"1845-Echinodermata","67743B72-E8B0-4663-9E98-1377496DFB29","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
