"","dwc.locationRemarks","idigbio.etag","inhs.juv_females","dwc.verbatimSRS","dwc.catalogNumber","dwc.latestPeriodOrHighestSystem","dwc.stateProvince","dwc.identificationVerificationStatus","dwc.verbatimLocality","dwc.preparation","dwc.occurrenceStatus","inhs.instars_Female","dwc.minimumElevationInMeters","dwc.verbatimElevation","dwc.locality","dwc.otherCatalogNumbers","dwc.georeferencedBy","dwc.scientificName","inhs.formII_males","fcc.subfamily","idigbio.associateCondition","idigbio.barcodeValue","dwc.family","dwc.dataGeneralizations","dwc.verbatimDepth","dwc.associatedMedia","dwc.originalNameUsage","dwc.endDayOfYear","idigbio.determinationHistory","dwc.day","dwc.order","symbiotaverbatimScientificName","dcterms.rightsHolder","dwc.informationWithheld","dcterms.rights","idigbio.preservative","dcterms.modified","inhs.location_Stream","dwc.associatedTaxa","dwc.bed","dwc.latestAgeOrHighestStage","inhs.live","dwc.institutionCode","dwc.dateIdentified","dwc.geodeticDatum","dwc.continent","dwc.waterBody","dwc.earliestAgeOrLowestStage","dwc.occurrenceID","dwc.class","dwc.lithostratigraphicTerms","dwc.phylum","inhs.formII_females","dwc.verbatimTaxonRank","dwc.behavior","dwc.sex","idigbio.recordIds","dwc.identifiedBy","dwc.year","idigbio.uuid","dwc.recordedBy","dwc.subgenus","dwc.earliestEraOrLowestErathem","dwc.associatedReferences","dwc.group","dwc.nomenclaturalStatus","dwc.rights","dwc.higherGeography","dwc.nomenclaturalCode","dwc.coordinatePrecision","dcterms.source","dwc.formation","dwc.accessRights","dwc.scientificNameID","dwc.preparations","dwc.islandGroup","dwc.individualID","dwc.collectionID","dwc.startDayOfYear","dwc.countryCode","dwc.genus","idigbio.associateIdentifier","dwc.georeferenceRemarks","dwc.kingdom","dwc.decimalLatitude","dwc.latestEraOrHighestErathem","inhs.formI_males","symbiota.verbatimScientificName","dwc.minimumDepthInMeters","dwc.previousIdentifications","dcterms.language","dwc.lifeStage","inhs.juv_males","dcterms.type","dwc.taxonRemarks","inhs.location_Basin","dwc.samplingProtocol","dwc.georeferenceSources","dwc.identificationRemarks","idigbio.subfamily","dwc.fieldNumber","dwc.maximumElevationInMeters","inhs.superfamily","dwc.scientificNameAuthorship","dwc.fieldNotes","dwc.identificationReferences","dwc.dynamicProperties","dwc.decimalLongitude","dwc.eventID","dwc.collectionCode","dwc.county","inhs.instars_Male","dwc.taxonRank","dwc.taxonID","idigbio.substrate","dwc.occurrenceRemarks","dwc.associatedOccurrences","dwc.establishmentMeans","dwc.samplingEffort","dwc.locationID","dwc.identificationQualifier","idigbio.associatedFamily","idigbio.recordID","idigbio.endangeredStatus","dwc.maximumDepthInMeters","dwc.island","dwc.nameAccordingTo","dwc.eventTime","idigbio.preparationCount","inhs.relic","idigbio.associateCommonName","idigbio.associateAuthor","inhs.total_Males","fcc.datePicked","dwc.datasetID","dwc.coordinateUncertaintyInMeters","dwc.disposition","dwc.infraspecificEpithet","dwc.georeferenceVerificationStatus","idigbio.associateRelationship","fcc.superfamily","dwc.verbatimCoordinates","dwc.verbatimLongitude","dwc.eventRemarks","dwc.earliestEpochOrLowestSeries","dwc.higherClassification","dwc.identificationID","dwc.basisOfRecord","inhs.total_females","idigbio.subgenus","idigbio.associateDeterminedBy","idigbio.createdBy","dwc.member","inhs.locationTrs","dwc.relatedResourceID","dwc.lowestBiostratigraphicZone","dwc.georeferencedDate","dwc.verbatimCoordinateSystem","dwc.month","dwc.verbatimLatitude","dwc.typeStatus","dwc.individualCount","dcterms.bibliographicCitation","idigbio.recordId","dwc.recordNumber","id","http...symbiota.org.terms.verbatimScientificName","dwc.associatedSequences","dwc.latestEpochOrHighestSeries","dwc.eventDate","dwc.vernacularName","inhs.juv_undetermined","dwc.namePublishedIn","fcc.pickedBy","dwc.ownerInstitutionCode","inhs.vouchered","dcterms.reference","dwc.institutionID","idigbio.tribe","dcterms.references","dwc.country","dwc.datasetName","idigbio.version","dwc.municipality","idigbio.associatedRelationship","dwc.namePublishedInID","dwc.VerbatimEventDate","dwc.earliestPeriodOrLowestSystem","idigbio.associateNotes","dwc.reproductiveCondition","dwc.verbatimEventDate","dcterms.accessRights","dwc.rightsHolder","dwc.habitat","dwc.georeferenceProtocol","inhs.dead","inhs.location_RiverMile","dwc.locationAccordingTo","idigbio.dateModified","row.number","dwc.specificEpithet","dwc.footprintWKT","idigbio.hostFamily"
"2251","","beeb6c04041559ac168b1a3ef1f971b70a45a97b",NA,NA,"6588-Echinodermata",NA,"Mascarene Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,17,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"549D1434-73B7-499D-AE1C-170352145376","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2007,"b0c76c71-37a6-4d8c-9a23-020610ca2c4a","Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-21.085556,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",55.220556,NA,"Invertebrate Zoology","Reunion Island",NA,NA,NA,NA,NA,"",NA,NA,"SWIO-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",8,"","",NA,NA,NA,"","b0c76c71-37a6-4d8c-9a23-020610ca2c4a",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T14:17:56.875Z",NA,"impatiens",NA,NA
"2252","","cf8ee7b8d214902151067d847820eccfed039bb0",NA,NA,"596-Echinodermata",NA,"Society Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,26,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"59B306DE-B55B-4BF8-92E6-A1C383520152","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2001,"00f68441-db44-4eee-b8fe-55ece76e2bc2","Paulay, G.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-17.5,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-149.8,NA,"Invertebrate Zoology","Moorea Island",NA,NA,NA,NA,NA,"",NA,NA,"BMOO-033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",10,"","",NA,NA,NA,"","00f68441-db44-4eee-b8fe-55ece76e2bc2",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T14:19:42.974Z",NA,"impatiens",NA,NA
"2253","","2e417e856e5490fc66c50c6dda6340f5c02587f3",NA,NA,"12290-Echinodermata",NA,"Mariana Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,5,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"F2E6A34D-A45E-4A4F-9C63-14FBC1956CE7","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",1975,"26ec2e24-fe80-4ea4-94a1-c0a50d33bb8c","F. Rowe",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",13.5,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",144.8,NA,"Invertebrate Zoology","Guam Island",NA,NA,NA,NA,NA,"",NA,NA,"UGI-Station-305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",4,"","",NA,NA,NA,"","26ec2e24-fe80-4ea4-94a1-c0a50d33bb8c",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T17:48:57.472Z",NA,"impatiens",NA,NA
"2257","","2b619fcc4df411fa3eba8dd6885841d50560aac5",NA,NA,"460-Echinodermata",NA,"Fiji Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,10,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"1AC8D9C5-9C77-4161-BEE5-FF4F0E7C6DBF","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2001,"e206d3d9-0fa9-433f-9832-10e7ede25132","Kirkendale, L. & Bonito, V.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-18.1788166666667,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",178.457433333333,NA,"Invertebrate Zoology","Viti Levu Island",NA,NA,NA,NA,NA,"",NA,NA,"LAK-015B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",11,"","",NA,NA,NA,"","e206d3d9-0fa9-433f-9832-10e7ede25132",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T16:30:56.793Z",NA,"impatiens",NA,NA
"2258","","fa9b75fdff950511d544edad4441f45f9fcf107b",NA,NA,"15021-Echinodermata",NA,"Madang Province","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,1,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"D3C01124-00F1-45CC-B96B-01EE7EF2F6A4","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2012,"861986e5-29e8-47b0-9520-293974b56f8a","Pierre Laboutte, Anthony Berberian, Line Le Gall",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-5.116667,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",145.823334,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"PR145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",12,"","",NA,NA,NA,"","861986e5-29e8-47b0-9520-293974b56f8a",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T15:07:30.380Z",NA,"impatiens",NA,NA
"2267","","d415225b1135c85c8312d529491b6be28858a76f",NA,NA,"8336-Echinodermata",NA,"Queensland","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,15,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"8FDDFCA4-494C-47B4-B942-884C64F389BC","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2009,"40f8c461-0871-4286-b724-d7781c5508df","François Michonneau, Molly Timmers",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",NA,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"AUST-ST-045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","40f8c461-0871-4286-b724-d7781c5508df",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T14:44:46.107Z",NA,"impatiens",NA,NA
"2275","","35b7cafda7e166e09d97a52742ca34bb8e1d8524",NA,NA,"4264-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,26,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"23DDCF4B-5B5D-4D64-B312-4A231B982912","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2005,"edc5f80e-53a7-44fe-bf8f-23882b2fad8b","V. Bonito, M. Claereboudt, G. Paulay",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",23.626,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",58.481,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"GP-Loc-819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",1,"","",NA,NA,NA,"","edc5f80e-53a7-44fe-bf8f-23882b2fad8b",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T09:09:56.994Z",NA,"impatiens",NA,NA
"2286","","66d2ce1d546a66c583a3e842a20c93d58a9161b6",NA,NA,"10050-Echinodermata",NA,"Queensland","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,17,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"F73AE930-A4FB-4352-9634-AA73F3B6EC93","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2009,"a6729f5c-c356-43fe-b8ad-1e868e156fbe","",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-23.4732833333333,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",151.950466666667,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"HI09-041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",11,"","",NA,NA,NA,"","a6729f5c-c356-43fe-b8ad-1e868e156fbe",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T10:36:08.180Z",NA,"impatiens",NA,NA
"2303","","0a5179c750219931b9e983cb4e7be2b1bbdc6522",NA,NA,"8690-Echinodermata",NA,"Society Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,23,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"216E82CE-CB1D-488C-8775-133EB54C214A","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"472c5b22-dfd3-44ba-9616-5a078c90f1e1","C. Meyer, S. McKeon, J. Moore, S. Fay, G. Paulay, Albert",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-17.51448,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-149.7616,NA,"Invertebrate Zoology","Moorea Island",NA,NA,NA,NA,NA,"",NA,NA,"MIB_112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",10,"","",NA,NA,NA,"","472c5b22-dfd3-44ba-9616-5a078c90f1e1",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T13:16:12.987Z",NA,"impatiens",NA,NA
"2311","","6fefde4fa4e8f17e4cc0fe7dba7253a42077e649",NA,NA,"5634-Echinodermata",NA,"Bohol","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,13,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"E0D9CCE5-FA32-432C-A5A2-9A5E0430B487","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2006,"9937e381-7c08-4beb-9774-5d253a22f7a8","Kris Netchy & Alex Kerr",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",NA,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"SEMP-35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",6,"","",NA,NA,NA,"","9937e381-7c08-4beb-9774-5d253a22f7a8",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T15:55:34.828Z",NA,"impatiens",NA,NA
"2439","","79d1e059fce1eed7a119eadbf4990850b2bb4c00",NA,NA,"12658-Echinodermata",NA,"Kosrae Island","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,26,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"D70DCD05-DFCE-4A48-82F2-1926898A1A1C","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",1979,"368cd478-bd79-42d2-9b39-89de62aea9bd","R. K. Kropp",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",NA,NA,"Invertebrate Zoology","Kosrae Island",NA,NA,NA,NA,NA,"",NA,NA,"Kropp-1979-05-26a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",5,"","",NA,NA,NA,"","368cd478-bd79-42d2-9b39-89de62aea9bd",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T14:03:37.639Z",NA,"impatiens",NA,NA
"2448","","f29da53853742ca75946a3304d797c238873eeac",NA,NA,"14865-Echinodermata",NA,"Madang Province","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,21,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"182882DB-3E42-4A09-8C18-57F85AF95D66","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2012,"6c64e782-1ad9-439d-a809-3b850b8b068d","Hugh Morrison, François Michonneau, Daisuke Uyeno, Vanessa Knutson",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-5.179167,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",145.828171,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"PR71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",11,"","",NA,NA,NA,"","6c64e782-1ad9-439d-a809-3b850b8b068d",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T16:43:01.770Z",NA,"impatiens",NA,NA
"2461","","00f9a9df6f1a4d9e7d2e41b5802346c1aa07543b",NA,NA,"8364-Echinodermata",NA,"Queensland","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,16,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"D1FC00A6-920F-4848-84C2-D8B752F355C8","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2009,"74cfb3c7-996d-4362-be73-56c744157892","Robert Lasley, François Michonneau",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-14.7746,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",145.3673,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"AUST-ST-046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","74cfb3c7-996d-4362-be73-56c744157892",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T12:38:08.538Z",NA,"impatiens",NA,NA
"2463","","3b30c51474acef9b5d7716c3bc174885ab9fda30",NA,NA,"6712-Echinodermata",NA,"Mariana Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,6,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"650ADD9F-973A-4B01-995F-21864EAD73C8","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"1f3ef14f-d8f4-4bf7-90c8-40962a879e11","François Michonneau",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",13.479906,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",144.726632,NA,"Invertebrate Zoology","Guam Island",NA,NA,NA,NA,NA,"",NA,NA,"FM-St-GU08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","1f3ef14f-d8f4-4bf7-90c8-40962a879e11",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T12:39:01.949Z",NA,"impatiens",NA,NA
"2469","","2e81af6befff29482edef5cb63a8e885044798be",NA,NA,"11427-Echinodermata",NA,"Caroline Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,11,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"FAE39484-A433-4C31-8B86-482ECE7BC9AC","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2009,"33871255-d5b7-44bb-90ce-617b628cfaad","Sun Kim",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",9.3329,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",138.0557,NA,"Invertebrate Zoology","Yap Island",NA,NA,NA,NA,NA,"",NA,NA,"Kim-YAP-St-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",12,"","",NA,NA,NA,"","33871255-d5b7-44bb-90ce-617b628cfaad",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Federated States of Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T14:34:46.995Z",NA,"impatiens",NA,NA
