"","dwc.identificationQualifier","idigbio.associateIdentifier","dwc.previousIdentifications","dwc.group","dwc.habitat","idigbio.barcodeValue","dwc.locationAccordingTo","idigbio.tribe","dwc.taxonID","dwc.decimalLongitude","dwc.datasetID","dwc.taxonRank","dwc.preparation","inhs.juv_males","dwc.georeferencedDate","symbiota.verbatimScientificName","dwc.locationRemarks","dwc.waterBody","idigbio.preparationCount","inhs.relic","inhs.location_Stream","dwc.associatedReferences","dwc.verbatimLongitude","dcterms.rightsHolder","dwc.higherGeography","dwc.recordedBy","id","inhs.juv_females","idigbio.associateAuthor","dwc.decimalLatitude","dwc.locationID","dwc.establishmentMeans","idigbio.associateNotes","dwc.namePublishedIn","dwc.associatedMedia","idigbio.associateCommonName","dwc.locality","dcterms.bibliographicCitation","dwc.eventDate","dwc.individualID","dwc.identificationVerificationStatus","dwc.coordinatePrecision","dwc.behavior","dwc.stateProvince","inhs.superfamily","dwc.maximumDepthInMeters","dwc.genus","dwc.identificationReferences","dwc.reproductiveCondition","idigbio.substrate","idigbio.preservative","dwc.municipality","dwc.nomenclaturalStatus","inhs.formII_males","idigbio.createdBy","dwc.earliestAgeOrLowestStage","dwc.institutionCode","fcc.subfamily","dwc.basisOfRecord","dwc.individualCount","dwc.phylum","dwc.class","dwc.latestEpochOrHighestSeries","dwc.earliestEraOrLowestErathem","dwc.year","dwc.member","inhs.juv_undetermined","dwc.lifeStage","idigbio.subgenus","dwc.scientificName","dwc.dataGeneralizations","dwc.subgenus","dwc.verbatimLocality","dwc.samplingProtocol","dcterms.type","dwc.catalogNumber","idigbio.uuid","dwc.islandGroup","inhs.total_females","dwc.datasetName","idigbio.associateDeterminedBy","dwc.maximumElevationInMeters","dwc.fieldNotes","dwc.continent","dcterms.source","dwc.verbatimLatitude","dwc.county","dwc.eventRemarks","dwc.countryCode","idigbio.dateModified","dwc.collectionID","dwc.startDayOfYear","dcterms.reference","idigbio.version","idigbio.endangeredStatus","inhs.locationTrs","dwc.georeferenceProtocol","dwc.nomenclaturalCode","idigbio.etag","dwc.taxonRemarks","dwc.namePublishedInID","inhs.dead","dwc.VerbatimEventDate","dwc.verbatimDepth","fcc.superfamily","dwc.preparations","dwc.formation","dwc.georeferenceRemarks","dwc.collectionCode","dwc.minimumElevationInMeters","dwc.sex","dwc.associatedTaxa","inhs.instars_Female","dwc.footprintWKT","dwc.kingdom","dwc.relatedResourceID","fcc.pickedBy","idigbio.determinationHistory","dwc.occurrenceRemarks","dwc.bed","inhs.formII_females","idigbio.recordIds","dwc.month","dwc.earliestPeriodOrLowestSystem","dwc.associatedOccurrences","dwc.samplingEffort","dwc.scientificNameID","dwc.georeferenceSources","dwc.typeStatus","dwc.nameAccordingTo","fcc.datePicked","dwc.earliestEpochOrLowestSeries","dcterms.accessRights","idigbio.associatedRelationship","dwc.occurrenceID","inhs.location_Basin","idigbio.subfamily","dwc.higherClassification","dcterms.rights","dwc.institutionID","dwc.vernacularName","inhs.live","dwc.family","inhs.instars_Male","dwc.ownerInstitutionCode","dwc.dynamicProperties","dwc.verbatimCoordinates","symbiotaverbatimScientificName","dwc.accessRights","dwc.island","dwc.rightsHolder","dwc.fieldNumber","row.number","dwc.geodeticDatum","dwc.rights","dwc.minimumDepthInMeters","dwc.coordinateUncertaintyInMeters","dwc.country","inhs.vouchered","dwc.verbatimCoordinateSystem","dwc.scientificNameAuthorship","dwc.georeferencedBy","dwc.associatedSequences","idigbio.associateRelationship","dwc.occurrenceStatus","dwc.identificationID","dwc.recordNumber","http...symbiota.org.terms.verbatimScientificName","idigbio.recordID","dwc.verbatimElevation","dwc.verbatimSRS","dcterms.references","dwc.otherCatalogNumbers","dwc.verbatimEventDate","dwc.identificationRemarks","dwc.lowestBiostratigraphicZone","idigbio.recordId","inhs.total_Males","dwc.dateIdentified","dwc.specificEpithet","dwc.day","inhs.location_RiverMile","dwc.georeferenceVerificationStatus","dwc.latestEraOrHighestErathem","dwc.eventTime","dwc.order","dwc.disposition","dwc.originalNameUsage","dwc.latestAgeOrHighestStage","dcterms.modified","dwc.infraspecificEpithet","dwc.latestPeriodOrHighestSystem","dcterms.language","idigbio.associatedFamily","dwc.informationWithheld","dwc.verbatimTaxonRank","dwc.endDayOfYear","idigbio.associateCondition","inhs.formI_males","dwc.lithostratigraphicTerms","dwc.identifiedBy","dwc.eventID","idigbio.hostFamily"
"459",NA,NA,NA,NA,"",NA,NA,NA,NA,163.47628,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Nathaniel Evans","2cffc4e4-8b3f-4ad5-84ee-d997a49ffd44",NA,NA,-18.844935,"NEST15",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"New Caledonia",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2013,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","15817-Echinodermata","2cffc4e4-8b3f-4ad5-84ee-d997a49ffd44",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T11:11:55.717Z",NA,NA,NA,NA,NA,NA,"","","725ab9cce661d19d3a0f2002c83b985c24642d31",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"1CE0DA94-0B4A-40DA-B096-9B00DD328D10",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"France",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",7,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"469",NA,NA,NA,NA,"",NA,NA,NA,NA,166.7,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Sun Kim","1715f9b3-e100-4a2f-b913-e66fa914a507",NA,NA,19.3,"Kim-WAK-St-14",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Wake Island",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","11508-Echinodermata","1715f9b3-e100-4a2f-b913-e66fa914a507",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T12:46:04.819Z",NA,NA,NA,NA,NA,NA,"","","479ba7baa2e9e5c49903ffe83d21a39db2d01694",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"6268B89E-F6FC-419B-8239-FF6786BB39A2",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",26,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"482",NA,NA,NA,NA,"",NA,NA,NA,NA,-166.1857,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Rusty Brainard, Gustav Paulay, Sea McKeon, Brian Zgliczynski, Tito Lotufo, Jim Maragos, Scott Godwin & John Starmer","ddb63f84-303c-484b-960b-7678b3c024a7",NA,NA,23.6347,"FFS-0050",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Hawaiian Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2006,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","6108-Echinodermata","ddb63f84-303c-484b-960b-7678b3c024a7",NA,NA,NA,NA,NA,NA,"",NA,"","French Frigate Shoals","",NA,"2014-09-12T15:30:57.249Z",NA,NA,NA,NA,NA,NA,"","","acf22df2cd3fb298c93ee1e4261b4f4d020d6145",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"D30511CC-400F-4A5E-9A4F-78825D28874A",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",14,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"562",NA,NA,NA,NA,"",NA,NA,NA,NA,144.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","","fa21ff5f-71ee-44ca-abd1-dda4b78ff14e",NA,NA,13.5,"BGUAM-001-1",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Mariana Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,NA,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","161-Echinodermata","fa21ff5f-71ee-44ca-abd1-dda4b78ff14e",NA,NA,NA,NA,NA,NA,"",NA,"","Guam Island","",NA,"2014-09-12T17:21:14.675Z",NA,NA,NA,NA,NA,NA,"","","5f1dce7a93fa0a2ad7ada6fe1538eeff1c6be5db",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"2EDF180C-A4DD-49D2-BD10-0FB46DB574FB",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",NA,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"664",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Pittman, C.","dddfb07e-cdee-40e1-bb04-09377a9f5e4a",NA,NA,NA,"ZZZ-086981",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Hawaiian Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2000,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","938-Echinodermata","dddfb07e-cdee-40e1-bb04-09377a9f5e4a",NA,NA,NA,NA,NA,NA,"",NA,"","Maui Island","",NA,"2014-09-12T11:57:24.375Z",NA,NA,NA,NA,NA,NA,"","","77068689fbe534048ed29c09b8fd0c9d0a45fb4b",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"E6C3E2B3-E3C9-4052-9FCF-C998758E14C7",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",10,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"669",NA,NA,NA,NA,"",NA,NA,NA,NA,163.47628,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Nathaniel Evans","dfaad73c-07e0-4de6-a931-7b207b271057",NA,NA,-18.844935,"NEST15",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"New Caledonia",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2013,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","15835-Echinodermata","dfaad73c-07e0-4de6-a931-7b207b271057",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T12:13:36.330Z",NA,NA,NA,NA,NA,NA,"","","12a466c4f1e2ce1da6831b07ce29b68775c2178d",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"408D23A3-219F-48E4-86AF-3C8FB71B24E3",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"France",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",7,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"681",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Pittman, C.","41d475d6-c5a0-4e5b-b481-2f5a1be8a255",NA,NA,NA,"ZZZ-088989",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Hawaiian Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1998,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","1861-Echinodermata","41d475d6-c5a0-4e5b-b481-2f5a1be8a255",NA,NA,NA,NA,NA,NA,"",NA,"","Maui Island","",NA,"2014-09-12T10:53:30.848Z",NA,NA,NA,NA,NA,NA,"","","edf5b5ae6038aff943fd799301cdde79bbcf324d",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"41AA574E-8D76-40A2-8942-1BFC248D12F7",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",5,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"710",NA,NA,NA,NA,"",NA,NA,NA,NA,166.7,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Sun Kim","b1d9207e-1d0f-4c0a-9bd1-46f8bc44b864",NA,NA,19.3,"Kim-WAK-St-10",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Wake Island",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","11520-Echinodermata","b1d9207e-1d0f-4c0a-9bd1-46f8bc44b864",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T10:34:59.801Z",NA,NA,NA,NA,NA,NA,"","","e83e8d17d8f4b9970a5254a99e88e709119145e4",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"712F1F71-8D32-4A74-8EC2-8089FEA4C8D0",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",25,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"745",NA,NA,NA,NA,"",NA,NA,NA,NA,-166.1857,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Rusty Brainard, Gustav Paulay, Sea McKeon, Brian Zgliczynski, Tito Lotufo, Jim Maragos, Scott Godwin & John Starmer","288c29d7-b84d-4b6c-b4cc-42fe7e69c106",NA,NA,23.6347,"FFS-0050",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Hawaiian Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2006,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","6109-Echinodermata","288c29d7-b84d-4b6c-b4cc-42fe7e69c106",NA,NA,NA,NA,NA,NA,"",NA,"","French Frigate Shoals","",NA,"2014-09-12T09:45:05.649Z",NA,NA,NA,NA,NA,NA,"","","9269d443b0d8d70713094d9cdf23384de208ecbf",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"6D83CF74-25E9-4474-AB0D-87BB3AFDB36A",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",14,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"748",NA,NA,NA,NA,"",NA,NA,NA,NA,-109.4253,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","T. A. Ebert, D. M. Dexter","a5edb78d-14db-4efb-bfbf-9310d1a2c257",NA,NA,23.3827,"Ebert-Los Frailes",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Baja California Sur",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1972,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","16140-Echinodermata","a5edb78d-14db-4efb-bfbf-9310d1a2c257",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T17:29:16.006Z",NA,NA,NA,NA,NA,NA,"","","f446141c59e3be9cec4913dcf733e7a624fe98c8",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"949EA0B2-A2AE-4CF9-938F-B9262A1815A3",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Mexico",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",28,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"956",NA,NA,NA,NA,"",NA,NA,NA,NA,144.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Cat Brunson","bab39f24-66f6-4087-ad09-221493336edb",NA,NA,13.5,"Kerr-018",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Mariana Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2011,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","11291-Echinodermata","bab39f24-66f6-4087-ad09-221493336edb",NA,NA,NA,NA,NA,NA,"",NA,"","Guam Island","",NA,"2014-09-12T12:45:41.081Z",NA,NA,NA,NA,NA,NA,"","","7af997bacf36d00b6f25a46711c6ce199f6d2294",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"45409F37-5B84-4D54-BDEB-577A171714E2",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",25,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"981",NA,NA,NA,NA,"",NA,NA,NA,NA,145.4642,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","François Michonneau","deb8f8e2-4da6-449d-8f8a-4c0959b4dc20",NA,NA,-14.6966,"AUST-ST-006",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Queensland",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","8139-Echinodermata","deb8f8e2-4da6-449d-8f8a-4c0959b4dc20",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T11:21:57.986Z",NA,NA,NA,NA,NA,NA,"","","0dbca1f5928223f8e78068fbebee9fdf26e2c06a",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"DA5230A0-8AA3-48F6-80C9-BA61D4DF6D70",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Australia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",8,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1001",NA,NA,NA,NA,"",NA,NA,NA,NA,166.7,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Sun Kim","f0080b4a-9362-410f-b70b-0d7a5d7b1c74",NA,NA,19.3,"Kim-WAK-St-14",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Wake Island",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","11531-Echinodermata","f0080b4a-9362-410f-b70b-0d7a5d7b1c74",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T09:10:15.512Z",NA,NA,NA,NA,NA,NA,"","","238f050764dec85d443114aeb4e51b5b9b13e3db",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"4C487778-9EFA-44A0-818D-E3A1FB285A6A",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",26,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1062",NA,NA,NA,NA,"",NA,NA,NA,NA,-140.09083,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","John Starmer","e980dd7a-46c2-448d-b0e7-58a999958a6c",NA,NA,-8.93692,"MQ-01",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Marquesas Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2012,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","14086-Echinodermata","e980dd7a-46c2-448d-b0e7-58a999958a6c",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T18:30:49.227Z",NA,NA,NA,NA,NA,NA,"","","c7741ea523a3471fd5fa69bffdcdcbc1f5d80c40",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"BBD0D1D6-35CC-47FB-A90C-869A1C427111",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"French Polynesia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",NA,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1096",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","","488b9596-ae26-4c26-8f2b-626b47388fdf",NA,NA,NA,"AUST-ST-000",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Queensland",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","8586-Echinodermata","488b9596-ae26-4c26-8f2b-626b47388fdf",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T15:29:13.923Z",NA,NA,NA,NA,NA,NA,"","","aced1e47252f295128af39c2a70740e53d25ff1a",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"5D8DD6FF-08D5-43FE-827A-2A856DF516E4",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Australia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",NA,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
