"","dwc.identificationQualifier","idigbio.associateIdentifier","dwc.previousIdentifications","dwc.group","dwc.habitat","idigbio.barcodeValue","dwc.locationAccordingTo","idigbio.tribe","dwc.taxonID","dwc.decimalLongitude","dwc.datasetID","dwc.taxonRank","dwc.preparation","inhs.juv_males","dwc.georeferencedDate","symbiota.verbatimScientificName","dwc.locationRemarks","dwc.waterBody","idigbio.preparationCount","inhs.relic","inhs.location_Stream","dwc.associatedReferences","dwc.verbatimLongitude","dcterms.rightsHolder","dwc.higherGeography","dwc.recordedBy","id","inhs.juv_females","idigbio.associateAuthor","dwc.decimalLatitude","dwc.locationID","dwc.establishmentMeans","idigbio.associateNotes","dwc.namePublishedIn","dwc.associatedMedia","idigbio.associateCommonName","dwc.locality","dcterms.bibliographicCitation","dwc.eventDate","dwc.individualID","dwc.identificationVerificationStatus","dwc.coordinatePrecision","dwc.behavior","dwc.stateProvince","inhs.superfamily","dwc.maximumDepthInMeters","dwc.genus","dwc.identificationReferences","dwc.reproductiveCondition","idigbio.substrate","idigbio.preservative","dwc.municipality","dwc.nomenclaturalStatus","inhs.formII_males","idigbio.createdBy","dwc.earliestAgeOrLowestStage","dwc.institutionCode","fcc.subfamily","dwc.basisOfRecord","dwc.individualCount","dwc.phylum","dwc.class","dwc.latestEpochOrHighestSeries","dwc.earliestEraOrLowestErathem","dwc.year","dwc.member","inhs.juv_undetermined","dwc.lifeStage","idigbio.subgenus","dwc.scientificName","dwc.dataGeneralizations","dwc.subgenus","dwc.verbatimLocality","dwc.samplingProtocol","dcterms.type","dwc.catalogNumber","idigbio.uuid","dwc.islandGroup","inhs.total_females","dwc.datasetName","idigbio.associateDeterminedBy","dwc.maximumElevationInMeters","dwc.fieldNotes","dwc.continent","dcterms.source","dwc.verbatimLatitude","dwc.county","dwc.eventRemarks","dwc.countryCode","idigbio.dateModified","dwc.collectionID","dwc.startDayOfYear","dcterms.reference","idigbio.version","idigbio.endangeredStatus","inhs.locationTrs","dwc.georeferenceProtocol","dwc.nomenclaturalCode","idigbio.etag","dwc.taxonRemarks","dwc.namePublishedInID","inhs.dead","dwc.VerbatimEventDate","dwc.verbatimDepth","fcc.superfamily","dwc.preparations","dwc.formation","dwc.georeferenceRemarks","dwc.collectionCode","dwc.minimumElevationInMeters","dwc.sex","dwc.associatedTaxa","inhs.instars_Female","dwc.footprintWKT","dwc.kingdom","dwc.relatedResourceID","fcc.pickedBy","idigbio.determinationHistory","dwc.occurrenceRemarks","dwc.bed","inhs.formII_females","idigbio.recordIds","dwc.month","dwc.earliestPeriodOrLowestSystem","dwc.associatedOccurrences","dwc.samplingEffort","dwc.scientificNameID","dwc.georeferenceSources","dwc.typeStatus","dwc.nameAccordingTo","fcc.datePicked","dwc.earliestEpochOrLowestSeries","dcterms.accessRights","idigbio.associatedRelationship","dwc.occurrenceID","inhs.location_Basin","idigbio.subfamily","dwc.higherClassification","dcterms.rights","dwc.institutionID","dwc.vernacularName","inhs.live","dwc.family","inhs.instars_Male","dwc.ownerInstitutionCode","dwc.dynamicProperties","dwc.verbatimCoordinates","symbiotaverbatimScientificName","dwc.accessRights","dwc.island","dwc.rightsHolder","dwc.fieldNumber","row.number","dwc.geodeticDatum","dwc.rights","dwc.minimumDepthInMeters","dwc.coordinateUncertaintyInMeters","dwc.country","inhs.vouchered","dwc.verbatimCoordinateSystem","dwc.scientificNameAuthorship","dwc.georeferencedBy","dwc.associatedSequences","idigbio.associateRelationship","dwc.occurrenceStatus","dwc.identificationID","dwc.recordNumber","http...symbiota.org.terms.verbatimScientificName","idigbio.recordID","dwc.verbatimElevation","dwc.verbatimSRS","dcterms.references","dwc.otherCatalogNumbers","dwc.verbatimEventDate","dwc.identificationRemarks","dwc.lowestBiostratigraphicZone","idigbio.recordId","inhs.total_Males","dwc.dateIdentified","dwc.specificEpithet","dwc.day","inhs.location_RiverMile","dwc.georeferenceVerificationStatus","dwc.latestEraOrHighestErathem","dwc.eventTime","dwc.order","dwc.disposition","dwc.originalNameUsage","dwc.latestAgeOrHighestStage","dcterms.modified","dwc.infraspecificEpithet","dwc.latestPeriodOrHighestSystem","dcterms.language","idigbio.associatedFamily","dwc.informationWithheld","dwc.verbatimTaxonRank","dwc.endDayOfYear","idigbio.associateCondition","inhs.formI_males","dwc.lithostratigraphicTerms","dwc.identifiedBy","dwc.eventID","idigbio.hostFamily"
"1981",NA,NA,NA,NA,"",NA,NA,NA,NA,-166.1872,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Rusty Brainard, Gustav Paulay, Sea McKeon, Brian Zgliczynski, Tito Lotufo, Jim Maragos, Scott Godwin & John Starmer","87133d74-efd2-45c0-b59d-075b8411904d",NA,NA,23.6373,"FFS-0051",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Hawaiian Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2006,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","6115-Echinodermata","87133d74-efd2-45c0-b59d-075b8411904d",NA,NA,NA,NA,NA,NA,"",NA,"","French Frigate Shoals","",NA,"2014-09-12T17:43:31.572Z",NA,NA,NA,NA,NA,NA,"","","f61e7964a8bfc15d13285eba71f1154df85c2c67",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"E5075D58-5009-4B73-A86B-7863137F8A13",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",14,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2004",NA,NA,NA,NA,"",NA,NA,NA,NA,166.8528,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Nathaniel Evans","9923e8d5-ba40-4f60-9333-c7e0788ac4de",NA,NA,-22.38318,"NEST13",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"New Caledonia",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2013,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","15825-Echinodermata","9923e8d5-ba40-4f60-9333-c7e0788ac4de",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T17:15:55.195Z",NA,NA,NA,NA,NA,NA,"","","e3833100aa1c23842ad34293754d5e4a220403f0",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"9137FBDA-91C2-47D9-9562-7BD80ED590D8",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"France",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",4,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2193",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Arthur Anker","33966b72-de85-4dd2-9ee2-a3af2db733ea",NA,NA,NA,"Anker-Egypt-01",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","9698-Echinodermata","33966b72-de85-4dd2-9ee2-a3af2db733ea",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T15:35:51.515Z",NA,NA,NA,NA,NA,NA,"","","bcafa0e5d25b3048b850f6d44d4374f09f40ec6d",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,9,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"3E7BEEA8-2CC8-4F1E-811C-F8D05B644769",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Egypt",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",3,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2264",NA,NA,NA,NA,"",NA,NA,NA,NA,-166.1857,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Rusty Brainard, Gustav Paulay, Sea McKeon, Brian Zgliczynski, Tito Lotufo, Jim Maragos, Scott Godwin & John Starmer","6a36f50c-9c0a-4d75-b4a3-20126f53120d",NA,NA,23.6347,"FFS-0050",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Hawaiian Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2006,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","6107-Echinodermata","6a36f50c-9c0a-4d75-b4a3-20126f53120d",NA,NA,NA,NA,NA,NA,"",NA,"","French Frigate Shoals","",NA,"2014-09-12T14:35:48.132Z",NA,NA,NA,NA,NA,NA,"","","ca0c004f747bc2dd6790fc01987e6a9aca5fb0bd",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"AC468DD4-75AE-44FE-BC8E-BBDE166F0F49",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",14,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2277",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Arthur Anker, Zdenek Duris, Jessica Goodheart, Fredrik Leliaert","d2099363-c3d1-46a3-915d-c9abe132befd",NA,NA,NA,"PR114",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Madang Province",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2012,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","15403-Echinodermata","d2099363-c3d1-46a3-915d-c9abe132befd",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T09:14:33.118Z",NA,NA,NA,NA,NA,NA,"","","6324bc07314d41cc2f533d477457606ff58085a4",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"DCB6121F-11FB-43C0-BDBF-EE9E41624FD5",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Papua New Guinea",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",27,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2278",NA,NA,NA,NA,"",NA,NA,NA,NA,145.4714,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Robert Lasley, François Michonneau","3c0403f9-21e7-4608-8071-60ae3be3a2ee",NA,NA,-14.6805,"AUST-ST-012",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Queensland",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","8196-Echinodermata","3c0403f9-21e7-4608-8071-60ae3be3a2ee",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T09:15:02.858Z",NA,NA,NA,NA,NA,NA,"","","4ccf9b71999f72207ebe3d68060e3fafc16a6e73",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"DD007484-EB75-4172-B4F6-6642D8067FAC",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Australia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",10,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2337",NA,NA,NA,NA,"",NA,NA,NA,NA,145.4725,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Robert Lasley, Arthur Anker","1d5f7b83-e400-4fa9-aa4e-590cb1101aac",NA,NA,-14.6811,"AUST-ST-002",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Queensland",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","8090-Echinodermata","1d5f7b83-e400-4fa9-aa4e-590cb1101aac",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T15:00:30.613Z",NA,NA,NA,NA,NA,NA,"","","7ee019b3bde74b004b0911f00011e164a190d824",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"AB215386-F6DC-4E6C-B571-8FD6BC618904",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Australia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",7,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2440",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Paulay, G.","fe3154bd-9f3d-471e-b918-f581b438a15e",NA,NA,NA,"BMAUI-011",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Hawaiian Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1997,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","1347-Echinodermata","fe3154bd-9f3d-471e-b918-f581b438a15e",NA,NA,NA,NA,NA,NA,"",NA,"","Maui Island","",NA,"2014-09-12T14:04:52.641Z",NA,NA,NA,NA,NA,NA,"","","5c80afbffdae40845c1ce01ad0d68184ea660b15",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"216A719E-5D06-44E6-ADF2-CE1E8CD46E9A",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",31,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2509",NA,NA,NA,NA,"",NA,NA,NA,NA,144.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","S. Hedlund","fcfd77b5-612f-48d8-9bcc-5f8fac6d0232",NA,NA,13.5,"UGI-Station-218",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Mariana Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1975,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","12281-Echinodermata","fcfd77b5-612f-48d8-9bcc-5f8fac6d0232",NA,NA,NA,NA,NA,NA,"",NA,"","Guam Island","",NA,"2014-09-12T09:39:27.163Z",NA,NA,NA,NA,NA,NA,"","","fa666d5339e019b83909d0afacb4592e505e0f6e",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,12,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"BD3B9A66-9AC1-44E5-9E65-D800DA8D1111",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",8,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2627",NA,NA,NA,NA,"",NA,NA,NA,NA,144.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Sabath, Sabath","6f9d42e7-3b37-42d1-b6ce-4c38a17cf06a",NA,NA,13.5,"UGI-Station-39",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Mariana Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1969,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","12331-Echinodermata","6f9d42e7-3b37-42d1-b6ce-4c38a17cf06a",NA,NA,NA,NA,NA,NA,"",NA,"","Guam Island","",NA,"2014-09-12T13:10:58.853Z",NA,NA,NA,NA,NA,NA,"","","9404c709e68e34e8d58ed869d44d56950f1c46ce",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,7,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"93ECA162-602A-443F-8A55-6D510F98B4C8",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",1,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2775",NA,NA,NA,NA,"",NA,NA,NA,NA,151.9125,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","T. A. Ebert","d6809026-6d69-44e3-aca5-514dc14375c1",NA,NA,-23.4403,"Ebert-Heron Island",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Queensland",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,NA,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","16173-Echinodermata","d6809026-6d69-44e3-aca5-514dc14375c1",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T09:55:50.162Z",NA,NA,NA,NA,NA,NA,"","","27e9b01cb4d3942ca0d48ba42a9b8c9448c6ad5f",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"B26A48EA-FAA2-42B5-B213-1E3F823C23FF",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Australia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",NA,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2798",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Starmer, J.","95b72e61-458b-4db2-80c3-60ed21fb6af0",NA,NA,NA,"ZZZ-088958",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Pitcairn Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1997,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","1920-Echinodermata","95b72e61-458b-4db2-80c3-60ed21fb6af0",NA,NA,NA,NA,NA,NA,"",NA,"","Henderson Island","",NA,"2014-09-12T09:43:15.037Z",NA,NA,NA,NA,NA,NA,"","","55c27c735ae543d92a68a73c21ce6bfaad4c31f1",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"6D0FD9E3-B7C4-4435-9B33-FE8C712978CD",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Pitcairn Islands",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",1,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2838",NA,NA,NA,NA,"",NA,NA,NA,NA,113.68403,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","François Michonneau","f1881b18-3271-4828-a410-f46758f7bfbd",NA,NA,-22.67552,"NIN09-St-1",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Western Australia",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","9418-Echinodermata","f1881b18-3271-4828-a410-f46758f7bfbd",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T11:22:29.006Z",NA,NA,NA,NA,NA,NA,"","","c7b11e664f41017fee6aa9bfd7af53a2d1ea9d2a",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"4A987B1F-FF85-4770-BCF5-863C65BB2A58",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Australia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",14,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"2867",NA,NA,NA,NA,"",NA,NA,NA,NA,-109.4253,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","T. A. Ebert, D. M. Dexter","22e70cfc-2a6e-4892-960c-4a2bc29b5211",NA,NA,23.3827,"Ebert-Los Frailes",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Baja California Sur",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1972,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","16132-Echinodermata","22e70cfc-2a6e-4892-960c-4a2bc29b5211",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T17:46:53.747Z",NA,NA,NA,NA,NA,NA,"","","4f8ae6842143d695ce3753804c9c4cd0cf44abb3",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"B4816D4E-E74B-4584-9DE1-E4F39CE6F93D",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Mexico",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",27,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
