"","idigbio.associateIdentifier","dwc.higherClassification","idigbio.associateNotes","dwc.eventID","dwc.recordNumber","dwc.rights","fcc.datePicked","dcterms.modified","dcterms.language","dwc.otherCatalogNumbers","dwc.verbatimCoordinates","dwc.collectionCode","dwc.preparations","idigbio.substrate","idigbio.preservative","dcterms.type","dwc.group","dwc.countryCode","dwc.eventRemarks","dwc.collectionID","dwc.occurrenceStatus","dwc.lithostratigraphicTerms","dwc.preparation","dwc.nomenclaturalStatus","inhs.total_Males","inhs.relic","inhs.formII_males","dwc.georeferenceProtocol","dwc.lifeStage","idigbio.etag","dwc.identificationID","dwc.nameAccordingTo","dwc.identificationQualifier","inhs.instars_Female","idigbio.determinationHistory","dwc.family","dwc.taxonRank","dwc.latestAgeOrHighestStage","idigbio.createdBy","dwc.associatedTaxa","dwc.verbatimSRS","idigbio.associateCommonName","fcc.superfamily","dwc.locationRemarks","dwc.coordinateUncertaintyInMeters","dwc.order","idigbio.uuid","idigbio.associateRelationship","idigbio.recordIds","dcterms.accessRights","dwc.scientificNameAuthorship","dwc.namePublishedIn","dwc.individualID","dwc.country","dwc.identifiedBy","dwc.waterBody","inhs.juv_undetermined","dwc.datasetID","dwc.fieldNotes","dwc.sex","dwc.previousIdentifications","dwc.infraspecificEpithet","dcterms.rightsHolder","dwc.catalogNumber","inhs.locationTrs","dwc.county","inhs.location_Stream","dwc.georeferenceSources","dwc.georeferencedDate","dwc.verbatimDepth","dwc.identificationVerificationStatus","dcterms.source","idigbio.associateDeterminedBy","inhs.total_females","dwc.establishmentMeans","dwc.minimumElevationInMeters","dwc.verbatimElevation","dwc.latestEpochOrHighestSeries","idigbio.subgenus","idigbio.version","dwc.individualCount","dwc.latestEraOrHighestErathem","symbiota.verbatimScientificName","dwc.bed","dwc.typeStatus","dwc.dataGeneralizations","dwc.occurrenceID","dwc.identificationReferences","dwc.reproductiveCondition","dwc.verbatimLongitude","idigbio.hostFamily","inhs.dead","idigbio.subfamily","dwc.earliestAgeOrLowestStage","dwc.verbatimLocality","dwc.taxonRemarks","idigbio.barcodeValue","dwc.island","dwc.accessRights","dcterms.rights","dwc.georeferencedBy","dwc.ownerInstitutionCode","dwc.associatedOccurrences","dwc.earliestPeriodOrLowestSystem","idigbio.preparationCount","idigbio.recordId","dwc.georeferenceRemarks","dwc.subgenus","dwc.associatedMedia","dwc.nomenclaturalCode","idigbio.associateCondition","dwc.rightsHolder","dwc.stateProvince","dwc.footprintWKT","inhs.live","dwc.associatedReferences","dwc.day","dwc.earliestEraOrLowestErathem","dwc.startDayOfYear","dwc.maximumDepthInMeters","dwc.verbatimEventDate","dwc.dynamicProperties","http...symbiota.org.terms.verbatimScientificName","dwc.VerbatimEventDate","dwc.decimalLatitude","dwc.fieldNumber","idigbio.associatedRelationship","dwc.latestPeriodOrHighestSystem","dwc.coordinatePrecision","dwc.maximumElevationInMeters","dcterms.reference","dwc.higherGeography","idigbio.dateModified","dwc.lowestBiostratigraphicZone","dwc.year","id","dwc.geodeticDatum","dwc.class","dwc.datasetName","dcterms.bibliographicCitation","inhs.superfamily","fcc.pickedBy","dwc.associatedSequences","dwc.basisOfRecord","dwc.relatedResourceID","inhs.vouchered","dwc.locationID","dwc.dateIdentified","dwc.phylum","dwc.formation","inhs.formI_males","dwc.municipality","dwc.namePublishedInID","idigbio.tribe","dwc.occurrenceRemarks","idigbio.recordID","dwc.kingdom","symbiotaverbatimScientificName","dwc.scientificName","dwc.institutionCode","idigbio.associatedFamily","dwc.originalNameUsage","dwc.georeferenceVerificationStatus","dwc.samplingEffort","dwc.month","row.number","dwc.institutionID","dwc.minimumDepthInMeters","fcc.subfamily","dwc.disposition","dwc.habitat","dwc.behavior","dwc.continent","idigbio.associateAuthor","dwc.vernacularName","inhs.formII_females","inhs.location_RiverMile","dwc.recordedBy","dwc.locality","dwc.specificEpithet","dwc.decimalLongitude","inhs.instars_Male","idigbio.endangeredStatus","dwc.endDayOfYear","dwc.eventTime","dwc.scientificNameID","dwc.earliestEpochOrLowestSeries","dwc.verbatimLatitude","dwc.samplingProtocol","dwc.eventDate","inhs.juv_females","inhs.location_Basin","dwc.verbatimCoordinateSystem","dwc.verbatimTaxonRank","dwc.genus","inhs.juv_males","dcterms.references","dwc.identificationRemarks","dwc.member","dwc.locationAccordingTo","dwc.islandGroup","dwc.taxonID","dwc.informationWithheld"
"935",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-07-02 08:28:00.0","en","other number=222","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"201fb7a5b061e33fc59b6838f30cd5b65b5e863a",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","2e8a0a07-d9c7-44bf-a716-9d2db597b321",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-645",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-645",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-645","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"unknown","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Indian Ocean, Indian Ocean, Western","2014-07-12T23:43:18.874Z",NA,NA,"2e8a0a07-d9c7-44bf-a716-9d2db597b321","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Indian Ocean",NA,NA,NA,NA,"Caleb Cooke","Tanzania: Zanzibar area","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1800-01-01/1867-01-01",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-645","",NA,NA,NA,NA,NA
"1177",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"535",NA,NA,"2014-04-14 14:02:25.0","en","collector number=535","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"4aa640d73a04dc6143fce5b194584c5d4b0068f0",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","a965088f-2654-4801-a1f5-f2071f31e428",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","World Register of Marine Species, [no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-3035",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-3035",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-3035","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,1.2192,"1960-08-19","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Indian Ocean, Indian Ocean, Western","2014-04-19T02:00:16.109Z",NA,NA,"a965088f-2654-4801-a1f5-f2071f31e428","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",1.2192,NA,"not applicable","",NA,"Indian Ocean",NA,NA,NA,NA,"Arthur G. Humes","west of Pt. Ambarionaomby, Nossi Komba near Nossi Be., Madagascar","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1960-08-19",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-3035","In life ""6 in. long, brown with many small circular areas 2-3 cm. in diameter, slender tentacles tipped with brown olive rings 1-1 1/2 cm. wide""",NA,NA,NA,NA,NA
"1178",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"13",NA,NA,"2012-06-22 15:03:31.0","en","collector number=13","","IZ","whole animal (dry)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"48d5714bd3bd500b5e1e591ad272893826bfc32f",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","32029834-dd0f-4f0d-bedb-8e5d7b6adda2",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-4073",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-4073",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4073","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"1949-07-29","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Atlantic Ocean, Atlantic, Western Central","2014-02-28T07:36:14.750Z",NA,NA,"32029834-dd0f-4f0d-bedb-8e5d7b6adda2","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Atlantic Ocean",NA,NA,NA,NA,"Juan Arturo Rivero","La Gata Island. [Puerto Rico]","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1949-07-29",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4073","Found dry on March 22, 2007 by TT.",NA,NA,NA,NA,NA
"1181",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-06-09 15:15:22.0","en","","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"9a6cf4c840deaf45a7f3aea37fd4d5fd9b09f6c6",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","f5942dec-a205-4cb4-847e-e2f884583740",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","Hubert Lyman Clark, World Register of Marine Species","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-1040",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Paratype",NA,"MCZ:IZ:HOL-1040",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1040","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"September 24, 1913","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Western Central","2014-06-18T07:22:29.230Z",NA,NA,"f5942dec-a205-4cb4-847e-e2f884583740","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","2012-08-14 00:00:00.0","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"Carnegie Expedition to the Torres Strait, Hubert Lyman Clark","Australia, Queensland, Torres Strait, Murray Island (Mer)","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1913-09-24",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1040","",NA,NA,NA,NA,NA
"1208",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-04-11 12:02:25.0","en","","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"cbf063613c169d20790d8261f71ba2bd7bc0e1c7",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","a7982e0a-bc89-43dc-9815-8ac98dbc9d51",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-1800",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-1800",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1800","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"unknown","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Western Central","2014-07-12T15:13:59.835Z",NA,NA,"a7982e0a-bc89-43dc-9815-8ac98dbc9d51","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"Carel Philip Sluiter","Indonesia: Bay of Batavia","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1700-01-01/1937-01-01",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1800","",NA,NA,NA,NA,NA
"1211",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-04-04 14:21:56.0","en","other number=1042","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"82a50afb1b2763d8e740985883c8c7d84f2bcc64",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","a2308f10-6516-4c6f-a9ae-3a8cf0cb9495",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","World Register of Marine Species, [no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","30900",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:30900",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:30900","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"1913","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Western Central","2014-07-12T23:07:47.858Z",NA,NA,"a2308f10-6516-4c6f-a9ae-3a8cf0cb9495","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"Hubert Lyman Clark, Carnegie Expedition to the Torres Strait","Australia, Queensland; Torres Strait","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1913-01-01/1913-12-31",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:30900","",NA,NA,NA,NA,NA
"1212",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2013-06-18 15:17:42.0","en","other number=335, 619","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"94ea14d2da35ab1ef84d77beab9ba11f367ec231",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","ec83a858-896b-4b63-83e0-b66484cc9081",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","World Register of Marine Species, E. Selenka","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-565",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Syntype",NA,"MCZ:IZ:HOL-565",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-565","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"Unknown","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Eastern Central","2014-07-13T01:08:59.774Z",NA,NA,"ec83a858-896b-4b63-83e0-b66484cc9081","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"[no agent data]","Panama","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1700-01-01/1867-12-31",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-565","",NA,NA,NA,NA,NA
"1215",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-04-11 12:02:26.0","en","station number=800-38","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"a1b040308c3d7b6342e999672f6cb30d9bca3def",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","6099e6a5-0c0a-4934-9834-7aeed8946b7b",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-1891",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-1891",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1891","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"January 22, 1938","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Southeast","2014-07-12T14:47:37.762Z",NA,NA,"6099e6a5-0c0a-4934-9834-7aeed8946b7b","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"Hancock Pacific Expeditions, RV Velero III","Ecuador: Galapagos Islands, Albermarle Island, Cartago Bay","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1938-01-22",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1891","",NA,NA,NA,NA,NA
"1216",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-06-10 16:59:13.0","en","","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"c00b188062e1180239a1627f3713c4b207f0a820",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","4cffa685-627c-4af3-a00a-58a49f4b156a",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-514",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-514",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-514","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"[date unknown]","",NA,NA,NA,"",NA,NA,NA,NA,NA,"[no higher geography data], null","2014-07-12T22:43:05.338Z",NA,NA,"4cffa685-627c-4af3-a00a-58a49f4b156a","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"[no higher geography data]",NA,NA,NA,NA,"[no agent data]","[no specific locality]","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1700-01-01/2014-04-02",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-514","",NA,NA,NA,NA,NA
"1217",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-06-09 14:24:29.0","en","","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"GEOLocate",NA,"353779bd506146c810221551a028c32e9e199ff0",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",2768,"Aspidochirotida","0ab48d9f-9ac0-4f85-a026-894873ed86ff",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","Hubert Lyman Clark, World Register of Marine Species","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-1041",NA,"",NA,"GEOLocate",NA,"","unverified",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Holotype",NA,"MCZ:IZ:HOL-1041",NA,NA,"144.05164d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jessica Anne Mullen","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1041","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"October 1913","",NA,NA,-9.91518,"",NA,NA,2768,NA,NA,"Pacific Ocean, Pacific, Western Central","2014-07-12T21:16:48.292Z",NA,NA,"0ab48d9f-9ac0-4f85-a026-894873ed86ff","WGS84","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","2012-08-08 00:00:00.0","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"Carnegie Expedition to the Torres Strait, Hubert Lyman Clark","Australia, Queensland, Torres Strait, Murray Islands (Mer)","impatiens",144.05164,NA,NA,NA,NA,NA,NA,"-9.91518d","","1913-10-01/1913-10-31",NA,NA,"decimal degrees",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1041","",NA,NA,NA,NA,NA
"1227",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-02-19 10:02:28.0","en","","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"8d76492dd1904bfb180e5e31e5687e1b4e4fdd37",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","697b0ea8-9590-4cc5-9dd6-601b82d9eaa1",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-646",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-646",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-646","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"1897","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Western Central","2014-07-12T17:14:33.518Z",NA,NA,"697b0ea8-9590-4cc5-9dd6-601b82d9eaa1","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"Alexander Agassiz","Republic of Fiji: Moala Island","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1897-01-01/1897-12-31",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-646","",NA,NA,NA,NA,NA
