"","dwc.maximumElevationInMeters","dwc.ownerInstitutionCode","dwc.disposition","inhs.locationTrs","dwc.phylum","idigbio.recordID","idigbio.tribe","dwc.basisOfRecord","dwc.verbatimLongitude","dwc.identificationQualifier","idigbio.recordIds","dwc.verbatimCoordinates","dwc.maximumDepthInMeters","dwc.county","idigbio.endangeredStatus","dwc.datasetName","dcterms.source","idigbio.associateDeterminedBy","dwc.taxonRemarks","inhs.juv_males","dwc.locality","inhs.location_Stream","idigbio.barcodeValue","dwc.coordinatePrecision","dwc.nomenclaturalCode","dwc.rights","dwc.geodeticDatum","dwc.earliestAgeOrLowestStage","dwc.institutionID","dwc.earliestPeriodOrLowestSystem","idigbio.associateRelationship","dcterms.modified","inhs.dead","dwc.georeferenceRemarks","dwc.rightsHolder","inhs.instars_Male","dwc.locationAccordingTo","dwc.bed","dwc.lithostratigraphicTerms","idigbio.createdBy","dwc.taxonRank","dwc.latestEpochOrHighestSeries","dwc.identificationRemarks","dwc.individualID","inhs.juv_females","dwc.reproductiveCondition","dwc.institutionCode","dwc.month","dwc.associatedTaxa","dwc.catalogNumber","dwc.startDayOfYear","dwc.countryCode","dwc.associatedOccurrences","dwc.georeferencedDate","dwc.associatedMedia","idigbio.associatedFamily","dcterms.references","dwc.lowestBiostratigraphicZone","dcterms.rightsHolder","inhs.superfamily","dwc.establishmentMeans","inhs.relic","inhs.instars_Female","dwc.verbatimEventDate","row.number","inhs.formII_males","dwc.collectionID","dwc.endDayOfYear","dwc.eventDate","dwc.minimumElevationInMeters","dwc.family","idigbio.preparationCount","dwc.verbatimDepth","dwc.verbatimLatitude","dwc.year","dwc.recordedBy","idigbio.preservative","dwc.locationRemarks","dwc.locationID","idigbio.etag","idigbio.associateCondition","dwc.taxonID","dwc.georeferencedBy","idigbio.associatedRelationship","fcc.pickedBy","dwc.municipality","dwc.islandGroup","dcterms.rights","dwc.continent","dwc.vernacularName","dwc.collectionCode","idigbio.associateAuthor","dwc.georeferenceProtocol","fcc.datePicked","idigbio.subfamily","inhs.live","dwc.identificationReferences","dwc.VerbatimEventDate","dwc.minimumDepthInMeters","dwc.scientificNameID","dwc.georeferenceSources","idigbio.associateIdentifier","dwc.verbatimLocality","dwc.preparation","dwc.waterBody","dwc.accessRights","dwc.infraspecificEpithet","symbiotaverbatimScientificName","dwc.member","idigbio.substrate","dwc.namePublishedInID","dwc.island","dwc.identificationID","dwc.relatedResourceID","dwc.earliestEpochOrLowestSeries","dcterms.reference","dwc.preparations","dwc.habitat","dwc.individualCount","dwc.fieldNumber","dwc.stateProvince","dwc.dataGeneralizations","idigbio.uuid","dwc.eventRemarks","dwc.associatedSequences","dwc.latestPeriodOrHighestSystem","dwc.decimalLatitude","dwc.class","idigbio.determinationHistory","dwc.country","dcterms.accessRights","inhs.formI_males","dwc.recordNumber","dwc.higherClassification","dwc.sex","dwc.scientificName","dwc.order","dwc.higherGeography","dwc.group","dwc.subgenus","dwc.eventTime","dwc.nomenclaturalStatus","dwc.verbatimSRS","dwc.fieldNotes","dwc.latestAgeOrHighestStage","dwc.specificEpithet","dwc.lifeStage","http...symbiota.org.terms.verbatimScientificName","dwc.footprintWKT","dcterms.type","dcterms.bibliographicCitation","dwc.verbatimCoordinateSystem","dwc.eventID","dwc.earliestEraOrLowestErathem","idigbio.associateNotes","dwc.nameAccordingTo","idigbio.recordId","dwc.occurrenceStatus","dwc.latestEraOrHighestErathem","idigbio.subgenus","dcterms.language","dwc.coordinateUncertaintyInMeters","dwc.decimalLongitude","dwc.samplingProtocol","dwc.behavior","dwc.occurrenceID","idigbio.dateModified","dwc.otherCatalogNumbers","dwc.identifiedBy","inhs.vouchered","dwc.namePublishedIn","idigbio.version","idigbio.associateCommonName","inhs.total_Males","dwc.identificationVerificationStatus","dwc.kingdom","dwc.verbatimElevation","inhs.location_Basin","dwc.georeferenceVerificationStatus","dwc.typeStatus","dwc.day","fcc.superfamily","dwc.previousIdentifications","id","inhs.location_RiverMile","dwc.verbatimTaxonRank","dwc.informationWithheld","inhs.total_females","dwc.datasetID","dwc.formation","dwc.associatedReferences","inhs.juv_undetermined","dwc.dateIdentified","dwc.dynamicProperties","dwc.genus","dwc.occurrenceRemarks","dwc.scientificNameAuthorship","symbiota.verbatimScientificName","dwc.samplingEffort","inhs.formII_females","fcc.subfamily","idigbio.hostFamily","dwc.originalNameUsage"
"1365",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"Moorea Island",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",10,NA,"8020-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",2008,"C. Meyer, S. McKeon, J. Moore, S. Fay, G. Paulay, Albert",NA,"","MIB_113","d2fae79990c9d9c68d5f861cf435206cff204541",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","Society Islands",NA,"6bfd4df3-e3f3-410c-82ff-0fd06b1cc8ee","",NA,NA,-17.51448,"Holothuroidea",NA,"French Polynesia",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,-149.7616,"",NA,"D1C012D1-BDEC-4E63-B574-1F71EC7DF34A","2014-09-12T12:49:17.696Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",23,NA,NA,"6bfd4df3-e3f3-410c-82ff-0fd06b1cc8ee",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"1399",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"Reunion Island",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",7,NA,"6331-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",2007,"Nicolas Hubert & Francois Michonneau",NA,"","SWIO-FM32","81d207010928dc26e84ac99d139aa0fd992e219b",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","Mascarene Islands",NA,"8e5c2c35-cb55-4980-8239-bfd54da45b37","",NA,NA,-21.0787,"Holothuroidea",NA,"France",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,55.2256,"",NA,"49121F67-2007-48CD-AD9E-5B29019AF196","2014-09-12T12:15:13.633Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",24,NA,NA,"8e5c2c35-cb55-4980-8239-bfd54da45b37",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"1431",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"French Frigate Shoals",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",10,NA,"6249-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",2006,"Gustav Paulay, Sea McKeon, Andy Collins, John Starmer, Jim Maragos, Cory Pittman & Russell Moffitt",NA,"","FFS-0168","bf3370b8ddb0f66654f07ddac709c0ebfcbb71e5",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","Hawaiian Islands",NA,"1164090f-3588-47a4-8902-caed02ddb1e4","",NA,NA,23.7683,"Holothuroidea",NA,"USA",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,-166.2602,"",NA,"E11FC1A4-4219-4CA6-8AE8-DC8CE80D7E11","2014-09-12T16:40:18.809Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",23,NA,NA,"1164090f-3588-47a4-8902-caed02ddb1e4",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"1554",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",5,NA,"7532-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",2008,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner",NA,"","MGNW-23","d7b9a12efd02ffd710c318fd0515ab5e80f84af0",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"20dd179a-4986-4974-a626-8da6bfc81146","",NA,NA,-13.4139,"Holothuroidea",NA,"Madagascar",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,48.3056,"",NA,"50E3E238-4A6E-407D-AB7E-4455A6A7C2A3","2014-09-12T12:18:33.644Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",16,NA,NA,"20dd179a-4986-4974-a626-8da6bfc81146",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"1580",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",5,NA,"7476-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",2008,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner",NA,"","MGNW-20","d22576f3eabda07a1c56326d41de2657461d7d10",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"bea8b8cd-f2da-4a2f-9c81-499f674e3cf2","",NA,NA,-13.4244,"Holothuroidea",NA,"Madagascar",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,48.3642,"",NA,"9C0D2CA2-1F4D-4B5B-B76E-C4F719CF7729","2014-09-12T12:27:27.598Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",15,NA,NA,"bea8b8cd-f2da-4a2f-9c81-499f674e3cf2",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"1607",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",12,NA,"15588-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",2012,"",NA,"","PR148","1662ee4d57c803638ff10ee70f09e0609976a1b5",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","Madang Province",NA,"e9305318-c500-4c05-a250-34367ca6726b","",NA,NA,-5.198333,"Holothuroidea",NA,"Papua New Guinea",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,145.827332,"",NA,"89C6420A-EC81-4E8D-BA2D-BAAA0D611BBB","2014-09-12T13:23:35.184Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",1,NA,NA,"e9305318-c500-4c05-a250-34367ca6726b",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"1726",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"Makah",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",6,NA,"12407-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",1997,"Lisa Kirkendale",NA,"","UGI-Station-337","ec800aa479654920018b571086c78df2ff32c52a",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","Hawaii",NA,"03dddcc0-96e0-4178-a799-d19e7012e726","",NA,NA,NA,"Holothuroidea",NA,"USA",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"92F8096B-54DA-46F9-BB79-7470B5ED537C","2014-09-12T17:21:14.788Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",22,NA,NA,"03dddcc0-96e0-4178-a799-d19e7012e726",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"1955",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",1,NA,"14066-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",2012,"John Starmer",NA,"","MQ-21","245e7a01cad933f5f8ec0935116231cd5517ff7c",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","Marquesas Islands",NA,"c7854556-7371-454b-82e8-d6e7bf8336ca","",NA,NA,-9.36858,"Holothuroidea",NA,"French Polynesia",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,-140.11352,"",NA,"A77B0551-3082-4C9B-AB63-3587950945C2","2014-09-12T10:51:27.261Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"c7854556-7371-454b-82e8-d6e7bf8336ca",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"2123",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",8,NA,"12317-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",1976,"",NA,"","UGI-Station-34","15a45931059d7fb89f9165ad509b61ad62d4790a",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","Koror State",NA,"b86b8127-96ef-4c1c-b2da-8ca005b1a059","",NA,NA,NA,"Holothuroidea",NA,"Palau",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"D4AFFDBE-3EBD-4B9E-ADE9-B1913484B2F0","2014-09-12T12:12:36.093Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",3,NA,NA,"b86b8127-96ef-4c1c-b2da-8ca005b1a059",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"2201",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",5,NA,"7432-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",2008,"Gustav Paulay",NA,"","MGNW-23","a63770cbabcdf6f0e42d229fb3772e840fba0f42",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"db006ef6-e1fb-4379-b12b-6898946bf053","",NA,NA,-13.4139,"Holothuroidea",NA,"Madagascar",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,48.3056,"",NA,"24B425EB-4F99-48CD-84D8-FE3BCA3FB652","2014-09-12T16:38:36.344Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",16,NA,NA,"db006ef6-e1fb-4379-b12b-6898946bf053",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"2297",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"Niue Island",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",5,NA,"1857-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",1986,"",NA,"","HNIUE-006","5d0b585ac0205a7edb7c7f136f36fe80bef15fab",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","Niue Island",NA,"288ad5ae-82d6-466c-b5cb-e2ce1adfa6f0","",NA,NA,-19.1,"Holothuroidea",NA,"Niue Island",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,-169.9,"",NA,"EADC7646-4CC0-417C-8143-1924642AB0C8","2014-09-12T13:00:09.605Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",18,NA,NA,"288ad5ae-82d6-466c-b5cb-e2ce1adfa6f0",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"2441",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"Maui Island",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",5,NA,"4368-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",2005,"Pittman, C.",NA,"","G-2005-018","958f4143e79235d18c332d09847d1ce276a860f0",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","Hawaiian Islands",NA,"777fd6ff-307d-49eb-ad37-fcb0923d1624","",NA,NA,20.81083,"Holothuroidea",NA,"USA",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,-156.62139,"",NA,"F5E55350-2D4D-422B-B13A-C63CA0C20FA0","2014-09-12T14:05:46.108Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",3,NA,NA,"777fd6ff-307d-49eb-ad37-fcb0923d1624",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"2571",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",3,NA,"13550-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",2013,"Arthur Anker, Patrick Norby, Gustav Paulay",NA,"","SAFA-025","9afe09b66eb37b394d27c0f291c01110963f05e2",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"aa4238b9-6801-42f7-a24d-b126adec41e9","",NA,NA,16.83585,"Holothuroidea",NA,"Saudi Arabia",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,42.30625,"",NA,"C15E281C-AC14-402A-81AE-6CDB6198AF53","2014-09-12T16:09:47.630Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",11,NA,NA,"aa4238b9-6801-42f7-a24d-b126adec41e9",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
"2576",NA,"","",NA,"",NA,NA,"PreservedSpecimen","",NA,NA,"",NA,"Guam Island",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,"09/08/2014",NA,"",NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"",NA,NA,NA,"FLMNH",NA,NA,"12608-Echinodermata",NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"Holothuriidae",NA,"","",1990,"",NA,"","UGI-1990-","dd52ffe25191313cfe07886e00da4b09aa5d447d",NA,NA,"",NA,NA,NA,NA,NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","Mariana Islands",NA,"51ac89e7-ddee-4cbf-af27-d50bb6e6d91f","",NA,NA,13.5,"Holothuroidea",NA,"USA",NA,NA,"","","","Holothuria flavomaculata","Aspidochirotida","",NA,NA,NA,NA,NA,NA,NA,"flavomaculata",NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,144.8,"",NA,"631A4291-D43A-4F15-B273-37B917F04FF3","2014-09-12T18:31:31.329Z","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,"51ac89e7-ddee-4cbf-af27-d50bb6e6d91f",NA,NA,NA,NA,NA,NA,"",NA,"","","Holothuria",NA,"Semper",NA,NA,NA,NA,NA,NA
